Core1,Core2
4659,5320
4662,5312
4663,5319
4668,5330
4670,5317
4676,5323
4677,5310
4678,5328
4680,5295
4684,5329
4685,5332
4700,5340
4702,5333
4703,5339
4704,5328
4711,5342
4715,5326
4721,5323
4723,5347
4723,5348
4727,5338
4731,5352
4735,5347
4743,4755
4743,5345
4754,5346
4755,5345
4759,5341
4762,5354
4770,5387
4771,5382
4772,4916
4773,5804
4777,5356
4779,5377
4779,5616
4779,5646
4794,5370
4809,5371
4809,5372
4810,5375
4814,5395
4844,5379
4845,5384
4907,5381
4925,5427
4925,5456
4931,5415
4938,5377
4949,5398
4950,5398
4951,5398
4956,5432
4962,5398
4963,5477
4984,5422
4995,5477
4996,5398
4997,5450
5001,5448
5002,5438
5005,5027
5005,5433
5006,5492
5008,5449
5015,5464
5027,5433
5032,5409
5033,5490
5038,5470
5043,5473
5051,5928
5051,5933
5051,5941
5078,5504
5084,5502
5094,5635
5094,5678
5094,5732
5094,5848
5094,5863
5094,5900
5094,5904
5096,5696
5097,5489
5108,5512
5111,5925
5114,5892
5117,5513
5120,5505
5122,5517
5134,5501
5141,5599
5144,5520
5146,5554
5151,5609
5152,5485
5155,5937
5156,5579
5157,5569
5160,5576
5163,5582
5171,5617
5172,5618
5174,5634
5175,5703
5176,5637
5177,5684
5178,5700
5180,5819
5180,5830
5181,5202
5181,5477
5181,5677
5181,5881
5181,5897
5182,5636
5183,5683
5184,5746
5185,5890
5186,5713
5187,5567
5187,5676
5189,5698
5190,5703
5191,5676
5192,5731
5193,5683
5198,5756
5199,5678
5201,5683
5201,5757
5201,5790
5204,5757
5206,5840
5206,5849
5206,5863
5207,5477
5209,5755
5209,5758
5210,5677
5212,5678
5216,5377
5217,5377
5221,5863
5222,5874
5223,5677
5225,5875
5226,5477
5227,5677
5229,5863
5230,5897
5234,5907
5235,5925
5236,5897
5237,5891
5238,5901
5239,5896
5240,5896
5241,5906
5242,5904
5243,5911
5244,5922
5245,5898
5245,5909
5246,5906
5247,5911
5248,5904
5249,5897
5250,5901
5252,5904
5253,5916
5255,5921
5257,5914
5259,5924
5260,5921
5261,5927
5266,5938
5266,5944
5266,5946
5268,5904
5269,5904
5272,5945
5272,5948
5272,5949
5272,5950
5272,5951
5274,5954
5278,5955
5280,5956
5281,5953
5281,5956
5282,5958
5284,5962
5285,5303
5285,5961
5287,5953
5288,5969
5289,5960
5290,5301
5290,5952
5293,5953
5293,5957
5296,5965
5297,5966
5298,5965
5299,5982
5301,5952
5302,5953
5303,5958
5303,5961
5305,5967
5306,5967
5309,5971
5310,5973
5310,5984
5316,5975
5317,5977
5317,5982
5323,5990
5326,5999
5328,5985
5328,5988
5329,5980
5332,5983
5335,5987
5336,5987
5340,5986
5342,5998
5345,6001
5347,5986
5354,6003
5356,5997
5362,6004
5364,6004
5365,5963
5365,6006
5371,5372
5371,6007
5372,6008
5375,6010
5377,6005
5379,6012
5379,6016
5384,6016
5394,6024
5395,6014
5395,6019
5398,5491
5398,6020
5398,6023
5398,6025
5398,6030
5398,6054
5398,6060
5398,6061
5407,6029
5416,6030
5477,6013
5477,6075
5477,6078
5477,6246
5477,6280
5477,6350
5491,6030
5531,6067
5556,6039
5584,6112
5585,6076
5605,6121
5607,5608
5616,5646
5618,6074
5619,6013
5630,6069
5643,6131
5643,6132
5645,6104
5647,6095
5648,6071
5651,6120
5658,6070
5659,6176
5663,6111
5669,6118
5671,6134
5677,6281
5677,6428
5677,6439
5678,5732
5683,6021
5695,6128
5701,6168
5702,6103
5706,6136
5715,5716
5724,6152
5744,6159
5747,6139
5751,6151
5772,6276
5777,6243
5778,6205
5781,6151
5786,6097
5787,6183
5789,6244
5792,6209
5792,6226
5793,6021
5797,6213
5799,6196
5802,6212
5803,6219
5804,6077
5808,6262
5810,6193
5811,6181
5812,6099
5815,6272
5816,6242
5817,6217
5820,6245
5823,6233
5823,6282
5826,6261
5828,6212
5829,6262
5832,6246
5834,6336
5835,6275
5836,6235
5837,6283
5839,6262
5839,6329
5840,6364
5843,6249
5846,6338
5847,6262
5852,6330
5853,6474
5854,6335
5855,6377
5857,6245
5858,6336
5859,6235
5861,6246
5862,6376
5862,6393
5863,6362
5863,6363
5863,6429
5864,6341
5864,6387
5865,6381
5866,6381
5868,6385
5869,6414
5870,6401
5871,6385
5871,6423
5872,6385
5873,6408
5874,6005
5875,6421
5876,6412
5877,6363
5878,6416
5879,6362
5880,6415
5882,6422
5884,6425
5885,6438
5886,6437
5887,6362
5889,6362
5890,6444
5891,6442
5892,6414
5893,6414
5894,6414
5895,6447
5896,6362
5897,6412
5897,6450
5897,6451
5897,6452
5897,6454
5898,6453
5901,6362
5903,6362
5904,6362
5905,6414
5906,6362
5907,6414
5908,6458
5911,6457
5911,6459
5912,6362
5913,6414
5914,6362
5916,6448
5916,6456
5916,6462
5916,6464
5917,6460
5918,6362
5919,6362
5920,6362
5921,6362
5922,6414
5923,6414
5924,6468
5925,6414
5926,6448
5927,6469
5928,6360
5928,6467
5928,6472
5929,6362
5932,6362
5935,6476
5937,6476
5938,6484
5938,6485
5939,6478
5940,6362
5941,6480
5944,6487
5945,6490
5945,6492
5946,6489
5947,6486
5948,6491
5949,6488
5951,6477
5953,6505
5954,6498
5956,6499
5957,6508
5958,6500
5958,6502
5959,6504
5960,6507
5961,6497
5962,6503
5964,6504
5965,6504
5966,6504
5971,6505
5973,6509
5974,6504
5981,6513
5982,6511
5983,6514
5985,6520
5986,6516
5986,6517
5987,6518
5988,6519
5990,6522
5991,6521
5994,6519
5995,6517
5997,6532
5998,6525
6001,6529
6003,6528
6003,6537
6004,6531
6005,6541
6005,6552
6005,6584
6007,6515
6008,6542
6010,6538
6012,6544
6013,6563
6013,6564
6014,6546
6016,6548
6023,6540
6023,6554
6030,6553
6048,6555
6060,6560
6074,6568
6077,6916
6088,6563
6119,6562
6135,6140
6171,6581
6201,6591
6217,6600
6218,6606
6238,6581
6246,6574
6246,6648
6262,6603
6273,6604
6280,6683
6280,6702
6280,6709
6281,6559
6281,6569
6281,6648
6281,6667
6281,6744
6281,6816
6281,6850
6306,6611
6322,6646
6334,6633
6337,6655
6339,6615
6339,6637
6348,6647
6349,6653
6352,6684
6355,6617
6357,6677
6358,6689
6359,6688
6360,6869
6362,6641
6362,6825
6362,6875
6362,6881
6363,6758
6370,6700
6374,6670
6375,6616
6378,6650
6391,6725
6394,6670
6396,6766
6397,6668
6398,6729
6399,6789
6405,6792
6406,6793
6407,6693
6408,6758
6409,6656
6409,6763
6412,6777
6412,6821
6412,6840
6412,6841
6414,6641
6418,6628
6419,6541
6420,6541
6421,6541
6424,6765
6425,6845
6426,6814
6427,6758
6429,6641
6430,6641
6431,6815
6433,6838
6433,6846
6433,6853
6436,6758
6437,6641
6438,6860
6442,6641
6443,6641
6444,6641
6445,6855
6447,6541
6448,6863
6449,6855
6451,6876
6451,6880
6452,6871
6452,6873
6453,6877
6454,6867
6456,6862
6456,6888
6456,6892
6456,6895
6457,6878
6458,6883
6459,6882
6459,6887
6460,6884
6460,6894
6464,6893
6465,6883
6467,6898
6468,6886
6468,6899
6469,6901
6469,6902
6472,6886
6473,6641
6474,6913
6475,6913
6476,6913
6478,6913
6480,6908
6481,6905
6483,6913
6484,6917
6485,6910
6486,6916
6488,6907
6490,6914
6491,6918
6492,6921
6493,6916
6497,6925
6497,6937
6499,6923
6500,6926
6504,6927
6504,6930
6505,6928
6508,6924
6510,6931
6511,6931
6513,6931
6514,6931
6515,6933
6517,6943
6518,6936
6519,6935
6519,6941
6519,6942
6520,6939
6521,6939
6522,6941
6523,6941
6524,6940
6525,6941
6525,6946
6527,6949
6528,6950
6529,6948
6530,6949
6531,6952
6532,6951
6535,6955
6536,6951
6537,6953
6538,6954
6540,6965
6541,6968
6541,6974
6541,6976
6543,6970
6544,6962
6545,6952
6546,6964
6547,6970
6551,6970
6553,6965
6555,6971
6556,6970
6557,6970
6561,6970
6563,6970
6565,6970
6582,6980
6588,6970
6589,6595
6595,6596
6598,6970
6616,6970
6634,7000
6641,6979
6641,6995
6641,7107
6641,7113
6648,6983
6648,6987
6648,6994
6648,7002
6648,7003
6709,7004
6710,7008
6711,7010
6732,7033
6736,6996
6744,7014
6744,7022
6748,7032
6749,7019
6758,6979
6758,7130
6773,7061
6776,7104
6777,7046
6780,7054
6781,7021
6781,7031
6782,7043
6782,7045
6788,7023
6801,7081
6801,7085
6808,7053
6811,7067
6812,7052
6813,7052
6816,7064
6818,7065
6827,7091
6828,7080
6831,7059
6834,7075
6837,7052
6842,7092
6842,7101
6845,7102
6848,7113
6849,7096
6852,7109
6855,6989
6855,6999
6857,7094
6859,7110
6860,7133
6862,7162
6862,7183
6862,7185
6863,7114
6863,7186
6863,7188
6865,7206
6866,6979
6867,7160
6867,7164
6870,7113
6871,7024
6871,7159
6872,6974
6876,7108
6879,6989
6880,7163
6882,7166
6882,7167
6883,6974
6884,7173
6884,7175
6885,7170
6885,7176
6886,7197
6886,7199
6886,7205
6892,7169
6893,7172
6894,7174
6894,7181
6894,7184
6898,7196
6899,7187
6899,7189
6899,7190
6899,7191
6899,7192
6899,7203
6900,7178
6901,7182
6902,7194
6905,7198
6905,7204
6905,7213
6905,7214
6910,7212
6910,7215
6910,7218
6910,7219
6910,7225
6911,6979
6912,6979
6913,6979
6913,7179
6914,7223
6914,7227
6915,6979
6916,6979
6916,7230
6917,7222
6917,7224
6918,7217
6918,7229
6919,6979
6921,7228
6923,7233
6924,7234
6925,7234
6928,7234
6931,7236
6935,7238
6936,7243
6937,7237
6939,7237
6940,7231
6941,7231
6941,7239
6943,7242
6943,7244
6943,7245
6945,7248
6946,7240
6947,7245
6949,7257
6950,7258
6951,7241
6952,7263
6952,7268
6953,7258
6954,7265
6955,7264
6956,7267
6957,7264
6959,7271
6959,7282
6960,7277
6965,7274
6965,7280
6967,7271
6968,7267
6969,7279
6970,7277
6970,7286
6970,7287
6971,7288
6973,7267
6974,7292
6974,7293
6974,7312
6974,7313
6974,7316
6979,7345
6979,7422
6979,7439
6979,7440
6979,7444
6979,7459
6979,7465
6981,7011
6983,7281
6987,7296
6988,7295
6988,7302
6989,6999
6989,7312
6995,7289
7000,7276
7000,7290
7000,7295
7003,7306
7003,7307
7029,7299
7044,7322
7045,7319
7046,7300
7046,7321
7049,7317
7073,7323
7073,7327
7076,7343
7105,7367
7113,7341
7113,7351
7114,7344
7125,7345
7134,7359
7135,7362
7138,7345
7144,7354
7147,7361
7148,7345
7149,7365
7156,7440
7157,7345
7159,7325
7159,7375
7169,7400
7169,7409
7170,7399
7174,7391
7177,7312
7178,7312
7184,7417
7185,7416
7185,7421
7186,7423
7187,7428
7189,7424
7191,7414
7191,7432
7191,7434
7191,7435
7192,7430
7198,7437
7198,7449
7199,7451
7201,7440
7202,7312
7203,7443
7204,7445
7204,7460
7205,7448
7206,7440
7212,7446
7213,7456
7215,7455
7216,7457
7217,7463
7218,7461
7219,7462
7225,7464
7227,7463
7228,7463
7229,7475
7230,7474
7231,7481
7231,7483
7231,7487
7233,7476
7234,7477
7234,7482
7238,7485
7240,7484
7242,7487
7243,7486
7245,7490
7248,7487
7251,7481
7252,7481
7254,7493
7257,7489
7257,7492
7258,7492
7259,7481
7264,7489
7265,7492
7267,7495
7267,7496
7271,7501
7277,7495
7277,7502
7277,7505
7277,7508
7278,7495
7296,7503
7308,7507
7311,7506
7312,7509
7312,7518
7312,7555
7312,7586
7312,7651
7320,7324
7325,7525
7345,7531
7345,7538
7349,7480
7360,7531
7375,7524
7378,7531
7381,7567
7402,7571
7406,7563
7407,7580
7412,7601
7414,7615
7414,7616
7414,7625
7417,7575
7420,7602
7424,7596
7432,7597
7433,7603
7434,7619
7435,7617
7436,7531
7437,7623
7438,7531
7440,7531
7442,7531
7448,7614
7449,7614
7455,7638
7456,7641
7457,7531
7457,7636
7457,7648
7461,7647
7462,7650
7463,7646
7463,7653
7463,7654
7473,7646
7475,7655
7477,7656
7481,7659
7481,7660
7481,7661
7489,7664
7489,7666
7492,7662
7495,7668
7495,7670
7498,7666
7505,7508
7505,7672
7505,7678
7507,7674
7509,7675
7509,7688
7509,7695
7509,7722
7509,7729
7509,7743
7515,7677
7522,7688
7522,7689
7531,7691
7531,7707
7531,7717
7564,7687
7577,7712
7578,7702
7603,7705
7603,7715
7605,7709
7616,7720
7616,7724
7627,7726
7627,7727
7637,7728
7637,7739
7639,7717
7645,7733
7646,7736
7653,7738
7655,7740
7672,7747
7673,7747
7677,7747
7678,7747
7680,7747
7683,7747
7684,7747
7699,7750
7718,7754
7736,7752
7747,8077
7757,8082
7758,8084
7761,8083
7762,8090
7763,8083
7763,8088
7763,8089
7763,8094
7763,8131
7763,8134
7763,8138
7763,8148
7765,8086
7766,8084
7767,8082
7768,8096
7770,8098
7771,8098
7772,8096
7774,7809
7774,8120
7774,8124
7774,8137
7774,8144
7774,8147
7774,8243
7776,8082
7777,8098
7777,8104
7778,8089
7780,8086
7780,8126
7780,8142
7780,8143
7780,8153
7780,8174
7780,8198
7782,8084
7785,8096
7786,8082
7787,8082
7789,8096
7790,8090
7790,8096
7793,8086
7796,8105
7797,8086
7798,8084
7799,8084
7800,8109
7814,8096
7816,8086
7818,8286
7819,8089
7820,8089
7821,8138
7822,8096
7823,8138
7827,8117
7828,8096
7829,8129
7830,8220
7831,8183
7832,8121
7832,8130
7835,8150
7838,8089
7839,8200
7840,8096
7841,8096
7844,8096
7845,8134
7846,8140
7847,8086
7848,8115
7850,8199
7852,8155
7853,8180
7854,8150
7855,8164
7855,8167
7856,8186
7858,8086
7860,8115
7860,8156
7861,8158
7862,8162
7863,8161
7864,8162
7865,8239
7869,8160
7870,8134
7871,8144
7872,8240
7875,8199
7876,8217
7877,8221
7879,8237
7880,8183
7881,8224
7882,8096
7883,8096
7884,8096
7885,8202
7886,8198
7887,8138
7889,8198
7890,8248
7890,8249
7892,8245
7893,8255
7894,8240
7895,8238
7896,8260
7898,8208
7899,8229
7900,8229
7901,8282
7902,8277
7903,8266
7904,8278
7905,8403
7905,8427
7906,8190
7907,8265
7908,8259
7909,8264
7910,8265
7911,8251
7912,8254
7912,8295
7912,8325
7912,8356
7912,8373
7912,8378
7912,8382
7912,8383
7912,8388
7913,8290
7914,8287
7914,8301
7914,8306
7915,8252
7916,8342
7917,8274
7918,8321
7919,8315
7919,8322
7919,8332
7920,8314
7921,8333
7922,8374
7923,8327
7924,8273
7925,8183
7925,8271
7925,8272
7925,8339
7926,8288
7927,8337
7929,8340
7931,8338
7932,8377
7933,8348
7934,8549
7935,8340
7936,8333
7936,8371
7936,8387
7937,8353
7937,8360
7937,8361
7938,8333
7939,8370
7941,8183
7943,8513
7946,8379
7947,8216
7948,8183
7951,8216
7952,8380
7953,8390
7953,8392
7954,8399
7954,8400
7957,8395
7958,8391
7959,8425
7960,8396
7960,8402
7964,8415
7965,8380
7966,8216
7968,8405
7968,8406
7969,8407
7969,8414
7969,8419
7970,8466
7971,8411
7972,8416
7974,8429
7974,8431
7975,8421
7975,8426
7978,8469
7979,8410
7980,8429
7982,8434
7983,8444
7984,8438
7984,8443
7985,8453
7987,8429
7988,8429
7990,8447
7991,8445
7992,8446
7992,8454
7994,8450
7995,8442
7997,8460
7999,8457
7999,8470
8000,8459
8003,8471
8004,8485
8005,8047
8005,8385
8005,8494
8005,8506
8006,8481
8007,8465
8007,8477
8007,8499
8008,8484
8009,8470
8010,8451
8012,8483
8013,8503
8014,8490
8020,8495
8024,8491
8025,8496
8026,8497
8026,8507
8026,8509
8027,8501
8028,8502
8030,8489
8031,8032
8031,8498
8031,8538
8031,9255
8032,8465
8032,8538
8032,9219
8034,8496
8037,8487
8038,8512
8039,8518
8041,8516
8042,8385
8043,8517
8045,8528
8046,8514
8049,8522
8049,8525
8050,8519
8050,8524
8053,8526
8055,8531
8056,8527
8058,8523
8058,8531
8058,8541
8060,8544
8061,8535
8063,8540
8067,8546
8067,8547
8068,8542
8070,8542
8070,8545
8071,8543
8072,8529
8073,8531
8074,8531
8082,8552
8082,8560
8084,8561
8084,8562
8084,8565
8086,8553
8086,8559
8086,8604
8086,8624
8087,8553
8089,8574
8089,8592
8089,8599
8090,8553
8092,8553
8093,8578
8095,8567
8096,8551
8096,8557
8096,8564
8096,8565
8096,8566
8096,8569
8096,8575
8096,8576
8096,8578
8096,8580
8096,8596
8096,8598
8096,8601
8096,8609
8096,8618
8096,8621
8096,8664
8096,8690
8096,8691
8096,8704
8096,8707
8096,8710
8096,8712
8096,8715
8096,8718
8096,8722
8098,8555
8098,8556
8098,8563
8098,8570
8099,8562
8104,8552
8104,8584
8105,8567
8106,8553
8107,8579
8108,8562
8109,8577
8115,8156
8115,8593
8115,8615
8116,8590
8117,8595
8118,8581
8121,8130
8121,8573
8129,8553
8129,8616
8130,8586
8134,8628
8135,8614
8138,8602
8138,8630
8138,8642
8138,8662
8138,8714
8138,8716
8138,8725
8138,8726
8138,8745
8139,8594
8140,8608
8141,8615
8144,8626
8144,8629
8144,8658
8144,8674
8144,8702
8144,8760
8144,8779
8145,8620
8146,8595
8149,8578
8150,8595
8152,8621
8154,8647
8155,8578
8155,8595
8156,8588
8157,8815
8158,8627
8158,8632
8161,8634
8162,8634
8173,8671
8177,8628
8180,8660
8181,8594
8183,8646
8183,8659
8183,8696
8183,8717
8183,8729
8183,8747
8183,8752
8183,8796
8183,8797
8183,8812
8183,8835
8183,8865
8183,8901
8183,8924
8183,8958
8183,8964
8183,9005
8186,8711
8187,8649
8188,8685
8189,8804
8190,8667
8193,8697
8195,8657
8196,8680
8198,8713
8202,8695
8207,8646
8208,8698
8216,9046
8216,9047
8223,8674
8224,8719
8224,8721
8225,8647
8226,8842
8236,8692
8238,8731
8239,8759
8240,8804
8241,8759
8243,8674
8243,8790
8243,8791
8244,8727
8246,8757
8249,8765
8251,8789
8252,8707
8252,8754
8254,8800
8255,8708
8257,8952
8259,8711
8261,8819
8262,8832
8264,8738
8265,8711
8266,8772
8268,8734
8269,8807
8273,8786
8273,8787
8273,8976
8274,8708
8275,8711
8276,8816
8277,8814
8278,8992
8279,8830
8282,8771
8282,8780
8283,8814
8284,8801
8284,8859
8286,8590
8287,8306
8288,8759
8289,8825
8290,8711
8290,8930
8291,8851
8292,8882
8294,8792
8295,8823
8295,8917
8301,8839
8304,8829
8305,8860
8306,8840
8307,8861
8307,8881
8308,8915
8309,8890
8310,8887
8311,8896
8313,8868
8314,8945
8315,8880
8316,8869
8317,8885
8318,8886
8320,8883
8320,8943
8321,8864
8323,8935
8325,8913
8326,8804
8327,8837
8327,8928
8327,8931
8328,8926
8329,8919
8329,8936
8329,8984
8330,8848
8331,8829
8332,8920
8333,8838
8334,8961
8335,8804
8336,8758
8337,8759
8338,8804
8339,8866
8340,8906
8340,8962
8340,8988
8342,8929
8345,8951
8345,8979
8346,8951
8347,8915
8348,8940
8349,8590
8350,8966
8351,8978
8352,8992
8353,8970
8354,8986
8355,8910
8356,8963
8357,9004
8358,8993
8359,8804
8360,9006
8360,9031
8363,8590
8363,9039
8363,9040
8367,9034
8369,8804
8370,9037
8371,9061
8372,8992
8374,9017
8375,9035
8377,9071
8378,9002
8379,9009
8380,9059
8381,9019
8384,9041
8385,9169
8387,9066
8388,9045
8388,9069
8390,9074
8391,9081
8391,9096
8392,9075
8393,9081
8394,9085
8395,9086
8397,9124
8400,9090
8402,9094
8403,9094
8408,9109
8409,9086
8410,9120
8411,9185
8412,9156
8413,9081
8414,8419
8414,9115
8415,9098
8416,9137
8416,9138
8417,9134
8418,9017
8419,9111
8420,9094
8421,9123
8422,9084
8423,9086
8425,9107
8426,9125
8427,9094
8429,9094
8429,9126
8429,9139
8430,9086
8431,9130
8433,9131
8435,9166
8436,9145
8437,9145
8438,9148
8438,9168
8439,9145
8440,9133
8441,9193
8442,9157
8442,9165
8442,9170
8443,9140
8443,9147
8443,9174
8445,9135
8446,9151
8446,9160
8447,9171
8450,9183
8451,9204
8453,9176
8453,9189
8453,9190
8455,9181
8457,9188
8457,9217
8458,9192
8460,9194
8460,9222
8465,8538
8465,9192
8465,9219
8465,9224
8465,9243
8465,9244
8466,9191
8466,9192
8467,9203
8468,9221
8469,9201
8470,9216
8470,9220
8472,9189
8473,9199
8474,9212
8475,9206
8476,9211
8477,9191
8478,9214
8479,9205
8483,9213
8483,10390
8484,9207
8487,9239
8488,9254
8489,9238
8490,9226
8490,9230
8491,9229
8494,9182
8495,9015
8496,9240
8497,9229
8498,9255
8498,10428
8498,10439
8499,9237
8501,9251
8502,9234
8503,9223
8503,9239
8503,9248
8507,9246
8507,9247
8509,9247
8510,9250
8511,9245
8512,9248
8513,9253
8514,9257
8514,9267
8515,9249
8516,9256
8518,9241
8519,9250
8523,8541
8523,9266
8524,9261
8525,9249
8527,9260
8528,9263
8529,9258
8529,9297
8531,9263
8531,9264
8531,9265
8531,9287
8531,9293
8531,9299
8532,9256
8535,9271
8535,9273
8537,9303
8538,9219
8540,9276
8541,9282
8542,9281
8542,9296
8543,9290
8544,9284
8545,9294
8546,9288
8547,9291
8548,9295
8549,9300
8549,9301
8550,9290
8552,9461
8552,9463
8552,9473
8553,9466
8553,9472
8553,9483
8553,9503
8553,9509
8553,9511
8553,9524
8553,9546
8553,9551
8553,9556
8553,9562
8557,9478
8560,9453
8560,9455
8561,9454
8562,8565
8562,9457
8562,9464
8563,9458
8564,9470
8564,9474
8564,9477
8565,9460
8565,9467
8565,9469
8566,8576
8567,9462
8569,9478
8570,9468
8572,9464
8573,9494
8573,9512
8573,9515
8575,9478
8577,9464
8578,8595
8578,9482
8578,9484
8578,9486
8578,9521
8579,9477
8580,9478
8581,9464
8582,9464
8583,9468
8584,9468
8584,9489
8585,9485
8587,9495
8588,9490
8590,9492
8590,9493
8590,9825
8590,9982
8592,9479
8592,9547
8592,9561
8593,9496
8594,9501
8594,9564
8595,9499
8595,9501
8595,9523
8595,9533
8595,9554
8598,8601
8598,9520
8600,9501
8604,9557
8604,9568
8608,9514
8609,8621
8611,9483
8614,9531
8615,9495
8617,9526
8618,9549
8618,9620
8619,9516
8621,9538
8621,9543
8621,9548
8621,9571
8626,8658
8627,9539
8628,9604
8632,9537
8634,9491
8635,9559
8635,9574
8635,9575
8642,9587
8642,9628
8642,9632
8642,9633
8643,9574
8644,9589
8644,9591
8645,9559
8646,9516
8646,9570
8646,9583
8646,9584
8646,9597
8646,9613
8646,9655
8646,9681
8646,9709
8647,9545
8648,9531
8649,9531
8650,9616
8654,9491
8655,9566
8655,9605
8657,9601
8660,9577
8660,9578
8660,9608
8664,8704
8665,9621
8665,9639
8667,9654
8674,9641
8674,9695
8674,9700
8674,9705
8674,9724
8674,9741
8674,9743
8674,9749
8674,9760
8674,9775
8674,9777
8674,9808
8675,9581
8676,9605
8677,9612
8679,9598
8680,9599
8681,9595
8682,9588
8689,9606
8690,9603
8691,9610
8693,9600
8694,9674
8698,10074
8699,9625
8702,9627
8702,9662
8703,9634
8708,9693
8711,9623
8711,9638
8711,9640
8711,9720
8711,9739
8711,9805
8714,9633
8714,9710
8714,9727
8714,9733
8718,8722
8721,9636
8724,9672
8724,9696
8726,9702
8738,9756
8741,9625
8742,9735
8743,9651
8747,9683
8747,9801
8752,9656
8752,9677
8754,9684
8755,9545
8758,9736
8759,9678
8759,9737
8759,9738
8759,9773
8759,9852
8768,9747
8772,9667
8772,9734
8777,9783
8777,9812
8778,9817
8780,9763
8781,9699
8786,9986
8787,9855
8789,9707
8795,8955
8795,9883
8799,9735
8803,9853
8804,9735
8804,9865
8804,9866
8804,9877
8805,9794
8805,9800
8809,9766
8811,9767
8822,9694
8822,9814
8822,9821
8824,9766
8824,9813
8826,9793
8836,9873
8837,8928
8838,9804
8838,9862
8838,9887
8840,9803
8840,9818
8841,9816
8841,9822
8841,9841
8842,9836
8848,9911
8848,9930
8864,9789
8871,9867
8872,9829
8872,9832
8872,9854
8872,9884
8889,9766
8893,9925
8894,9694
8897,9857
8897,9890
8898,9861
8900,9828
8902,9876
8903,9875
8904,9820
8906,9870
8906,9918
8911,9797
8911,9843
8912,9879
8913,9895
8914,9859
8914,9864
8915,9910
8915,9912
8915,9932
8917,9898
8918,9831
8924,9878
8929,9842
8929,9885
8930,9826
8931,9856
8931,9899
8932,9958
8938,9876
8939,9945
8940,9981
8942,9889
8942,9891
8945,9896
8945,9944
8946,10101
8947,9924
8949,9948
8952,9843
8954,9880
8961,9894
8962,8988
8965,9936
8966,10049
8968,9904
8969,9903
8969,9959
8969,9973
8970,9906
8971,9960
8973,9968
8973,10002
8980,9975
8985,9947
8990,9995
8991,9893
8992,9938
8992,10019
8992,10032
8992,10039
8992,10131
8994,9844
8995,9881
8996,9881
8999,9937
8999,10009
9001,9961
9002,10037
9002,10043
9003,9989
9005,9802
9005,10114
9006,9951
9008,9982
9009,10060
9011,9962
9012,10084
9013,10117
9014,10026
9015,10368
9015,10416
9016,10152
9017,10180
9017,10211
9019,9982
9026,10046
9029,9977
9032,10097
9034,9982
9035,10095
9036,9802
9037,10094
9038,10041
9039,10034
9040,9982
9041,10035
9041,10105
9045,10157
9045,10171
9046,10069
9046,10073
9046,10075
9047,10073
9047,10074
9049,10129
9050,10071
9051,10129
9051,10131
9055,10095
9057,10116
9058,10082
9059,9987
9061,10058
9062,10059
9064,10113
9065,10116
9068,10131
9070,10198
9071,10179
9072,10195
9073,10206
9074,10166
9076,10179
9077,10036
9078,10160
9079,9982
9080,10184
9081,10170
9084,10227
9085,10189
9086,10095
9086,10221
9086,10233
9086,10241
9087,10095
9088,10183
9089,10172
9091,10190
9092,10172
9094,10168
9094,10245
9094,10247
9094,10251
9094,10252
9094,10260
9094,10274
9095,10217
9097,10073
9098,10223
9098,10255
9098,10331
9099,10198
9100,10220
9103,10253
9104,10253
9107,10244
9108,10230
9109,10226
9110,10230
9112,10192
9113,10229
9114,10192
9116,10235
9117,10192
9118,10189
9119,10242
9120,10269
9120,10289
9121,10227
9122,10189
9123,10250
9124,10227
9126,10246
9127,10256
9129,10287
9130,10259
9130,10275
9131,10268
9131,10286
9133,10308
9134,10180
9135,10282
9135,10284
9135,10294
9136,10251
9137,10290
9138,10306
9139,10281
9140,10274
9140,10285
9140,10304
9140,10309
9141,10288
9142,10279
9144,10180
9145,10274
9145,10283
9145,10294
9146,10251
9148,10299
9149,10180
9150,10279
9153,10302
9154,10324
9155,10289
9156,10295
9156,10312
9157,10316
9159,10315
9160,10305
9162,10311
9164,10356
9165,10319
9165,10330
9166,10298
9168,10314
9169,10368
9170,10326
9171,10293
9171,10343
9172,10311
9172,10313
9173,10369
9174,10294
9174,10300
9175,10294
9176,10337
9176,10338
9177,10329
9178,10336
9179,10294
9180,10294
9181,10294
9182,10297
9182,10417
9182,10431
9183,10339
9184,10328
9185,10334
9186,10342
9187,10340
9188,10344
9188,10353
9188,10360
9188,10362
9189,10345
9191,10347
9191,10375
9192,10341
9192,10354
9192,10355
9193,10359
9194,10350
9194,10370
9195,10334
9196,10374
9197,10364
9198,10365
9199,10361
9201,10366
9202,10372
9203,10310
9204,10363
9204,10367
9204,10376
9205,10364
9206,10374
9207,10386
9207,10393
9208,10346
9209,10382
9210,10369
9211,10348
9212,10373
9213,10390
9213,11607
9214,10369
9214,10377
9217,10379
9218,10391
9219,10355
9219,10420
9219,11655
9221,10371
9222,10357
9228,10355
9229,10395
9229,10403
9230,10394
9231,10398
9233,10392
9234,10396
9238,10413
9239,9248
9239,10385
9239,10411
9243,9244
9244,10406
9245,10404
9247,10410
9247,10418
9248,10407
9248,10415
9248,10426
9249,10421
9249,10423
9250,10422
9250,10425
9251,10424
9253,10407
9254,10444
9255,10419
9255,10428
9255,10432
9255,10439
9255,11655
9256,10407
9257,10407
9258,10485
9260,10449
9261,10433
9263,10435
9263,10441
9263,10442
9263,10460
