Core1,Core2
9264,9293
9265,10470
9265,10471
9265,10497
9266,10448
9266,10454
9267,10407
9268,10436
9270,10501
9271,10466
9273,10465
9276,10451
9277,10222
9279,10440
9281,10472
9281,10473
9282,10473
9284,10467
9286,10453
9288,10453
9290,10496
9290,10499
9294,10477
9295,10494
9296,10486
9297,10491
9299,10484
9300,10498
9301,10224
9303,10502
9309,14736
9309,14753
9310,14749
9311,14742
9311,14746
9312,14739
9313,14751
9313,14752
9317,14759
9317,14761
9317,14762
9319,14748
9320,14750
9322,14813
9324,14767
9324,14783
9326,14740
9326,14741
9326,14744
9326,14745
9326,14747
9326,14748
9326,14756
9326,14758
9326,14760
9326,14763
9326,14764
9327,14750
9331,14757
9340,14754
9345,14770
9351,14769
9352,14755
9353,14768
9354,14798
9355,14829
9356,14776
9356,14795
9357,14807
9358,9424
9358,14814
9359,14807
9360,14765
9371,14737
9372,14777
9375,14772
9375,14774
9376,14779
9379,14781
9379,14782
9379,14784
9379,14787
9382,14773
9382,14775
9383,14767
9383,14783
9383,14791
9383,14792
9383,14793
9383,14801
9385,14804
9387,14780
9389,14789
9390,14785
9390,14797
9393,14790
9393,14794
9394,14796
9395,14769
9396,14768
9397,14799
9398,14783
9399,14783
9401,14803
9402,14800
9406,14800
9407,14800
9409,14806
9411,14807
9411,14811
9412,14805
9415,14808
9415,14810
9418,14771
9419,14816
9420,14812
9421,14809
9423,14818
9424,14814
9425,14815
9428,14822
9429,14817
9430,14821
9431,14809
9432,14825
9434,14815
9435,9438
9435,14824
9436,14826
9437,14809
9438,14824
9439,14836
9441,14809
9441,14832
9442,14830
9442,14835
9443,14836
9444,14831
9444,14837
9445,14828
9446,14836
9449,14839
9453,10515
9453,10516
9457,10511
9457,10530
9458,10519
9460,10513
9460,10518
9461,10522
9462,10509
9464,10532
9464,10534
9464,10536
9464,10540
9464,10541
9464,10542
9464,10548
9464,10555
9468,10533
9468,10545
9468,10546
9468,10557
9470,10528
9473,10538
9473,10569
9474,10523
9475,10524
9477,10526
9477,10527
9477,10542
9477,10547
9477,10549
9477,10551
9477,10553
9477,10572
9477,10574
9477,10575
9478,10543
9482,10552
9485,10549
9486,10582
9488,10556
9490,10566
9490,10581
9491,10567
9491,10623
9492,10821
9493,10563
9493,10888
9494,10562
9495,10571
9495,10603
9496,10565
9496,10594
9497,10591
9501,10559
9501,10570
9501,10580
9501,10584
9501,10596
9501,10608
9502,10589
9511,10560
9512,10599
9514,10586
9516,9597
9516,10616
9516,10641
9516,10642
9516,10665
9518,10617
9519,9527
9523,10618
9523,10629
9528,10561
9531,10600
9531,10624
9532,10584
9539,10621
9545,10605
9545,10737
9552,10652
9554,10627
9564,10626
9568,10657
9568,10659
9571,10628
9571,10651
9573,10629
9578,10629
9578,10654
9582,10655
9594,10634
9597,10696
9598,10567
9599,10669
9600,10680
9601,10668
9601,10729
9602,10775
9606,10715
9611,10661
9613,10667
9614,10676
9615,10600
9616,10600
9617,10600
9618,10692
9619,10697
9620,10683
9620,10684
9621,10600
9622,10663
9633,10745
9636,10695
9637,10694
9638,10663
9638,10764
9640,10675
9640,10685
9641,10952
9641,10968
9641,11007
9641,11028
9643,10708
9649,10682
9650,10702
9651,10678
9652,10681
9652,10760
9653,10600
9654,9663
9654,10711
9667,9734
9670,10894
9671,10788
9674,10769
9675,10714
9676,10699
9678,10738
9678,10810
9678,10814
9681,10724
9683,10726
9683,10740
9685,10730
9693,10725
9693,10759
9697,10745
9703,10767
9715,10747
9716,10881
9719,10757
9719,10826
9719,10830
9720,10780
9720,10782
9727,10774
9729,10786
9735,10689
9735,10699
9735,10768
9735,10772
9735,10783
9735,10794
9735,10837
9736,10797
9736,10825
9737,10721
9737,10770
9737,10784
9743,10761
9743,10976
9743,11027
9743,11029
9743,11031
9744,10761
9745,10741
9755,10793
9756,10820
9757,11080
9759,10713
9759,10761
9768,10796
9770,10806
9773,10873
9784,10803
9785,10789
9789,10851
9789,10859
9794,10779
9795,10778
9800,10799
9802,10892
9802,11025
9803,10756
9804,10816
9805,10800
9810,10809
9815,10962
9825,10798
9825,10923
9826,10862
9834,10840
9842,10823
9843,10835
9844,10882
9848,10894
9850,10848
9855,10856
9855,10865
9858,10823
9865,10797
9865,10866
9865,10867
9865,10879
9866,10863
9866,10864
9871,10924
9872,10897
9874,10889
9875,10838
9876,10839
9876,10867
9888,10898
9888,10900
9889,10858
9893,10877
9894,10838
9897,10885
9900,10889
9902,10903
9905,10914
9907,10797
9913,10867
9916,10946
9917,10924
9918,10891
9922,10895
9938,11032
9942,10876
9942,10927
9943,10797
9954,10967
9955,10830
9956,10936
9957,10934
9962,10991
9962,11053
9965,10924
9966,10989
9968,10002
9969,10943
9969,10964
9970,10925
9971,11162
9981,10797
9982,10797
9982,11003
9982,11124
9985,10939
9986,10820
9987,11038
9987,11155
9987,11241
9987,11362
9988,10941
9988,10994
9998,10934
9999,10867
10000,10977
10012,10962
10013,11083
10013,11090
10013,11102
10014,10987
10016,11026
10016,11060
10018,10975
10019,10955
10021,10957
10021,10978
10022,10993
10024,11043
10029,10961
10033,10867
10034,10932
10035,11002
10036,11009
10038,11105
10050,11124
10056,11000
10057,11067
10058,11167
10059,11058
10060,10820
10063,11064
10063,11192
10065,11010
10066,11020
10066,11092
10069,11061
10071,11033
10073,11156
10073,11278
10073,11361
10073,11370
10074,10820
10079,10984
10081,11070
10084,10996
10090,11124
10091,10119
10094,11058
10095,11138
10095,11310
10095,11420
10103,11084
10103,11110
10105,11088
10107,11122
10109,11203
10110,11087
10111,10151
10111,11154
10112,11036
10114,10884
10114,11251
10114,11252
10122,11033
10124,11039
10124,11250
10129,11187
10131,11188
10131,11193
10132,11160
10135,11164
10136,11076
10137,11009
10140,11153
10143,11175
10144,11191
10146,11223
10148,11364
10150,11233
10150,11247
10151,11154
10152,11162
10152,11217
10152,11382
10154,11284
10156,11197
10158,11332
10159,11316
10160,11259
10161,11273
10162,11221
10168,11362
10168,11416
10168,11429
10170,11177
10170,11320
10171,11253
10172,11328
10173,11225
10174,11234
10175,11369
10176,11058
10177,11150
10179,11259
10180,11441
10180,11485
10181,11451
10182,11390
10183,11308
10184,11125
10184,11209
10185,11253
10186,11227
10187,11179
10188,11309
10189,11309
10190,11138
10191,11058
10192,11375
10192,11405
10192,11424
10192,11431
10192,11443
10193,11326
10194,11058
10195,11242
10196,11344
10198,11225
10200,11288
10203,11058
10205,11058
10206,11381
10208,11308
10209,11387
10211,11447
10211,11486
10215,11308
10216,11328
10217,11058
10218,11058
10219,11058
10220,11308
10221,11138
10222,11687
10223,11513
10224,11719
10226,11454
10227,11309
10227,11438
10229,11391
10230,11379
10230,11441
10231,11467
10232,11308
10235,11438
10237,11308
10238,11488
10239,11138
10241,11138
10242,11138
10243,11432
10243,11461
10243,11471
10244,11462
10248,11467
10250,11460
10250,11498
10251,11441
10251,11450
10251,11499
10253,11423
10253,11467
10254,11467
10256,11441
10256,11501
10258,11470
10259,11493
10259,11517
10261,11138
10262,11488
10263,11488
10264,11138
10265,11309
10267,11138
10268,10286
10268,11524
10268,11526
10269,11525
10270,11522
10271,11522
10272,11309
10273,11522
10274,11444
10276,11518
10277,11535
10278,11530
10279,11519
10281,11527
10286,11526
10287,11505
10287,11539
10287,11540
10288,11522
10289,11531
10294,11444
10294,11514
10294,11554
10294,11573
10295,11536
10297,11515
10298,11513
10300,11514
10301,11531
10302,11531
10303,11531
10308,11552
10309,11444
10310,11592
10311,11547
10315,11558
10316,11543
10317,11563
10318,11541
10321,11548
10324,11565
10326,11556
10328,11572
10329,11531
10330,11555
10331,11513
10332,11564
10334,11575
10335,11531
10336,11562
10337,11569
10337,11571
10338,11560
10339,11531
10340,11575
10341,11586
10342,11574
10345,11579
10346,11531
10347,11578
10347,11580
10348,11570
10351,11549
10354,11582
10355,11577
10355,11593
10355,11611
10356,11531
10357,11600
10358,11599
10359,11583
10359,11591
10361,11588
10363,11549
10364,11564
10365,11590
10366,11592
10368,11399
10368,11614
10369,11549
10369,11581
10369,11603
10370,11587
10370,11598
10371,11613
10372,11594
10373,11596
10374,11564
10378,11672
10379,11612
10380,11597
10381,11603
10382,11609
10383,11564
10384,11564
10385,11622
10385,11630
10385,11664
10386,11610
10389,11607
10390,11607
10390,12747
10391,11603
10391,11607
10392,11588
10393,11615
10395,11616
10396,11626
10398,11625
10403,11617
10403,11628
10404,11627
10406,11640
10407,10415
10407,11648
10407,11650
10407,11656
10407,11660
10407,11665
10407,11666
10407,11673
10407,11684
10409,11633
10410,11629
10413,11630
10413,11636
10413,11639
10417,10431
10418,11623
10418,11654
10419,10432
10419,10439
10419,11655
10420,11641
10420,11645
10421,11652
10422,11647
10422,11653
10423,11647
10424,11632
10425,11681
10426,11631
10426,11660
10428,10432
10428,11655
10429,11669
10431,11671
10432,11655
10432,12746
10435,10441
10436,11670
10437,11674
10438,11679
10439,11655
10439,12768
10440,11559
10441,11671
10442,11671
10444,11677
10448,10454
10449,11678
10453,11692
10453,11702
10453,11703
10454,11678
10459,11688
10460,11661
10461,11678
10462,11690
10465,11695
10466,11689
10467,11698
10468,11645
10470,10471
10471,11697
10473,11708
10474,11692
10477,11705
10482,11706
10486,11708
10488,11708
10491,11709
10492,11713
10494,11710
10495,11705
10496,11715
10497,11718
10498,11720
10499,11703
10501,11707
10501,11716
10502,11728
10502,11730
10503,11723
10504,11704
10505,11727
10506,11728
10507,11731
10509,11742
10511,11744
10516,11739
10517,11735
10519,11743
10519,11744
10522,11740
10524,11747
10530,11745
10533,10546
10536,11754
10536,11755
10538,11749
10538,11750
10540,11762
10542,11759
10546,11753
10546,11764
10546,11773
10547,10551
10547,11768
10548,11745
10548,11762
10549,11760
10549,11771
10549,11790
10553,11770
10555,11761
10556,11767
10562,11752
10563,11874
10565,11787
10566,11809
10566,11816
10566,11819
10567,11820
10567,11827
10567,11841
10568,11975
10571,11777
10581,11808
10584,11792
10584,11797
10584,11811
10585,11798
10586,11772
10587,11775
10589,11791
10589,11801
10591,11793
10598,11810
10600,11832
10600,11842
10600,11876
10600,11877
10600,11915
10603,11812
10605,11843
10605,11853
10605,11871
10610,11829
10610,11844
10611,11818
10616,11821
10616,11823
10616,11826
10617,11839
10622,11839
10623,11820
10625,11840
10629,10654
10629,11799
10631,11851
10632,11820
10640,11830
10641,11836
10641,11847
10649,11799
10661,11834
10661,11855
10663,11858
10663,11862
10663,11863
10668,11861
10668,11868
10669,11860
10678,11867
10680,11864
10688,11852
10689,11869
10696,11838
10699,11866
10699,11869
10699,11894
10699,11896
10699,11899
10710,11877
10711,11913
10724,11880
10729,11882
10730,11867
10737,11881
10738,11867
10738,11908
10740,11867
10747,11926
10751,11846
10753,11889
10769,11865
10769,11897
10770,11886
10775,11872
10778,11918
10783,11901
10784,11887
10792,11921
10793,11924
10793,11930
10793,11957
10793,11976
10795,11925
10796,11894
10797,11891
10797,11955
10797,11959
10797,11973
10797,11977
10797,11980
10797,11985
10797,11988
10797,11998
10798,11951
10804,11971
10806,11911
10806,11935
10810,11928
10811,11947
10812,11877
10813,11970
10813,11981
10813,11982
10814,11934
10814,11962
10820,11987
10820,11994
10820,11995
10820,12009
10820,12015
10820,12041
10821,11873
10823,11936
10825,11937
10830,12016
10833,10868
10833,11943
10838,11928
10838,11964
10838,11972
10838,11983
10840,11941
10840,11991
10840,12031
10842,11947
10842,12001
10856,11966
10863,11894
10864,11974
10867,11973
10867,12026
10868,11943
10873,11956
10880,12001
10881,11996
10881,11997
10881,12001
10881,12003
10884,12039
10888,11975
10891,11983
10892,12007
10908,11973
10910,12040
10912,11989
10919,11942
10921,12041
10958,12010
10971,12050
10972,12060
10974,12069
10995,12019
10998,12005
10998,12033
11002,12014
11008,12038
11009,12037
11009,12123
11009,12124
11010,12038
11015,11973
11018,12001
11019,11991
11019,12001
11019,12052
11019,12098
11033,12105
11040,12066
11041,12064
11058,11973
11058,12221
11058,12233
11058,12234
11058,12319
11059,11973
11071,12095
11072,11973
11075,12024
11078,11973
11079,12041
11079,12042
11080,12120
11082,12062
11087,12075
11088,12089
11094,11973
11108,12067
11114,11137
11124,12025
11124,12121
11124,12136
11124,12154
11125,11209
11125,11973
11126,12068
11128,12051
11129,12063
11130,12069
11133,12114
11137,11141
11138,12066
11138,12182
11145,12063
11148,12074
11148,12092
11149,12091
11150,12141
11152,12073
11155,12049
11156,12041
11156,12133
11162,12152
11162,12186
11163,12093
11165,12136
11166,12049
11169,12020
11172,12113
11174,11973
11179,12200
11179,12225
11179,12256
11180,12077
11184,12157
11185,12100
11190,12109
11202,12147
11212,12096
11213,11244
11217,12127
11217,12177
11225,12174
11226,12038
11237,12158
11238,12146
11240,12129
11241,12107
11241,12223
11242,12174
11250,12204
11251,12176
11252,12140
11253,12205
11259,12129
11259,12232
11259,12238
11260,12203
11263,12209
11265,12290
11269,12201
11270,12184
11274,12166
11277,12077
11288,12193
11290,12203
11290,12291
11290,12292
11308,12136
11308,12233
11308,12239
11308,12326
11308,12371
11308,12390
11308,12466
11309,12274
11309,12332
11309,12386
11309,12409
11309,12440
11312,12208
11314,12252
11315,12217
11320,12235
11321,12197
11323,12302
11327,12202
11328,12066
11330,12211
11330,12255
11330,12262
11340,12240
11353,12736
11355,12283
11361,12282
11361,12364
11362,12222
11365,12407
11367,12071
11369,12280
11370,12300
11371,12343
11372,12278
11374,12297
11375,12281
11378,12291
11379,12336
11379,12382
11381,12331
11384,12178
11386,12177
11387,12359
11391,12450
11393,12348
11397,12444
11398,12291
11399,11614
11399,12589
11401,12312
11405,11431
11407,12330
11408,12360
11413,12370
11417,12335
11418,12249
11422,12305
11423,12431
11424,12306
11424,12334
11428,12362
11434,12423
11434,12425
11434,12447
11438,12398
11438,12426
11439,12388
11439,12421
11441,12381
11441,12384
11446,12369
11447,12417
11447,12435
11447,12439
11451,12418
11461,12474
11461,12488
11466,12489
11467,12339
11467,12436
11467,12437
11467,12462
11469,12465
11470,12334
11470,12495
11473,12293
11474,12420
11474,12478
11477,12445
11479,12469
11480,12388
11481,12441
11484,12479
11486,12464
11488,12497
11489,12233
11490,12528
11492,12511
11492,12516
11495,12480
11500,12592
11503,12507
11505,12586
11506,12482
11507,12499
11510,12530
11512,12536
11513,12558
11513,12630
11514,12459
11514,12496
11514,12628
11514,12638
11515,12710
11517,12523
11518,12555
11519,12550
11522,12551
11522,12568
11523,12559
11524,12438
11525,12542
11528,12440
11529,12564
11530,12569
11531,12559
11531,12568
11531,12596
11531,12612
11531,12614
11531,12654
11531,12662
11535,12579
11536,12587
11538,12559
11539,12576
11541,12601
11547,12509
11548,12600
11548,12602
11549,11581
11549,12635
11552,12568
11553,12600
11556,12598
11558,12584
11559,12766
11561,12617
11563,12604
11564,12559
11564,12601
11565,12579
11566,12601
11567,12601
11568,12559
11570,12568
11574,12632
11575,12601
11575,12634
11575,12660
11575,12666
11576,12634
11577,12650
11578,12625
11579,12459
11580,12648
11581,12649
11583,12646
11583,12657
11584,12656
11586,12651
11587,11598
11588,12459
11588,12695
11589,12666
11590,12669
11591,12664
11592,12665
11593,12673
11594,12681
11596,12568
11597,12654
11599,12657
11600,12647
11602,12655
11603,12667
11604,12678
11606,12654
11607,12677
11607,12701
11607,12722
11607,12734
11607,12747
11607,13617
11609,12688
11609,12689
11609,12690
11610,12692
11611,12699
11611,12704
11612,12684
11612,12697
11614,12636
11615,12694
11615,12712
11616,12703
11616,12707
11617,12719
11618,12654
11619,12559
11620,12700
11621,12711
11622,12716
11623,11654
11624,12654
11625,12718
11626,12721
11627,12723
11629,12727
11630,12717
11630,12725
11630,12732
11632,12720
11633,12764
11634,12691
11637,12654
11638,12735
11639,12731
11640,12737
11641,12674
11642,12654
11643,12654
11645,12674
11645,13665
11647,12743
11647,12744
11648,12749
11648,12755
11648,12757
11648,12759
11651,12745
11652,12742
11653,12741
11654,12708
11655,12746
11655,12748
11655,12768
11655,13643
11660,11684
11660,12723
11661,12760
11669,12750
11670,12769
11670,12775
11671,12710
11671,12756
11672,12751
11674,12758
11677,12773
11679,12738
11681,12772
11681,12784
11681,12787
11681,12789
11684,12763
11685,12769
11686,12802
11687,12790
11688,12791
11689,12774
11690,12783
11692,12792
11692,12801
11696,12797
11697,12761
11697,12805
11700,12798
11701,12807
11703,12803
11703,12823
11704,12822
11705,12818
11706,12799
11707,12810
11708,12796
11710,12813
11713,12814
11713,12819
11715,12817
11716,12830
11718,12821
11719,12811
11720,12816
11723,12827
11724,12829
11725,12843
11726,12842
11727,12838
11728,12839
11728,12843
11728,12844
11729,12843
11730,12845
11731,12843
11732,12843
11734,12847
11735,12852
11735,12853
11735,12854
11735,12856
11739,12855
11740,12858
11740,12868
11742,12870
11742,12873
11744,12874
11744,12876
11744,12881
11745,12875
11745,12880
11746,12866
11747,12865
11747,12869
11749,12879
11752,12883
11753,12892
11753,12905
11761,12875
11761,12901
11761,12919
11762,12875
11764,12882
11767,12903
11772,12894
11772,12907
11772,12922
11773,12887
11776,12888
11777,12886
11778,12889
11779,12871
11779,12953
11782,12899
11787,12908
11790,12911
11791,12915
11793,12899
11796,12910
11796,12912
11800,12903
11801,12921
11802,12926
11805,12931
11808,12890
11812,12946
11813,12930
11816,12936
11817,12941
11820,12937
11823,11826
11825,12933
11827,12947
11827,12948
11835,12975
11838,12981
11841,12942
11841,12956
11841,12962
11843,12957
11847,12959
11847,12963
11847,12969
11848,12954
11849,12954
11850,12958
11851,12955
11852,12977
11853,12929
11853,12965
11853,12967
11853,12971
11859,12999
11860,12960
11861,12974
11864,12966
11865,12972
11866,12998
11867,12979
11867,12990
11867,12991
11867,13002
11867,13006
11868,12976
11869,12973
11869,13001
11870,12982
11871,12979
11872,12983
11873,13018
11874,13052
11875,13060
11877,12994
11880,12992
11882,12987
11890,12987
11891,12987
11894,13008
11894,13012
11894,13015
11896,13007
11899,12987
11899,12995
11900,13013
11900,13017
11900,13019
11918,12984
11928,13034
11931,12993
11939,13020
11955,13015
11955,13039
11956,13031
11959,13023
11967,12993
11968,13041
11973,12025
11973,13029
11973,13042
11973,13051
11973,13053
11973,13066
11973,13068
11973,13070
11973,13072
11973,13076
11973,13094
11973,13103
11975,13043
11979,13068
11983,13026
11983,13050
11987,13036
11987,13047
11989,13016
11999,13067
12007,13057
12014,13071
12015,12041
12025,13070
12037,13074
12038,13073
12038,13075
12039,13046
12047,13068
12052,13055
12063,13054
12063,13082
12063,13095
12063,13099
12066,13068
12066,13069
12066,13137
12066,13170
12066,13234
12066,13236
12066,13302
12073,13063
12073,13089
12084,13054
12099,13079
12110,13055
12111,13080
12117,12163
12129,13090
12130,13064
12132,13065
12136,13083
12136,13091
12136,13101
12136,13128
12136,13145
12140,13084
12144,13087
12149,13087
12159,13087
12168,13164
12173,13115
12174,13115
12174,13116
12176,13113
12177,13088
12177,13217
12178,13085
12180,13110
12185,13093
12188,13147
12194,13135
12195,13104
12195,13108
12195,13130
12195,13146
12200,13127
12200,13162
12205,13121
12221,13068
12221,13112
12233,13103
12233,13129
12233,13158
12233,13186
12233,13220
12233,13228
12238,13083
12238,13144
12274,13111
12274,13197
12274,13208
12291,13088
12293,13088
12293,13201
12293,13217
12295,13156
12298,12311
12301,13107
12305,13235
12326,13128
12331,13175
12331,13190
12333,13161
12338,13083
12339,13083
12339,13212
12341,13206
12352,13229
12359,13195
12359,13213
12360,13241
12367,13475
12371,13174
12372,13155
12374,12400
12388,13223
12388,13317
12391,13207
12394,13126
12398,13194
12406,13244
12416,13247
12419,13245
12420,13323
12426,13240
12440,13214
12441,13256
12442,13214
12445,13271
12450,13246
12451,13264
12452,13221
12453,13254
12459,13517
12459,13566
12460,13236
12464,13347
12465,13214
12466,13220
12467,13214
12469,13337
12471,13255
12477,13276
12477,13332
12480,13252
12483,13142
12484,13272
12485,13291
12486,13294
12489,13283
12490,13214
12492,13273
12492,13331
12493,13269
12494,13300
12494,13341
12497,13321
12497,13345
12497,13406
12498,13220
12501,13311
12505,13281
12506,13281
12507,13309
12509,13454
12512,13335
12514,13420
12515,13335
12524,13284
12526,13348
12527,13327
12528,13354
12529,13302
12530,13283
12531,13214
12535,13302
12537,13357
12538,13322
12539,13344
12541,13358
12547,13375
12554,13391
12555,13358
12556,13389
12558,13522
12559,12601
12559,13378
12559,13391
12559,13417
12559,13470
12559,13508
12559,13511
12559,13542
12559,13560
12562,13289
12563,13416
12564,13391
12565,13283
12567,13402
12568,13415
12568,13449
12568,13572
12569,13376
12571,13448
12572,13413
12574,13346
12575,13354
12576,13372
12576,13439
12578,13421
12579,12634
12579,13423
12579,13519
12580,13419
12580,13436
12582,13422
12583,13444
12584,13381
12584,13462
12584,13489
12584,13490
12586,13427
12590,13441
12590,13459
12591,13423
12592,13399
12597,13468
12600,13476
12601,13391
12601,13506
12601,13507
12601,13510
12603,13534
12604,13474
12605,13461
12607,13478
12607,13481
12609,13568
12610,13505
12615,13478
12617,13484
12618,13484
12621,13312
12624,13431
12625,13500
12630,13540
12632,13502
12633,13484
12634,13423
12635,13531
12635,13536
12637,13548
12645,13484
12649,13533
12649,13565
12650,13563
12651,13521
12653,13350
12653,13638
12654,13545
12654,13572
12654,13587
12654,13588
12655,13561
12656,13559
12657,13571
12657,13584
12658,13314
12659,13580
12666,13557
12669,13516
12673,13577
12674,13665
12675,13605
12675,13649
12676,13640
12677,13574
12677,13608
12678,13557
12682,13572
12683,13572
12684,12697
12685,13560
12688,13596
12689,13599
12690,13591
12692,13597
12693,13604
12696,13572
12699,13607
12699,13621
12700,13602
12701,13603
12701,13617
12704,13593
12705,13572
12707,13583
12709,13572
12710,13624
12710,13688
12711,13657
12712,13604
12713,13604
12716,13615
12718,13625
12720,13628
12721,13627
12722,13616
12723,13631
12723,13670
12724,13630
12725,13623
12727,13626
12733,13639
12734,12747
12734,13617
12735,13614
12736,13634
12737,13642
12738,13678
12739,13602
12740,13651
12740,13661
12740,13662
12741,13663
12742,13664
12743,13629
12743,13681
12744,13680
12745,13614
12745,13666
12746,12748
12746,13643
12746,14436
12747,13617
12748,13643
12750,13635
12750,14446
12751,13687
12757,12759
12758,13690
12760,13684
12760,13701
12761,13673
12763,13670
12764,13650
12766,13685
12768,13643
12768,14436
12769,13698
12770,13628
12772,13682
12772,13693
12772,13696
12773,13668
12774,13712
12780,13699
12783,13686
12785,13707
12788,13714
12790,13704
12790,13711
12791,13713
12792,13692
12796,13720
12796,13727
12797,13706
12798,13695
12799,13741
12800,13692
12802,13722
12803,13692
12804,12828
12804,13722
12805,13719
12805,13730
12807,13718
12808,13725
12809,13742
12810,13724
12811,13758
12812,13780
12813,13727
12814,12819
12815,13729
12816,13747
12817,13736
12818,13735
12820,13737
12822,13729
12823,13733
12823,13734
12824,13729
12825,13739
12826,13748
12827,13756
12828,13722
12829,13748
12831,12832
12831,13746
12832,13746
12833,13762
12834,13755
12835,13754
12837,13755
12838,13769
12839,13768
12839,13778
12841,13777
12842,13748
12843,13748
12843,13779
12843,13782
12843,13783
12844,13776
12846,13748
12847,13785
12848,13786
12849,13732
12853,12854
12863,13788
12863,13789
12863,13808
12865,13811
12870,13819
12870,13825
12870,13831
12871,13863
12873,13818
12875,13828
12879,13813
12882,13823
12883,13827
12884,13847
12884,13848
12886,13833
12889,13850
12890,13826
12894,12907
12899,13835
12899,13838
12900,13836
12900,13841
12904,13843
12909,13844
12922,13829
12932,13843
12937,13856
12937,13876
12937,13883
12937,13885
12938,13859
12941,13864
12943,13865
12943,13869
12943,13872
12944,13846
12947,13871
12949,13867
12950,13877
12952,13857
12952,13878
12953,13882
12954,13888
12954,13891
12954,13896
12954,13897
12955,13871
12956,12962
12956,13898
12957,13899
12960,13884
12960,13900
12961,13911
12965,12967
12965,12971
12966,13901
12966,13923
12970,13913
12971,13892
12972,13914
12973,13915
12974,13919
12975,13903
12976,13918
12979,13895
12979,13920
12983,13929
12984,13939
12984,13951
12985,13945
12986,13912
12987,12999
12987,13922
12987,13937
12987,13941
12987,13943
12991,13921
12992,13927
12995,13912
12996,13916
12998,13930
12999,13912
13001,13926
13005,13933
13007,13935
13018,13953
13018,13957
13026,13936
13026,13952
13043,13955
13043,13959
13046,13975
13051,13960
13051,13963
13052,13961
13052,13966
13057,13973
13059,13965
13060,13945
13061,13945
13062,13945
13067,13962
13068,13963
13068,13970
13068,13980
13068,13987
13069,13974
13071,13971
13073,13983
13074,13977
13075,13972
13075,13986
13075,13990
13075,13997
13083,13212
13083,14040
13083,14047
13084,13996
13090,13985
13103,14004
13115,13989
13115,13993
13115,13998
13115,14013
13115,14034
13116,14001
13116,14005
13118,14020
13119,14002
13122,14076
13124,14002
13129,14012
13137,14010
13138,13967
13141,14025
13152,14026
13153,14025
13158,14021
13161,14014
13161,14042
13163,14038
13164,14024
13170,14055
13181,14033
13186,14010
13188,14039
13188,14044
13195,14041
13196,14020
13200,14052
13210,13991
13214,14023
13218,14050
13220,14010
13227,14020
13230,14052
13233,14046
13234,14010
13235,14010
13236,14055
13239,14010
13241,14050
13246,14058
13252,14053
13253,14030
13258,14030
13259,14060
13263,14069
13270,14067
13275,14056
13277,14079
13279,14068
13280,14068
13283,14074
13283,14090
13283,14108
13284,14074
13285,14069
13287,14073
13293,14072
13294,14072
13295,14087
13298,14068
13299,14068
13301,14080
13302,14054
13302,14089
13309,14057
13309,14093
13322,14097
13322,14117
13326,14122
13327,14101
13327,14102
13329,14050
13343,14095
13344,14072
13346,14037
13349,14061
13353,14095
13354,14010
13356,14072
13357,14072
13358,14057
13358,14105
13364,14112
13364,14119
13370,14050
13376,14162
13379,14148
13381,14166
13383,14138
13391,14116
13391,14134
13391,14139
13391,14141
13391,14179
13393,14074
13398,14109
13405,14147
13407,14023
13408,14023
13415,14148
13416,14074
13419,13436
13421,14174
13423,14074
13423,14175
13423,14197
13423,14256
13424,14234
13427,14153
13429,13464
13429,14035
13432,14302
13433,14172
13443,14180
13445,14185
13447,14177
13448,14074
13449,14178
13450,14258
13451,14169
13453,14170
13454,14130
13457,14277
13460,14186
13462,14199
13463,14283
13463,14290
13465,14148
13466,14200
13467,14136
13467,14195
13469,14246
13471,14209
13473,14258
13474,14186
13478,14288
13484,14148
13484,14205
13484,14289
13484,14291
13485,14205
13487,14350
13487,14452
13488,14161
13489,14205
13490,14216
13491,14148
13496,14184
13497,14036
13498,14245
13500,14215
13501,14244
13502,14260
13504,14235
13506,14224
13512,14205
13521,14295
13523,14247
13530,14224
13533,13565
13533,14202
13533,14316
13534,14299
13536,14202
13537,14148
13538,14148
13544,14148
13546,14411
13546,14439
13549,14265
13550,14265
13552,14148
13553,14224
13555,14263
13557,14287
13557,14338
13559,14148
13560,14298
13560,14338
13560,14351
13560,14370
13561,14148
13561,14349
13563,14029
13565,14322
13566,14151
13568,14363
13572,14148
13572,14357
13572,14358
13572,14372
13572,14373
13572,14412
13574,14317
13577,14131
13578,14336
13580,14371
13583,14396
13585,14360
13587,14357
13591,14352
13592,14148
13593,14381
13594,14338
13602,14389
13604,14309
13608,14388
13610,14389
13611,14384
13614,14148
13614,14373
13616,14382
13617,14382
13618,14351
13621,14391
13622,14418
13624,14440
13625,14402
13626,14438
13627,14395
13627,14396
13628,14419
13628,14420
13629,14427
13630,14394
13631,14394
13633,14390
13635,14446
13635,14449
13637,14342
13637,14377
13639,14430
13641,14421
13642,14417
13643,14436
13645,14439
13646,14429
13647,14450
13648,14274
13650,14414
13652,14421
13654,14357
13655,14357
13656,14357
13657,14351
13658,14479
13663,14419
13664,14435
13665,14437
13665,14497
13665,14506
13667,14410
13668,14470
13668,14483
13669,14448
13670,14394
13672,14410
13673,14507
13673,14517
13674,14276
13675,14409
13677,14357
13678,14373
13678,14459
13678,14471
13678,14475
13683,14444
13684,14502
13685,14481
13686,14482
13687,14529
13688,14476
13689,14449
13690,14480
13692,14524
13692,14525
13693,14419
