Cores,TempF_0,CoreF_0,Mean_fut
3955,14.7,3090,18.96392493
3957,11.05,1017,18.58894861
3960,-0.72,14771,19.3043874
3961,-0.72,14771,19.18943677
3963,-0.72,14771,19.24297483
3964,-0.93,3879,19.84895801
3966,-0.72,14771,19.35989752
3967,-0.72,14771,19.23137495
3968,6.13,14472,18.12144255
3969,15.5,3969,18.51161957
3970,-0.93,3879,19.74066191
3972,-0.93,3879,19.59470717
3975,-0.93,3879,19.17140755
3976,15.52,3146,19.35484342
3977,-0.93,3879,19.891797
3978,-0.93,3879,19.32696036
3979,-0.93,3879,19.45864438
3980,15.72,3980,19.84080886
3981,4.41,10437,19.56602744
3982,0.14,9417,19.3610426
3983,15.4,3983,18.44633925
3984,-0.93,3879,19.5744128
3985,15.43,3985,18.46925315
3986,0.14,9417,19.83313645
3987,-0.93,3879,19.06981168
3988,14.31,3988,18.2853645
3990,14.88,3990,17.91962957
3991,11.05,1017,18.09127457
3992,4.41,10437,19.7480865
3994,6.13,14472,19.50834377
3996,10.97,2019,19.22400567
3997,0.14,9417,19.75778717
3998,0.14,9417,20.11311676
3999,15.53,3999,18.54060968
4000,15.31,4000,18.36667716
4004,13.49,2536,18.82373385
4005,15.13,4005,18.25531088
4007,13.94,3183,19.20969802
4008,14.83,4008,18.96395718
4010,10.35,503,18.58569001
4011,0.14,9417,20.53332639
4012,15.66,4012,18.65781905
4013,15.28,4013,18.34902658
4014,-0.72,14771,19.61277053
4016,15.14,4016,18.27347985
4017,15.89,4017,19.07758601
4018,14.75,3295,19.22490563
4019,15.34,4019,18.47501306
4020,6.13,14472,18.68253988
4021,0.14,9417,19.52914731
4022,0,4022,3.0167497
4023,13.28,3199,19.02998529
4024,15.25,4024,18.5572181
4025,0,4025,2.999618471
4028,10.35,503,18.33883988
4029,9.86,652,18.31613105
4030,15.26,4030,18.87890115
4031,-0.72,14771,19.64578358
4032,-0.72,14771,19.24347025
4033,15.69,4033,18.70327534
4034,15.9,4034,18.87311419
4035,15.65,4035,19.37641115
4036,-0.72,14771,19.03019409
4037,14.46,4037,18.2645444
4038,15.45,4038,18.75424697
4041,9.59,563,19.21785238
4042,15.19,4042,18.56149681
4043,15.86,4043,18.89251379
4044,13.6,3185,19.40658447
4045,12.46,2628,19.17499685
4046,13.32,3222,19.49363729
4047,11.6,2177,19.5103341
4048,7.12,13716,19.00568659
4049,15.5,4049,18.7797977
4050,7.3,12832,19.46602879
4051,15.73,4051,19.2377819
4052,14.3,3287,19.03668768
4053,15.22,4053,18.8707287
4054,7.12,13716,18.74093366
4055,15.14,4055,18.23058877
4056,9.59,563,19.04506012
4058,15.43,4058,18.71737536
4059,13.33,2691,19.26207707
4060,9.59,563,19.01297125
4061,15.27,4061,18.36488296
4062,15.14,4062,18.52321034
4063,15.26,4063,18.55985395
4064,15.14,4064,18.45487593
4065,13.09,2707,18.92075968
4067,11.52,1411,19.56430214
4068,15.8,4068,19.07881263
4069,15.37,4069,18.7364682
4070,15.2,4070,18.5731541
4072,15.27,4072,18.32430463
4073,13.09,2707,18.78404535
4074,15.43,4074,18.61620278
4075,15.58,4075,18.69001697
4076,10.1,662,18.36609854
4077,15.07,4077,19.18160111
4078,15.21,4078,19.24516767
4079,15.16,4079,19.3079646
4080,11.52,1411,19.11963604
4081,15.51,4081,18.82830453
4082,15.82,4082,19.1156906
4083,14.81,3331,19.10494766
4085,7.01,13723,18.83231434
4086,15.41,4086,19.54396645
4087,14.91,3316,19.15664635
4088,15.18,4088,19.32357292
4089,14.81,3318,19.21338938
4090,15.16,4090,19.23038885
4091,14.94,4096,19.09196672
4092,15.44,4092,18.57787961
4093,15.1,4093,19.19651046
4094,15.58,4094,18.92834236
4096,14.94,4096,18.99987967
4098,15.02,4098,19.06833324
4099,15.09,4099,19.15053953
4101,6.6,14596,19.46449793
4102,5.41,11696,19.24188204
4103,15.22,4103,19.30867971
4104,15.46,4104,18.5352199
4106,14.98,3380,19.14529225
4107,15.95,4107,19.28699172
4110,9.61,740,17.91509933
4111,15.05,4111,19.11202464
4112,15.24,4112,19.30265879
4113,15.24,4113,19.28994025
4115,15.04,3394,19.10063507
4116,13.82,3407,18.1638557
4117,5.41,11696,18.87864133
4118,15.25,4118,19.10348125
4119,15.41,4119,19.45758792
4120,15.96,4120,19.22863003
4121,15.32,4121,19.41335837
4122,15.36,4122,19.42520581
4123,15.42,4123,19.48736917
4124,15.13,4124,19.19203683
4125,15.3,4125,19.36122032
4126,7.01,13723,18.88100918
4128,15.45,4128,19.54771853
4129,15.27,4129,19.33372754
4130,15.9,4130,19.22112306
4132,15.13,4132,18.54537536
4133,6.63,12833,19.28220467
4134,15.75,4134,19.13379033
4135,14.94,3427,19.02739007
4136,15.64,4136,19.72055282
4137,15.27,4137,19.08171954
4138,15.72,4138,19.5292247
4139,9.44,14539,19.46815837
4140,15.53,4140,19.59839741
4141,15.41,4141,19.47525479
4142,15.55,4142,19.64040925
4143,15.48,4143,19.54318451
4144,15.57,4144,19.37984993
4145,15.33,4145,18.80233713
4146,15.39,4146,19.20082003
4147,15.52,4147,18.92817526
4148,15.09,4148,19.2037753
4150,15.19,4150,19.24583758
4151,14.88,3439,18.92737175
4152,15.3,4152,18.71940358
4153,15.31,4153,19.34375227
4154,15.3,4154,19.33921312
4155,15.32,4155,19.36669581
4156,15.67,4156,19.71935697
4157,15.11,4157,19.22692152
4158,14.93,3448,19.22416616
4159,15.3,4159,19.15492809
4161,15.04,4161,18.83290338
4162,15.52,4162,19.32854742
4163,15.57,4163,19.63666635
4164,14.19,3495,18.67706896
4165,13.19,2873,18.78480292
4166,15.53,4166,18.93286182
4167,15.83,4167,19.22543557
4169,10.11,1508,19.84170534
4170,15.79,4170,19.18508293
4172,15.16,4172,19.28981959
4173,15.67,4173,19.7323419
4175,15.7,4175,19.50951098
4176,15.95,4176,20.02821083
4177,10.11,1508,19.37788692
4178,8.59,13775,19.68199171
4179,15.06,4179,19.20011073
4180,15.87,4180,19.93845734
4182,15.53,4182,19.57118418
4183,15.82,4183,19.86349206
4184,15.73,4184,19.78551525
4185,15.73,4185,19.81355079
4186,15.42,4186,19.21956908
4187,15.78,4187,19.17342399
4188,15.87,4188,19.94240148
4190,15.23,4190,19.37041315
4191,15.17,4191,19.30558614
4192,7.58,12834,19.49246543
4193,15.92,4193,19.27879059
4196,15.92,4196,19.72892462
4197,15.12,4197,18.91789037
4198,15.97,4198,19.34864464
4199,14.78,3519,19.21493993
4202,14.57,3473,19.04406364
4203,15,4203,18.78303195
4204,15.06,4204,18.85682092
4205,15.75,4205,19.12525612
4206,6.6,14596,19.00159781
4207,15.42,4207,18.61501541
4208,6.6,14596,18.84393242
4209,11.08,2283,18.40461037
4210,15.77,4210,19.79933917
4211,13.7,2889,19.07403677
4212,15.17,4212,19.06376573
4213,15.68,4213,19.74091163
4214,15.64,4214,19.70255919
4215,13.89,2827,19.10417383
4216,15.72,4216,19.79982722
4217,8.49,13757,18.54445681
4218,15.93,4218,20.00004412
4219,15.32,4219,19.436352
4220,15.48,4220,19.47114286
4221,15.51,4221,19.61081656
4222,15.35,4222,19.15310971
4223,15.03,4223,18.81727574
4224,15.26,4224,19.06355745
4225,15.14,4225,18.90878712
4226,15.91,4226,19.9621114
4227,14.84,3462,19.30999009
4228,15.83,4228,19.89498859
4229,16.03,4229,20.08584335
4230,14.67,3526,18.81231375
4231,14.89,3502,18.76618631
4233,15.89,4233,19.25700443
4234,15.99,4234,20.06383715
4235,15.72,4235,19.76252363
4236,15.95,4236,20.00828326
4237,14.79,3507,19.234986
4238,15.97,4238,20.04068659
4239,15.91,4239,19.9747716
4240,15.87,4240,19.93531093
4241,10.02,774,19.53112053
4242,15.81,4242,19.87368903
4243,15.6,4243,19.61571527
4244,15.27,4244,19.06906184
4245,15.73,4245,19.79183249
4247,15.05,4247,19.05496976
4248,14.89,3539,19.02934514
4249,15.71,4249,19.69497091
4250,15.62,4250,19.54861955
4251,15.75,4251,19.6526476
4253,12.89,2823,17.93108859
4254,13.53,2969,18.7991217
4255,10.47,2300,18.95511644
4256,15.62,4256,19.37632287
4258,15.31,4258,19.01165673
4259,15.46,4259,19.20403109
4260,13.93,2937,18.63520912
4261,15.8,4261,19.25064738
4262,15.99,4262,19.43082715
4264,15.53,4264,19.6692024
4265,15.17,4265,19.31597113
4266,15.73,4266,19.83377012
4267,14.37,3537,19.17310205
4268,15.58,4268,19.21742855
4269,15.62,4269,19.60463046
4271,15.98,4271,20.04026189
4272,16,4272,19.83634321
4274,15.63,4274,19.76030688
4275,15.64,4275,19.76542624
4276,15.38,4276,19.17214971
4277,15.99,4277,19.34190157
4278,15.88,4278,19.94386366
4279,15.74,4279,19.7850249
4280,15.75,4280,19.8223855
4282,15.31,4282,18.95711951
4283,15.38,4283,19.17687687
4284,15.47,4284,19.10642676
4285,15.23,4285,19.03243231
4286,15.88,4286,19.93150871
4287,15.92,4287,19.98299492
4288,15.93,4288,19.7050782
4289,15.62,4289,19.74369552
4290,15.66,4290,19.61997703
4292,15.6,4292,19.34589987
4293,15.45,4293,19.23836881
4294,15.1,4294,18.52763244
4295,15.34,4295,19.30512283
4297,14.84,3590,18.48378116
4299,15.47,4299,19.25049329
4301,14.47,4301,18.04117901
4302,15.34,4302,18.93954432
4303,15.94,4303,19.96640811
4304,15.75,4304,19.41235675
4305,15.66,4305,19.36912463
4306,14.99,4306,18.56889315
4307,7.58,12834,19.90634581
4308,14.84,3561,19.31737865
4309,15.73,4309,19.84764449
4310,13.94,2953,19.41544282
4311,15.97,4311,20.02327374
4312,15.96,4312,19.99195259
4313,15.19,4313,18.72767112
4314,14.93,3589,18.92805396
4315,14.91,4315,18.42149946
4316,8.49,13757,18.45103959
4317,14.94,4317,18.94197155
4318,15.56,4318,19.54210908
4319,15.59,4319,19.35084701
4320,14.84,3569,19.43441545
4321,15.17,4321,18.70963314
4322,15.52,4322,19.1329287
4323,15.11,4323,18.70758794
4325,15.99,4325,20.09605663
4326,15.72,4326,19.76490835
4328,15.55,4328,19.61083922
4329,15.7,4329,19.44521742
4330,13.05,3593,18.39146886
4332,12.07,2289,19.11381981
4333,13.28,2693,18.71057535
4334,15.84,4334,19.87183682
4335,15.64,4335,19.38147039
4336,8.49,13757,18.37805015
4337,11.92,2171,18.66286865
4338,15.55,4338,19.02105776
4339,16,4339,20.10164602
4340,15.25,4340,19.31458321
4341,15.95,4341,20.02868797
4342,15.3,4342,18.87008983
4343,14.82,3608,19.36361814
4344,14.72,3612,18.77221628
4345,15.74,4345,19.46288016
4346,15.78,4346,19.84803382
4347,15.86,4347,19.58250366
4348,14.86,4348,18.35744562
4349,15.9,4349,19.58352769
4350,15.68,4350,19.36110782
4352,15.79,4352,19.81550502
4353,15.53,4353,19.04842018
4354,14.86,3547,19.09996497
4355,14.88,3548,19.1544988
4356,15.91,4356,19.62331486
4357,15.98,4847,20.06777656
4358,14.67,3588,19.46462746
4359,15.41,4359,18.83807163
4360,15.83,4360,19.54058359
4361,15.9,4361,19.52944616
4362,15.23,4362,18.65389887
4363,15.97,4363,19.62402558
4364,15.95,4364,20.00697944
4365,14.6,4365,18.59479418
4366,15.16,4366,18.74964879
4367,15.27,4367,18.79827981
4368,15.92,4368,19.16631182
4369,15.01,4369,18.43579198
4370,14.6,4365,19.17970524
4371,15.59,4371,19.01272531
4372,15.24,4372,18.6662694
4373,15.87,4373,19.89646206
4375,15.06,4375,18.56289053
4378,15.91,4378,19.55030686
4379,15.09,4379,18.9662511
4380,14.98,3613,18.94012068
4381,15.6,4381,19.0641331
4382,15.11,4382,18.51224754
4384,14.83,4384,18.7078363
4385,15.18,4385,18.73272851
4387,15.27,4387,18.69930787
4388,15.89,4388,19.90137104
4389,14.78,3614,18.99833081
4390,15.92,4390,19.35799605
4391,15.82,4391,19.32818061
4392,15.81,4392,19.39840507
4393,15.93,4393,19.99831342
4394,15.86,4394,19.95851008
4395,14.85,3597,19.57152289
4396,12.84,3610,19.41807174
4397,14.85,3606,18.94303643
4398,15.83,4398,19.62968358
4399,14.85,3606,18.74478838
4400,15.46,4400,19.03608516
4401,15.48,4401,18.93879191
4402,15.21,4402,18.70206393
4404,14.78,3614,18.84331718
4405,15.29,4405,18.70244875
4407,15.52,4407,19.00480043
4408,15.68,4408,19.49096114
4409,15.16,4409,18.62959672
4410,15.08,4410,18.45229754
4411,15.52,4411,18.91307055
4412,15.38,4412,18.8345298
4413,15.11,4413,18.58947016
4414,2.9,8537,19.49704355
4415,15.77,4415,19.52089409
4416,15.38,4416,19.15287569
4417,14.81,4417,18.15345535
4418,15.53,4418,19.28197391
4419,15.43,4419,19.21237725
4420,15.91,4420,19.26561348
4421,15.3,4421,18.73975651
4422,15.48,4422,18.86683382
4423,15.96,4423,19.33110312
4425,15.75,4425,19.50115477
4426,15.95,4426,19.91535563
4427,15.55,4427,18.94490717
4428,15.37,4428,18.80968322
4429,15.75,4429,19.11586093
4431,15.85,4431,19.54561661
4432,15.96,4432,19.3399206
4433,15.93,4433,19.27204824
4434,15.73,4434,19.46543048
4435,15.64,4435,19.06463822
4436,15.71,4436,19.0991145
4437,15.65,4437,19.01052256
4438,6.52,14625,19.47045382
4439,15.48,4439,18.77465757
4440,15.21,4440,18.51871126
4441,15.65,4441,18.93437647
4442,15.54,4442,19.52118187
4444,15.61,4444,19.5851056
4445,15.96,4445,19.92528179
4446,15.88,4446,19.8544342
4447,12.59,2293,19.33255266
4448,15.31,4448,18.61483881
4449,15.94,4449,19.32336272
4450,14.94,3627,19.00458664
4451,15.86,4451,19.19669486
4452,2.9,8537,19.35356173
4453,15.93,4453,19.28126485
4454,15.62,4454,18.85543014
4455,6.62,12812,19.27234405
4457,6.62,12812,19.21851088
4458,15.93,4458,19.91003143
4459,15.53,4459,19.50817718
4461,14.66,3629,18.99326263
4462,15.09,4462,19.0636731
4463,15.75,4463,19.02170339
4464,15.9,4464,19.15437842
4465,15.91,4465,19.17830076
4466,15.7,4466,19.68154721
4467,6.62,12812,19.42770061
4468,6.62,11734,19.10684325
4469,2.9,8537,19.48700139
4470,6.62,12812,19.55762332
4471,7.21,12848,19.59050647
4472,15.97,4472,19.21080843
4473,6.62,12812,19.20537922
4475,15.94,4475,19.20342751
4476,15.58,4476,19.40008317
4477,9.75,806,19.3811188
4478,15.18,4478,19.15509404
4479,15.89,4479,19.84734582
4481,15.67,4481,19.64898263
4482,2.9,8537,19.1132411
4483,15.45,4483,19.4235996
4484,15.44,4484,19.4168191
4485,15.65,4485,19.62387929
4486,15.28,4486,19.25436969
4487,15.84,4487,19.7560755
4488,15.68,4488,19.65360053
4489,13.41,3636,19.29466775
4490,12.53,3016,19.18497497
4491,15.6,4491,19.35462601
4493,15.02,4493,18.96625208
4494,14.94,3670,19.55823545
4495,15.79,4495,19.76348653
4497,15.46,4497,19.43109084
4498,2.9,8537,19.22150514
4499,15.81,4499,19.75600298
4500,14.96,3662,19.26074736
4501,14.59,3653,19.3700261
4502,13.42,3015,19.12898249
4503,6.62,12812,18.95374716
4504,13.79,3665,19.46594256
4505,2.9,8537,19.09070864
4507,12.73,3013,19.76354832
4508,7.21,12848,19.5611047
4510,15.82,4510,19.75127918
4512,7.21,12848,19.46446452
4513,15.78,4513,19.66201736
4515,13.83,3678,19.26239902
4516,12.82,3024,19.77603722
4517,14.88,3684,19.37749527
4518,15.67,4518,19.59922681
4520,13.98,3687,19.47984933
4522,14.39,3682,19.38671517
4523,12.72,3026,19.38173137
4524,9.97,815,18.89856191
4525,13.7,3694,18.68416269
4527,14.22,3693,19.53830357
4528,15.61,4528,19.47074785
4529,15.58,4529,19.47131638
4531,14.28,3679,19.49692692
4532,14.76,4532,18.49203337
4534,15.94,4534,19.72614928
4535,14.42,4535,18.04824201
4536,15.53,4536,19.36552033
4537,15.06,4537,18.61485816
4538,14.64,4538,18.28251996
4539,15.46,4539,19.19378177
4541,14.78,4541,18.2523098
4542,14.49,4542,18.19838005
4543,9.97,815,19.30470173
4546,7.35,12333,19.48303598
4547,3.46,9113,19.87016357
4548,0.14,9417,20.66295055
4549,4.84,10209,19.65118085
4551,9.23,14043,19.49997547
4553,-0.93,3879,21.20563562
4555,6.26,11408,19.44307661
4556,16.39,4556,19.47153925
4557,16.56,4557,19.68590563
4558,5.65,10276,19.35978291
4559,5.65,10276,19.58284179
4561,16.07,4561,19.29100599
4564,5.65,10276,19.69232761
4565,14.59,3052,19.69903854
4566,14.56,3047,19.11434414
4567,14.29,3086,19.62821176
4568,-0.72,14771,20.05683603
4569,-0.93,3879,20.3645105
4570,16.4,4570,19.78636246
4571,15.56,3933,19.58481219
4572,16.15,4572,19.28263796
4574,15.65,3935,19.50394925
4575,15.93,3939,19.41719872
4576,15.93,3941,19.32700325
4577,15.65,3943,19.43420246
4578,15.94,3944,19.29106952
4579,14.84,3080,19.65299305
4580,-0.72,14771,19.41799252
4581,14.7,3090,19.59304038
4583,16.52,4583,19.57522311
4584,13.76,2407,19.73059983
4585,13.77,2390,19.19937277
4586,16.52,4586,19.59120264
4587,11.05,1017,19.09758342
4588,16.68,4588,19.93217408
4589,16.53,4589,19.59196437
4591,16.8,4591,19.9793665
4592,-0.72,14771,20.05948317
4593,16.68,4593,20.03182517
4594,-0.72,14771,20.05088612
4596,-0.93,3879,21.1844143
4597,11.05,1017,19.61106441
4600,-0.72,14771,20.044059
4601,-0.93,3879,22.85057874
4603,-0.72,14771,20.23002453
4604,11.05,1017,19.59034323
4606,-0.93,3879,20.64257997
4607,-0.93,3879,20.67588512
4608,-0.93,3879,21.46093395
4609,14.31,3988,19.9102465
4610,6.13,14472,19.98768734
4611,-0.93,3879,20.71101544
4612,4.41,10437,20.31653532
4613,-0.93,3879,20.76924238
4614,-0.72,14771,20.14059759
4615,-0.93,3879,20.8112037
4616,4.41,10437,20.95872113
4617,16.36,4617,20.34989615
4619,14.88,3990,19.58163001
4620,-0.93,3879,20.51080247
4622,15.77,4622,19.91273508
4623,0.14,9417,20.77203132
4624,14.83,4008,20.06302569
4625,4.41,10437,20.37825675
4626,15.95,4107,19.38206226
4627,16.34,4627,19.24908241
4628,16.01,4628,18.9481938
4630,16.87,4630,20.10065524
4633,6.13,14472,20.70292414
4635,13.49,2536,19.54821962
4636,13.94,3183,20.17748209
4637,16.37,4637,20.30015701
4638,9.86,652,19.78934217
4639,4.41,10437,20.26237154
4641,15.9,4641,18.86840274
4642,6.13,14472,20.25235383
4643,16.69,4643,19.92972316
4644,15.26,4030,20.08942687
4646,-0.72,14771,19.65432025
4647,10.97,2019,20.40924337
4649,15.01,4649,18.75541304
4652,16.57,4652,20.2396545
4653,14.46,4037,20.15830424
4654,16.31,4654,19.20435959
4655,15.7,4655,19.82937115
4656,16.47,4656,19.35500883
4657,0.14,9417,21.70717597
4659,7.12,13716,20.09218964
4661,-0.72,14771,19.89217409
4662,16.84,4662,20.34531014
4663,9.59,563,20.26073732
4664,15.46,4104,18.97004666
4665,16.62,4665,19.47294181
4666,16.35,4666,19.29176126
4667,13.09,2707,19.33355423
4668,15.73,4051,19.98612716
4669,9.59,563,19.49322861
4670,16.31,4670,20.20629977
4671,16.64,4671,19.53249301
4672,16.3,4672,19.30214274
4673,0,4673,2.997046947
4674,0,4674,2.93077302
4675,16.41,4675,19.4097326
4676,5.41,11696,20.16344126
4677,12.46,2628,20.47538601
4678,13.33,2691,20.18894303
4679,16.18,4679,19.55535875
4680,0,5295,19.88577375
4681,16.6,4681,19.58868346
4682,16.25,4682,19.38082186
4684,15.22,4053,20.33319569
4685,16.6,4685,20.52394136
4686,16.58,4686,19.56926888
4687,16.8,4687,19.78402317
4688,16.19,4688,19.21447245
4690,16.78,4690,19.76685227
4692,16.73,4692,19.71917366
4693,16.24,4693,19.38665531
4694,16.41,4694,19.41862659
4697,10.1,662,18.64775918
4698,15.44,4092,19.02016728
4699,7.12,13716,19.13842803
4700,11.6,2177,20.43803899
4701,16.22,4701,19.42899232
4702,16.85,4702,19.84308987
4703,16.96,4703,19.9469489
4704,15.4,4704,19.15151736
4707,16.37,4707,19.48071689
4708,16.6,4708,19.62415835
4709,16.2,4709,19.2941172
4710,16.94,4710,19.95515353
4711,14.19,3495,19.86085696
4712,16.79,4712,19.85127489
4713,13.82,3407,19.3089525
4714,9.61,740,19.05780315
4715,5.41,11696,19.96646036
4716,7.01,13723,19.32689001
4721,16.81,4721,20.45209962
4722,16.1,4722,19.34075138
4723,9.44,14539,20.46463519
4725,15.96,4120,19.36045173
4726,16.28,4726,19.50459279
4727,16.99,4727,20.02087302
4728,16.57,4728,19.69189813
4730,16.51,4730,19.67269518
4731,16.95,4731,20.02381834
4732,16.86,4732,20.09649877
4733,16.56,4733,19.81276198
4734,16.95,4734,20.05036862
4735,16.39,4735,20.27136549
4737,7.3,12832,20.24452096
4738,16.09,4738,19.37461848
4739,15.98,4739,19.28363397
4740,16.42,4740,19.61085623
4741,16.67,4741,19.79059232
4742,16.12,4742,19.37129882
4743,6.6,14596,21.09629563
4744,13.19,2873,19.80121155
4746,13.82,3407,19.74047988
4747,16.69,4747,19.92509121
4748,15.42,4207,19.68741928
4749,7.58,12834,20.38318859
4754,6.6,14596,19.8522061
4755,6.6,14596,19.87488175
4756,16.56,4756,19.72671932
4757,15.91,4239,20.09262198
4758,16.12,4758,20.17053982
4759,16.98,4759,20.16131095
4760,16.41,4760,19.63968838
4761,16.84,4761,19.90167986
4762,11.08,2283,19.09063511
4763,15.95,4236,20.1457033
4764,16.16,4764,20.20390068
4765,16.1,4765,19.46127385
4766,15.92,4193,19.42617791
4768,15.89,4233,19.46486784
4769,16.9,4769,20.02228189
4770,13.28,2693,19.82133692
4771,12.07,2289,19.94567544
4772,8.49,13757,19.64271074
4773,17.63,4773,21.06843918
4774,12.89,2823,19.71454161
4775,16.28,4775,19.62443019
4776,17,4776,20.02817617
4777,10.02,774,20.61543084
4778,16.09,4778,20.13481958
4779,8.49,13757,19.42381228
4781,16.45,4781,19.76254251
4782,16.36,4782,20.41079373
4783,15.73,4309,20.22238262
4784,16.33,4784,20.38385913
4785,15.92,4196,19.9083669
4786,16.17,4786,19.50617936
4787,15.93,4288,19.82559907
4788,16.41,4788,20.46616001
4789,13.53,2969,19.82652425
4790,15.92,4287,20.11716985
4791,15.98,4271,20.1365815
4792,16.23,4792,20.28157182
4793,16.28,4793,19.60029186
4794,16.91,4794,20.13605388
4795,16.88,4795,20.08802253
4796,15.88,4796,19.69017097
4797,15.74,4279,20.04602335
4798,16,4272,19.84609483
4799,16.45,4799,20.48619296
4800,16.05,4800,19.85579979
4801,16.66,4801,19.88220551
4803,16.24,4803,20.04705884
4804,16.04,4804,20.08334091
4805,16.73,4805,19.98634246
4806,16.11,4806,20.1504027
4807,15.88,4286,20.11489143
4808,16.2,4808,20.24265837
4809,7.58,12834,20.41966613
4810,11.92,2171,19.42714732
4811,15.72,4235,20.16684344
4814,14.83,4384,20.00903028
4815,15.84,4334,20.10877939
4816,16.17,4816,20.20098512
4817,16.29,4817,20.16194073
4818,16.05,4818,20.08435383
4819,16.12,4819,20.13247254
4820,15.96,4312,20.04474982
4821,16.1,4821,20.13730363
4822,17.01,4822,20.19358592
4824,16.06,4824,20.00560743
4825,16.26,4825,20.04510911
4826,15.63,4274,20.01459995
4827,15.56,4318,20.14796648
4828,16.07,4828,19.78701592
4829,16.17,4829,20.18143331
4831,16.15,4831,20.24566392
4832,16.2,4832,20.24487055
4833,16.18,4833,20.20736605
4834,16.12,4834,20.06209146
4835,16.47,4835,19.74299856
4836,16.59,4836,19.83010926
4837,16.22,4837,20.24379348
4839,15.94,4303,20.09721743
4840,16.19,4840,20.11605867
4841,16.29,4841,20.03563499
4842,15.79,4352,20.08914321
4843,15.66,4290,20.07546284
4844,13.05,3593,20.55071293
4845,8.59,13775,20.60050805
4847,15.98,4847,20.04629157
4848,16.18,4848,20.1808903
4849,16.21,4849,20.11734162
4850,16.28,4850,20.30562901
4851,16.18,4851,20.14056992
4852,16.09,4852,20.10095305
4853,16.05,4853,20.03335669
4854,16.13,4854,19.49167618
4855,16.37,4855,19.66457071
4856,16.23,4856,19.54131186
4857,16.5,4857,19.74864731
4858,16.26,4858,19.55336905
4859,16.46,4859,19.70920395
4860,16.57,4860,19.80459316
4861,15.99,4325,20.27888373
4862,16.12,4862,20.21082006
4863,16.14,4863,20.12570393
4864,15.86,4394,20.30097619
4865,16.53,4865,20.60855106
4866,16.56,4866,20.63219093
4867,16.42,4867,20.44082026
4868,16.19,4868,20.14810388
4869,16.21,4869,19.53184099
4870,15.9,4361,19.72946588
4872,16.38,4872,19.66089803
4873,16.56,4873,20.31117816
4874,16.56,4874,20.19840489
4875,16.19,4875,20.25559986
4876,16.21,4876,20.09464673
4877,16.61,4877,20.67149949
4878,15.97,4363,19.6815716
4879,16.83,4879,20.54452588
4880,16.46,4880,20.50412017
4881,16.32,4881,20.31335453
4882,16.15,4882,20.15858992
4883,16.53,4883,20.55068709
4884,16.48,4884,20.26038023
4886,16.29,4886,20.17248846
4887,15.56,4318,20.19297349
4888,16.08,4888,20.09829056
4889,16.2,4889,20.17627359
4890,16.07,4890,19.95400174
4891,16.61,4891,20.60444676
4892,16.2,4892,20.1685715
4893,16.32,4893,20.21745388
4894,16.33,4894,20.32626036
4895,15.91,4378,19.59724712
4896,16.1,4896,19.95789389
4897,15.56,4318,19.96577866
4898,15.77,4415,19.86426876
4899,16.23,4899,19.99950885
4900,12.73,3013,20.19215574
4901,15.93,4393,20.32173837
4902,16.94,4902,20.59246309
4903,15.98,4903,19.583053
4904,16.67,4904,19.92226122
4905,16.62,4905,19.83979814
4906,16.36,4906,19.59073287
4907,16.4,4907,19.58368388
4908,15.03,4908,18.23349226
4909,15.89,4388,20.0701802
4910,15.95,4910,19.54646591
4911,16.63,4911,20.6752458
4912,16.7,4912,20.43821735
4913,16.25,4913,19.79177835
4914,16.9,4914,20.86468615
4915,16.06,4915,19.64738079
4916,8.49,13757,19.38194704
4917,16.49,4917,20.45544358
4918,15.83,4398,19.87866075
4919,16.46,4919,20.23039543
4920,16.66,4920,20.3434517
4921,16.27,4921,20.16174121
4922,16.81,4922,19.9920909
4923,16.91,4923,20.44447635
4924,16.93,4924,20.51264732
4925,16.77,4925,20.31479378
4926,16.7,4926,19.88455661
4927,16.76,4927,20.78726682
4928,16.56,4928,20.30610398
4929,16.11,4929,19.65650708
4930,16.53,4930,19.78435881
4931,16.95,4931,20.92483313
4932,16.54,4932,20.37160202
4933,16.6,4933,19.81256556
4934,16.34,4934,19.89249393
4935,16.47,4935,19.69283286
4936,16.63,4936,19.83669088
4937,16.6,4937,19.81207968
4938,8.49,13757,19.12213037
4939,16.68,4939,20.68501699
4940,16.83,4940,20.82289954
4941,16.44,4941,20.40948403
4942,16.82,4942,20.75360075
4943,16.5,4943,20.38092092
4945,16.48,4945,20.17700094
4946,16.5,4946,19.95464756
4947,16.5,4947,20.43919503
4948,16.12,4948,19.69811502
4949,2.9,8537,20.56807378
4950,12.84,3610,19.94989525
4951,12.84,3610,20.7180886
4952,12.84,3610,20.65465057
4953,16.67,4953,20.59306737
4955,16.6,4955,20.52369527
4956,16.94,4956,20.80399608
4957,15.82,4391,19.52324144
4958,16.63,4958,19.81645012
4959,16.16,4959,19.53955148
4960,16.89,4960,20.10436813
4961,16.95,4961,20.16467284
4962,10.47,2300,20.55985182
4963,16.2,4963,19.99908496
4964,16.94,4964,20.74546989
4965,15.56,4318,20.27536911
4966,16.86,4966,20.63634473
4967,16.26,4967,19.77775331
4968,16.72,4968,20.37364139
4969,16.33,4969,19.84367693
4970,16.78,4970,19.96725589
4971,16.69,4971,20.46718531
4972,16.43,4972,19.91618359
4973,16.29,4973,19.79486163
4974,16.7,4974,20.27726716
4975,16.33,4975,19.97803201
