Cores,Area
3571,64000000
3573,70000000
3574,30000000
3575,23000000
3577,60000000
3580,27000000
3581,33000000
3582,288000000
3583,60000000
3584,1187000000
3585,97000000
3588,352000000
3589,12000000
3590,34500000.01
3591,486000000
3592,668000000
3593,56000000.01
3594,80000000
3595,53000000
3596,130000000
3597,24000000
3599,25000000
3600,25500000
3601,53000000
3602,29000000
3604,214000000
3605,21000000
3606,68000000.01
3607,98000000.02
3608,56000000
3610,91000000
3612,191000000
3613,27000000
3614,351000000
3615,12000000
3616,523000000
3617,21500000.02
3618,69000000
3619,11000000
3620,13000000
3621,19000000
3622,403000000
3623,73000000
3624,15000000
3625,665000000
3626,1119000000
3627,133000000
3628,29000000
3629,829000000
3630,28000000
3631,2742000000
3632,74500000
3633,2391000000
3634,5579000000
3635,732000000
3636,122000000
3637,3359000000
3638,75000000
3639,284000000
3640,870000000
3641,1262000000
3642,50000000
3643,859000000
3644,38999999.99
3645,322000000
3647,742910973.8
3648,692000000
3649,718000000
3650,1282750000
3653,436000000
3654,167000000
3656,495000000
3657,193000000
3658,674000000
3660,1051000000
3662,54000000
3663,2911000000
3664,11000000
3665,54000000
3667,102000000
3668,331000000
3670,24500000.01
3672,321000000
3673,71000000
3677,66000000
3678,62500000.02
3680,48000000
3681,1681422153
3682,620000000
3683,674000000
3684,24000000
3686,61000000.01
3693,193000000
3712,2740527865
3721,1581376617
3723,36196211.32
3732,90000000
3733,846000000
3742,2613446.844
3744,67000000
3748,88000000
3749,46000000
3751,114000000
3752,877000000
3757,29000000
3759,860133.1294
3762,78278885.9
3764,219000000
3766,147000000
3767,323000000
3768,2532000000
3769,314000000
3771,994000000
3772,135000000
3774,78000000
3775,36000000
3782,1113000000
3784,80000000
3785,148000000
3786,41000000
3787,1215000000
3788,138000000
3789,3504000000
3790,498000000
3791,45673131.99
3792,25000000
3793,104000000
3794,115000000
3795,283000000
3796,761000000
3797,330000000
3798,13000000
3799,250000000
3800,112000000
3801,4549000000
3802,175000000
3803,35000000
3804,174000000
3805,184000000
3806,567000000
3808,225000000
3809,7113000000
3810,252000000
3811,37000000
3812,87999999.99
3813,30000000
3814,2513750000
3815,227125000.1
3816,1196000000
3817,2145000000
3820,19000000.01
3823,112000000
3824,126000000
3825,39000000
3827,107000000
3828,27000000
3829,22000000
3831,929000000
3832,128000000
3833,346000000
3834,31000000.01
3835,789000000
3836,461000000
3837,198000000
3838,107000000
3839,190000000
3840,217000000
3841,22000000
3844,14000000
3845,186000000
3846,10000000
3847,3497850000
3848,65000000
3849,70000000.01
3850,162000000
3851,41000000
3852,1570000000
3853,785999999.9
3854,1741000000
3855,173000000
3856,144000000
3857,2210500000
3858,23000000
3859,78000000
3860,890000000
3861,219000000
3862,153000000
3863,30000000.01
3864,2482000000
3865,119000000
3866,149000000
3867,36000000.01
3868,127000000
3869,155000000
3870,376000000
3871,309000000
3872,52000000
3873,102000000
3874,404000000
3875,23000000
3876,1106000000
3877,357000000
3879,26999999.99
3881,44000000.01
3882,159000000
3883,1039500000
3884,117000000
3885,75000000
3886,16000000
3887,78000000
3889,232000000
3890,26999999.96
3891,47000000
3892,46000000.02
3893,278000000
3894,202000000
3895,76000000.02
3896,665000000
3897,723500000
3899,821000000
3900,268000000
3901,56000000
3902,201000000
3903,73000000
3904,2017000000
3905,241000000
3906,401000000
3907,114000000
3908,218000000
3909,175000000
3910,90000000
3911,99000000
3912,241000000
3913,113000000
3915,129000000
3916,82000000
3917,202000000
3918,113000000
3919,124000000
3920,555000000
3921,1594000000
3922,25000000
3923,242500000
3924,13000000
3925,15000000
3926,421000000
3927,31000000
3929,268000000
3930,11000000
3931,22000000
3932,249000000.1
3933,183000000
3934,119000000
3935,278000000
3936,13000000
3937,204043130.3
3938,47000000
3939,37000000
3940,17000000
3941,34000000
3942,22000000
3943,129000000
3944,21000000
3945,304000000
3946,22946368.74
3947,16972864.22
3948,342000000
3950,837000000
3951,250000000
3952,307000000
3954,561000000
3955,375000000
3957,1340000000
3960,306000000
3961,227000000
3963,105000000
3964,188225000
3966,278500000
3967,132000000
3968,69999999.98
3969,613661.6147
3970,1089000000
3972,950000000
3975,110000000
3976,184000000
3977,796000000
3978,74999999.98
3979,63000000
3980,13000000
3981,251000000
3982,230000000
3983,22382616.24
3984,17999999.99
3985,25103376.33
3986,343000000
3987,324000000
3988,117000000
3990,39000000.01
3991,40000000
3992,201500000
3994,46999999.95
3996,263000000
3997,621000000
3998,115000000
3999,7464144.575
4000,38000000
4003,35841.39905
4004,277000000
4005,410000000
4007,243000000
4008,60000000
4010,122000000
4011,515000000
4012,47225384.2
4013,24000000
4014,46000000
4016,45737757.89
4017,84000000
4018,91000000.01
4019,84000000
4020,105000000
4021,87000000
4022,389.6277728
4023,158000000
4024,18000000
4025,389.627773
4028,53999999.97
4029,95000000
4030,40000000
4031,46000000.03
4032,208000000
4033,67952483.14
4034,28000000
4035,165000000
4036,91000000.01
4037,79999999.99
4038,123000000
4041,115000000
4042,15000000
4043,117000000
4044,466500000.1
4045,156000000
4046,125000000
4047,404000000
4048,115000000
4049,74000000
4050,280000000
4051,974000000
4052,887000000
4053,57000000
4054,197500000
4055,27000000
4056,55000000.01
4058,33000000
4059,1043000000
4060,185000000
4061,162000000
4062,61000000
4063,63000000
4064,33000000
4065,33500000.02
4067,106000000
4068,308000000
4069,83000000
4070,145000000
4072,111923848.5
4073,250000000
4074,215000000
4075,37999999.99
4076,125000000
4077,44000000
4078,19000000
4079,50000000
4080,26000000
4081,46000000
4082,113000000
4083,27500000
4085,54000000
4086,673000000
4087,307000000
4088,13000000
4089,30000000
4090,204000000
4091,88999999.99
4092,14000000
4093,43000000
4094,117000000
4096,36000000
4098,13000000
4099,60000000
4101,31000000.02
4102,169500000
4103,45000000
4104,41961924.24
4106,178000000
4107,68000000
4110,62999999.99
4111,207000000
4112,18000000
4113,17000000
4115,99500000
4116,217000000
4117,58999999.99
4118,39000000
4119,226000000
4120,14000000
4121,80000000
4122,43000000
4123,13000000
4124,88000000
4125,145000000
4126,20000000
4128,41000000
4129,15000000
4130,127000000
4132,20000000
4133,26999999.98
4134,28000000.03
4135,113000000
4136,38000000
4137,70000000
4138,67000000
4139,808000000
4140,96000000
4141,46000000
4142,433000000
4143,23000000
4144,32000000
4145,16000000
4146,90000000
4147,21000000
4148,11000000
4150,158000000
4151,48000000
4152,21000000
4153,14000000
4154,283000000
4155,24000000
4156,15000000
4157,35000000
4158,45000000
4159,107000000
4161,37000000
4162,15000000
4163,67000000
4164,350000000
4165,56999999.99
4166,16000000
4167,18000000
4169,59999999.99
4170,14000000
4172,290000000
4173,239000000
4175,23000000
4176,88000000
4177,74000000
4178,422000000
4179,12000000
4180,440000000
4182,242000000
4183,28000000
4184,24000000
4185,20000000
4186,88000000
4187,142000000
4188,20000000
4190,24000000
4191,64000000
4192,1007500000
4193,48000000
4196,131000000
4197,21000000
4198,18000000
4199,241000000
4202,18500000
4203,17000000
4204,60000000
4205,163000000
4206,45000000
4207,260000000
4208,120500000
4209,178000000
4210,54000000
4211,13000000
4212,28000000
4213,20000000
4214,109000000
4215,43000000
4216,11000000
4218,12000000
4219,18000000
4220,53000000
4221,67000000
4222,73000000
4223,23000000
4224,135000000
4225,54000000
4226,59000000
4227,281000000
4228,18000000
4229,19000000.01
4230,39000000
4231,22999999.99
4233,78000000
4234,11000000
4235,118000000
4236,73000000
4237,101000000
4238,34000000
4239,48000000
4240,56000000
4241,396000000
4242,12000000
4243,16000000
4244,181000000
4245,15000000
4247,15000000
4248,185000000
4249,18000000
4250,13000000
4251,40000000
4253,70000000
4254,121000000
4255,144000000
4256,136000000
4258,525000000
4259,59000000
4260,16000000
4261,26000000
4262,58000000
4264,45000000
4265,373000000
4266,164000000
4267,711000000
4268,23000000
4269,11000000
4271,44000000
4272,12000000
4274,752000000
4275,599000000
4276,65000000
4277,20000000
4278,24000000
4279,109000000
4280,28000000
4282,349000000
4283,76000000
4284,166000000
4285,22000000
4286,35000000
4287,197000000
4288,77500000
4289,20000000
4290,717000000
4292,35000000
4293,86000000
4294,32000000
4295,23000000
4297,74000000
4299,50999999.98
4301,15000000
4302,13000000
4303,20500000.02
4304,71000000
4305,14000000
4306,14000000
4307,43000000.02
4308,259000000
4309,233000000
4310,725500000
4311,23000000
4312,35000000
4313,34000000
4314,61000000
4315,17000000
4317,125000000
4318,1336000000
4319,30000000
4320,284000000
4321,331000000
4322,75999999.98
4323,174000000
4325,17000000
4326,27000000
4328,11000000
4329,36000000
4330,239000000
4332,80999999.97
4333,224000000
4334,47000000
4335,73000000
4336,9648009.551
4337,200500000
4338,24000000
4339,13000000
4340,60000000
4341,45000000
4342,58000000
4343,709000000
4344,51000000.01
4345,15000000
4346,19000000
4347,12000000
4348,19000000
4349,241000000
4350,15000000
4352,150000000
4353,49000000
4354,446000000
4355,1217000000
4356,16000000
4357,12000000
4358,499000000
4359,22000000
4360,12000000
4361,107000000
4362,31000000
4363,210000000
4364,22000000
4365,15000000
4366,88000000
4367,368000000
4368,11000000.01
4369,53000000
4370,231000000
4371,100000000
4372,68000000
4373,130000000
4375,31000000
4378,70999999.99
4379,29000000
4380,212000000
4381,19000000
4382,111000000
4384,100000000
4385,66000000
4387,18000000
4388,224000000
4389,378000000
4390,28000000
4391,284000000
4392,19000000
4393,117000000
4394,211000000
4395,114000000
4396,160000000
4397,261500000
4398,19000000
4399,11499999.99
4400,88000000
4401,427000000
4402,14000000
4404,147000000
4405,31000000
4407,154000000
4408,871000000
4409,13000000
4410,549000000
4411,24000000
4412,78000000
4413,22000000
4414,784000000
4415,209000000
4416,96000000
4417,38000000
4418,17000000
4419,23000000
4420,118000000
4421,12000000
4422,70000000
4423,13000000
4425,328000000
4426,171000000
4427,50000000
4428,14000000
4429,131000000
4431,290000000
4432,17000000
4433,65000000.01
4434,296000000
4435,217000000
4436,12000000
4437,19000000
4438,2360500000
4439,372000000
4440,74000000
4441,73000000
4442,89000000
4444,377000000
4445,30000000
4446,180000000
4447,3333000000
4448,24999999.99
4449,47000000
4450,40000000
4451,139000000
4452,1567625000
4453,11000000
4454,148000000
4455,182000000
4457,543000000
4458,121000000
4459,125000000
4461,37000000.01
4462,72000000.02
4463,159000000
4464,196000000
4465,94000000
4466,27000000
4467,1727000000
4468,114000000
4469,240000000
4470,3111000000
4471,2153000000
4472,13000000
4473,57000000
4475,58000000
4476,1709000000
4477,9429977414
4478,90000000
4479,170000000
4481,27000000
4482,176000000
4483,26000000
4484,12000000
4485,53999999.99
4486,31000000
4487,49999999.95
4488,25000000
4489,208000000
4490,1393775401
4491,199011653.5
4493,30000000
4494,457500000
4495,89000000
4497,93000000
4498,39499999.94
4499,477000000
4500,612000000
4501,5126000000
4502,590000000
4503,72500000
4504,699000000
4505,226999999.9
4507,568000000
4508,930000000
4510,115000000
4512,2414000000
4513,64960755.73
4515,185500000
4516,18000000
4517,1108000000
4522,4005000000
4523,4014.027421
4527,1015649408
4529,176000000
4546,37000000
4547,365000000
4548,172500000
4549,135000000
4551,439000000
4553,174000000
4555,798000000
4556,15000000
4557,17000000
4558,24500000
4559,452000000
4561,231000000
4564,151000000
4565,267000000
4566,27000000
4567,249000000
4568,341000000
4569,687000000
4570,15000000
4571,23000000
4572,28000000
4574,150000000
4575,138000000
4576,50000000
4577,98000000
4578,83000000
4579,173000000
4580,164000000
4581,539000000
4583,117000000
4584,700000000
4585,51000000.04
4586,121000000
4587,56000000.01
4588,20000000
4589,68000000
4591,13000000
4592,437000000
4593,17000000
4594,161000000
4596,157500000
4597,12000000
4600,182000000
4601,10999999.99
4603,240000000
4604,196500000
4606,55999999.99
4607,115000000
4608,58999999.99
4609,195000000
4610,55000000.03
4611,538000000.1
4612,26000000.02
4613,40000000
4614,174000000
4615,737999999.9
4616,33500000
4617,142000000
4619,67000000
4620,296000000
4622,92999999.98
4623,1407500000
4624,166000000
4625,27500000
4626,101000000
4627,1291072771
4628,17212443.25
4630,16000000
4633,14000000
4635,142000000
4636,401000000
4637,399000000
4638,96000000
4639,46000000
4641,2997712.134
4642,210000000
4643,164000000
4644,675000000
4646,70999999.99
4647,1619000000
4649,49000000
4652,234000000
4653,2552000000
4654,16724763.08
4655,27000000
4656,18748270.6
4657,35999999.99
4659,143000000
4661,55500000.02
4662,162000000
4663,91499999.99
4664,37000000
4665,6514972.78
4666,3463622.853
4667,29000000
4668,1470000000
4669,70000000.02
4670,11000000.01
4671,76591818.72
4672,9899728.951
4673,869824.4523
4674,556871.2591
4675,190000000
4676,770999999.9
4677,411000000
4678,855000000
4679,13000000
4680,26497914.82
4681,5201110.087
4682,30000000
4684,378499999.9
4685,174500000
4686,52000000
4687,3109494.792
4688,17000000
4690,25000000
4692,15795334.75
4693,15000000
4694,11000000
4697,13000000
4698,29000000
4699,38000000
4700,498000000
4701,55000000
4702,376000000
4703,32000000
4704,93000000
4707,33000000
4708,240000000
4709,21000000
4710,51000000
4711,420000000
4712,132000000
4713,102000000
4714,27000000
4715,40999999.98
4716,38499999.98
4721,11999999.99
4722,89000000
4723,869000000
4725,15999999.99
4726,14000000
4727,81000000
4728,58000000
4730,93000000
4731,103000000
4732,167000000
4733,12000000
4734,37000000
4735,92000000
4737,95000000
4738,26000000
4739,18000000
4740,36000000
4741,125000000
4742,45000000
4743,21000000.02
4744,57000000
4746,12000000
4747,19000000
4748,582000000
4749,96999999.98
4754,219000000
4755,40999999.99
4756,21000000
4757,15500000.01
4758,82000000
4759,12000000
4760,64000000
4761,110000000
4762,162000000
4763,105000000
4764,306000000
4765,171000000
4766,63000000
4768,57000000
4769,25000000
4770,70999999.99
4771,223500000
4774,35000000
4775,232000000
4776,14000000
4777,422000000
4778,21000000
4781,22000000
4782,88000000
4783,107000000
4784,53000000
4785,42000000
4786,175000000
4787,472000000
4788,68000000
4789,122000000
4790,358000000
4791,13000000
4792,19000000
4793,66000000
4794,31000000
4795,18000000
4796,12000000
4797,128000000
4798,75000000
4799,151000000
4800,31000000
4801,93000000
4803,38000000
4804,194000000
4805,118000000
4806,20000000
4807,132000000
4808,189000000
4809,744000000
4810,263000000
4811,18000000
4814,352000000
4815,36000000
4816,165000000
4817,14000000
4818,48000000
4819,38000000
4820,165000000
4821,51000000
4822,13000000
4824,125000000
4825,84000000
4826,14000000
4827,38000000
4828,58000000
4829,269000000
4831,99000000
4832,14000000
4833,13000000
4834,1035000000
4835,136000000
4836,28000000
4837,13000000
4839,48000000
4840,294000000
4841,237000000
4842,89000000
4843,154000000
4844,171000000
4845,430000000
4847,18000000
4848,72000000
4849,26000000
4850,13000000
4851,40999999.98
4852,35000000
4853,23000000
4854,37000000
4855,34000000
4856,36000000
4857,141000000
4858,82000000
4859,66000000
4860,129000000
4861,358000000
4862,28000000
4863,170000000
4864,165000000
4865,318000000
4866,63000000
4867,58000000
4868,74000000
4869,16000000
4870,73000000
4872,99000000
4873,11000000
4874,254000000
4875,34000000
4876,703000000
4877,644000000
4878,20000000
4879,20000000
4880,152000000
4881,70999999.99
4882,52000000
4883,66000000
4884,78000000
4886,15000000
4887,17000000
4888,12000000
4889,263000000
4890,19000000
4891,93000000
4892,183000000
4893,44000000
4894,77000000
4895,20000000.01
4896,70000000
4897,126000000
4898,103000000
4899,46000000
4900,1919500000
4901,1993000000
4902,126000000
4903,17000000
4904,85999999.99
4905,35000000
4906,16000000
4907,178730818.8
4908,12000000
4909,107000000
4910,14000000
4911,307000000
4912,18000000
4913,91000000
4914,73000000
4915,24000000
4917,185000000
4918,100000000
4919,49000000
4920,32000000
4921,299000000
4922,14000000
4923,20000000
4924,38000000
4925,1267000000
4926,64000000
4927,149000000
4928,24000000
4929,42000000
4930,25000000
4931,73000000.01
4932,127000000
4933,12000000
4934,81000000
4935,32000000
4936,50000000
4937,14000000
4938,8346244.243
4939,1149000000
4940,291000000
4941,142000000
4942,275000000
4943,23000000
4945,79000000
4946,408000000
4947,105000000
4948,41000000
4949,685500000
4950,223000000
4951,77000000
4952,19500000
4953,25000000
4955,22000000
4956,84000000
4957,103000000
4958,71000000
4959,22000000
4960,17000000
4961,19000000
4962,647000000
4963,159000000
4964,61000000
4965,1621000000
4966,11000000
4967,59000000
4968,19000000
4969,52000000
4970,122000000
4971,373000000
4972,55000000
4973,107000000
4974,200000000
4975,274000000
4976,90000000
4977,45000000
4978,23000000
4979,42000000
4980,53000000
4981,165000000
4982,53000000
4984,36000000
4985,13000000
4987,24999999.99
4988,40000000
4989,29000000
4990,1248000000
4991,209000000
4992,17000000
4994,42000000
4995,280000000
4996,1236000000
4997,23000000
4998,182000000
5001,19000000
5002,20000000
5003,41000000
5004,1287000000
5005,407000000
5006,1273000000
5007,15000000
5008,12000000
5009,62000000
5010,1910000000
5011,117000000
5012,87000000
5013,57000000
5014,45000000
5015,1608000000
5016,130000000
5017,242000000
5018,34999999.99
5019,32000000
5020,41000000
5021,25000000
5023,11000000
5024,169000000
5025,50000000
5026,738000000
5027,68000000
5030,105000000
5031,37000000
5032,40000000
5033,156000000
5034,39000000
5035,65000000
5036,15000000
5037,125000000
5038,26000000
5039,77999999.99
5040,180000000
5041,24000000
5042,97000000
5043,250000000
5044,14000000
5045,44000000
5046,147000000
5047,13000000
5048,42000000
5049,159850000
5052,54000000
5053,24000000
5054,32000000
5055,40000000
5056,37000000
5057,385000000
5058,27000000
5059,15000000
5060,12000000
5061,82999999.98
5063,20000000
5064,68000000
5065,22000000
5066,200000000
5067,270000000
5069,16000000
5070,125000000
5071,37000000
5072,63000000
5073,14000000
5074,357000000
5075,20000000
5078,66000000
5079,725000000
5080,37000000
5081,39000000
5082,124000000
5083,18000000
5084,18000000
5085,147000000
5086,74000000
5087,22000000
5088,35000000
5089,170000000
5090,37000000
5091,230000000
5092,150000000
5094,8673367219
5095,268000000
5096,97000000
5097,1375000000
5098,348000000
5099,121000000
5100,130000000
5101,93000000
5102,133000000
5103,130000000
5104,42000000
5105,218000000
5106,12000000
5107,35000000
5108,157000000
5110,159000000
5112,319000000
5113,30000000
5115,697000000
5116,90000000
5117,412000000
5118,61000000
5120,803000000
5121,54000000
5122,359000000
5124,69000000
5125,547000000
5126,12000000
5127,13000000
5128,21000000
5130,433500000
5131,51000000
5132,15000000
5133,50000000
5134,48000000.01
5135,145000000
5136,597000000
5137,19000000
5138,81000000
5139,180000000
5140,242000000
5141,331000000
5143,55000000
5144,144000000
5145,13000000
5146,27000000
5147,21000000
5148,110000000
5149,119000000
5150,86000000
5151,313000000
5152,1575000000
5153,721000000
5154,180000000
5156,36000000
5157,15500000
5158,38000000
5160,39000000
5161,69000000
5162,44000000
5163,14000000
5165,11000000
5166,17000000
5168,460000000
5169,14000000
5170,504000000
5171,221000000
5172,392000000
5173,464000000
5174,91999999.99
5175,25000000
5176,141000000
5177,740000000
5178,486000000
5180,719000000
5181,1229811416
5182,1904000000
5183,1814000000
5184,272000000
5186,22000000
5187,2024000000
5188,31000000
5189,222000000
5190,29000000
5191,103000000
5192,223000000
5193,294000000
5197,74000000
5198,1083000000
5200,20999999.99
5201,3660000000
5202,50418886.12
5203,1765000000
5204,870000000
5206,4283500000
5208,18975705.96
5209,1393000000
5218,10000000.03
5237,37000000
5274,150000000
5277,183000000
5278,56000000
5280,161000000
5281,691500000.1
5282,555000000
5284,687000000
5285,56999999.94
5287,594000000
5288,139000000
5289,208000000
5290,314000000
5291,32000000
5292,109000000
5293,392000000
5296,218000000
5297,271000000
5298,1315000000
5299,69000000
5300,125000000
5301,17999999.99
5302,43000000
5303,3328000000
5305,48999999.99
5306,171000000
5307,54000000
5308,10000000
5309,1166500000
5310,809000000
5312,1011500000
5313,55000000
5314,61000000.01
5316,67000000.01
5317,246999999.9
5319,78500000
5320,12000000
5321,98000000.02
5322,35000000
5323,1084000000
5326,25000000
5327,31000000
5328,1063000000
5329,401000000
5330,16000000
5332,502000000.1
5333,89000000
5335,124000000
5336,45000000
5338,267000000
5339,11000000
5340,521000000.1
5341,34000000
5342,489000000
5345,54875000.03
5346,70999999.99
5347,1191000000
5348,146000000
5349,24207952.89
5350,78000000
5352,23000000.01
5354,175000000
5356,413000000
5358,66999999.98
5360,17000000
5362,64000000
5363,49000000
5364,89999999.99
5365,209000000
5366,23000000
5367,102577805.7
5368,30000000
5369,227000000
5370,45000000
5371,397000000
5372,174000000
5373,49000000
5374,141000000
5375,193000000
5376,142000000
5377,12415986.15
5378,215000000
5379,127000000
5381,42000000
5382,23000000
5384,345000000
5385,90000000
5386,53000000
5387,21000000
5388,53000000
5389,10163550.05
5390,360000000
5391,167000000
5392,19000000
5393,202040977.6
5394,138862879.9
5395,307000000
5396,35000000
5398,3055500000
5400,253000000
5401,19000000
5402,13000000
5403,200000000
5404,22000000
5405,62000000
5407,129000000
5409,1414000000
5410,45000000
5411,15000000
5412,46000000
5414,55000000
5415,691000000
5416,189000000
5417,114000000
5418,155000000
5419,13000000
5420,248000000
5421,36000000
5422,58000000
5423,24000000
5424,13000000
5425,18000000
5426,289000000
5427,39000000
5428,46000000
5429,32000000
5430,43000000
5431,41000000
5432,133000000
5433,310000000
5434,272000000
5435,134000000
5436,30000000
5437,16000000
5438,72000000
5439,94000000
5440,201000000
5441,132000000
5442,36000000
5443,770000000
5444,11000000
5445,65000000.01
5446,14000000
5447,14000000
5448,326000000
5449,31000000
5450,293000000
5451,37000000
5452,122000000
5453,14000000
5454,13000000
5455,33000000
5456,319000000
5457,22000000
5458,22000000
5459,63000000
5460,620000000
5461,47000000
5462,12000000
5463,14000000
5464,309000000
5465,647000000
5466,154000000
5467,104000000
5468,206000000
5469,39000000
5470,476000000
5471,15000000
5472,147000000
5473,24000000
5474,23000000
5475,224000000
5476,42000000
5477,1816478680
5478,47000000
5479,261000000
5480,21000000
5481,23000000
5482,388000000
5483,384000000
5484,19000000
5485,184000000
5486,69000000
5487,365000000
5488,96000000
5489,82000000.01
5490,735000000
5491,53000000
5492,399000000
5493,113000000
5494,18000000
5495,265000000
5496,91999999.98
5497,26000000
5498,79000000
5499,98000000
5500,768000000
5501,32499999.98
5502,25000000
5503,41000000
5504,14000000
5505,187000000
5506,178000000
5507,41000000
5508,60000000
5509,135000000
5510,119000000
5511,34000000
5512,251000000
5513,78000000
5514,190000000
5515,12000000
5516,157000000
5517,24000000
5518,21000000
5519,22000000
5520,37000000
5521,50000000
5522,354000000
5523,192000000
5524,78000000
5525,59000000.01
5526,20000000
5527,418000000
5528,58000000
5529,16000000
5530,95000000
5531,1581000000
5532,12000000
5533,138000000
5534,204000000
5535,77000000
5536,14000000
5537,15000000
5538,102000000
5539,1115000000
5540,419000000
5541,222000000
5542,107000000
5543,43000000
5544,12000000
5545,18000000
5546,76000000
5547,56000000
5548,67000000
5549,621000000
5550,11000000
5551,665000000
5552,16000000
5553,175000000
5554,761000000
5555,262000000
5556,32000000
5557,23000000
5558,171000000
5559,17000000
5560,27000000
5561,344000000
5562,187000000
5563,16000000
5564,17000000
5565,32000000
5566,70000000
5567,29000000
5568,50000000
5569,91000000
5572,61000000
5573,41000000
5574,201000000
5575,215000000
5576,118000000
5577,154000000
5578,41000000
5579,438000000
5580,22000000
5581,180000000
5582,22000000
5584,85000000
5585,108000000
5586,147000000
5587,185000000
5588,33000000
5589,95000000
5590,151000000
5591,11000000
5592,286000000
5593,49000000
5594,52000000
5596,18000000
5597,122000000
5598,85000000
5599,10000000
5600,13000000
5601,26000000
5602,401000000
5603,32000000
5604,31000000
5605,223000000
5606,61000000
5607,26000000
5608,16000000
5609,739000000
5610,11000000
5611,104000000
5612,13000000
5613,22000000
5614,91000000
5617,45000000
5618,232000000
5620,11000000
5622,56000000
5623,110000000
5625,66000000
5626,98000000
5627,18000000
5629,17000000
5630,478000000
5631,404000000
5633,27000000
5634,1370000000
5636,15500000
5637,124000000
5638,36999999.99
5639,122000000
5640,45000000
5641,305000000
5642,59000000
5643,110000000
5644,54000000
5645,259000000
5647,257000000
5648,239000000
5649,16000000
5650,877000000
5651,1121000000
5652,63000000
5653,24000000
5654,78000000
5655,71000000
5656,263000000
5657,29000000
5658,237000000
5659,25000000
5661,25000000
5662,358000000
5663,351000000
5664,262000000
5665,36000000
5666,42000000
5667,92000000.04
5668,75000000
5669,12000000
5670,18000000
5671,51000000
5672,27000000
5673,11000000
5674,415000000
5675,18000000
5676,191000000
5678,181615419.9
5679,160000000
5680,81000000
5681,51000000
5682,22000000
5683,8104500000
5684,98999999.99
5685,45000000
5687,69000000
5688,57999999.98
5689,41000000
5691,1023000000
5692,43000000
5693,466000000
5694,272000000
5695,277000000
5696,1442000000
5697,28000000
5698,723000000
5699,14000000
5700,158000000
5701,13000000
5702,180000000
5703,234000000
5706,13000000
5707,17000000
5708,18000000
5709,44000000
5710,28000000
5711,227000000
5712,11000000
5713,116000000
5714,60000000
5715,48000000
5716,252000000
5717,156000000
5718,35000000
5719,187000000
5720,25000000
5721,527000000
5722,23000000
5723,24000000
5724,413000000
5725,391000000
5726,46000000
5727,1111000000
5728,404000000
5729,476000000
5730,1088000000
5731,14000000
5733,40000000
5734,47000000
5735,25000000
5736,787000000
5737,308000000
5738,11000000
5739,18000000
5740,37000000
5741,19000000
5742,147000000
5743,119000000
5744,130000000
5745,16000000
5746,731000000
5747,159000000
5748,321000000
5749,403000000
5750,764000000
5751,475000000
5752,304000000
5753,68000000
5754,31000000
5755,33999999.99
5756,83000000
5757,139000000
5758,200000000
5759,23000000
5760,31000000
5761,68000000
5762,23000000
5763,19000000
5765,122000000
5766,955000000
5768,27000000
5770,15000000
5771,43000000
5772,1225000000
5773,54000000
5774,73000000
5775,40000000
5776,39000000
5777,175000000
5778,38000000
5780,329000000
5781,27000000
5782,168000000
5783,64000000
5784,58000000
5786,1207000000
5787,17000000
5788,55000000
5789,19500000.01
5790,275000000.1
5791,124000000
5792,431000000
5793,365000000
5794,17000000
5795,2051000000
5796,187000000
5797,956000000
5798,29000000
5799,189000000
5801,278000000
5802,158500000
5803,348000000
5805,204000000
5807,54000000
5808,641000000
5809,15000000
5810,667000000
5811,33000000
5812,96000000
5813,261000000
5814,964000000
5815,1901000000
5816,319000000
5817,14000000
5818,314000000
5819,1932000000
5820,211000000
5823,909000000
5826,547000000
5828,14000000
5829,56000000
5830,22000000
5831,773000000
5834,326000000
5835,504000000
5836,14000000.01
5837,44000000
5839,1855000000
5840,2068000000
5841,41000000
5843,11000000
5846,34000000
5847,53999999.99
5848,396114741.1
5849,138000000
5852,1234000000
5854,953000000
5855,587000000
5857,95999999.98
5858,158000000
5859,49000000
5860,564000000
5862,618000000
5863,5799104947
5864,275000000
5865,1501000000
5866,46000000
5868,586000000
5870,67000000
5871,1237000000
5872,35000000.04
5873,64000000
5877,50000000
5878,1222000000
5880,220000000
5882,277000000
5884,964000000
5885,734000000
5889,274000000
5891,157000000
5952,59000000
5953,1262000000
5954,137000000
5955,52999999.99
5956,231000000
5957,87499999.97
5958,1417000000
5959,34000000
5960,233000000
5961,2081000000
5962,429000000
5963,67000000
5964,161000000
5965,1111000000
5966,636000000
5967,321500000
5969,30999999.99
5971,326000000
5973,202000000
5974,16000000
5975,31999999.99
5976,29000000
5977,32500000
5980,12000000
5981,41999999.99
5982,346000000
5983,248000000
5984,158000000
5985,422000000
5986,1899500000
5987,559000000
5988,563000000
5990,923500000
5991,228000000
5994,152000000
5995,107000000
5997,307000000
5998,543000000
5999,19000000
6001,27000000
6003,180000000
6004,979000000
6005,19490226.62
6006,14000000
6007,427000000
6008,122000000
6010,166000000
6012,116000000
6013,1198215822
6014,162500000
6016,212000000
6019,82000000
6020,307000000
6021,2293000000
6023,993999999.9
6024,56760288.96
6025,13000000.01
6026,27000000
6027,27000000
6028,85320303.75
6029,229040477.2
6030,782000000
6031,110000000
6032,3700731.645
6033,27000000
6034,10301331.9
6035,3668175.029
6036,56000000
