Cores,Mean
2513,13.36
2514,13.63
2515,13.49
2516,13.1
2517,13.1
2518,13.07
2519,13.96
2520,13.9
2521,13.12
2522,13.21
2523,13.03
2524,13.92
2525,13.45
2526,13.21
2527,13.25
2528,13.38
2529,13.34
2531,12.99
2532,13.25
2533,13.09
2534,13.33
2535,13.57
2536,13.49
2537,13.15
2538,13.4
2539,13.15
2541,13.08
2542,13.64
2543,13.11
2544,13.05
2545,13.29
2546,13.48
2547,13
2548,13.37
2549,13.44
2550,13.27
2551,11.78
2552,13.53
2553,13.27
2554,13.98
2555,13.83
2556,13.14
2557,14.9
2558,13.2
2559,13.72
2560,13.13
2561,13.06
2562,13.28
2563,13.16
2564,13.26
2565,13.77
2566,13.31
2567,13.26
2568,13.19
2569,13.16
2570,13.22
2571,13.27
2572,13.45
2574,14.03
2575,13.58
2576,13.75
2577,13.47
2578,13.65
2579,13.07
2580,13.15
2581,13.05
2582,13.14
2583,13.01
2584,13.55
2585,12.95
2586,13.27
2587,13.43
2588,15.8
2589,13.41
2590,13.6
2591,13.54
2592,13.48
2593,13.39
2594,13.68
2595,13.25
2596,13.93
2597,13.73
2598,13.62
2600,13.91
2601,13.39
2602,13.27
2603,13.52
2604,13.04
2605,13.47
2606,13.41
2607,13.13
2608,13.56
2609,13.35
2610,13.1
2611,13.54
2612,13.96
2613,12.33
2614,13.13
2616,13.78
2617,13.61
2618,13.05
2619,13.95
2620,13.07
2621,13.62
2622,13.94
2623,13.56
2624,13.5
2626,13.63
2627,13.47
2628,12.46
2629,13.77
2630,13.06
2631,13.06
2632,13.58
2633,13.85
2634,13.38
2635,13.9
2637,13.6
2638,13.18
2639,13.17
2640,13.16
2641,13.36
2642,13.93
2643,13.92
2644,13.59
2645,13.38
2646,13.64
2647,13.88
2648,13.78
2649,13.78
2650,13.4
2651,13.3
2652,13.12
2653,13.43
2654,13.09
2655,13.49
2656,13.9
2657,13.59
2658,13.09
2659,13.71
2660,13.66
2661,13.58
2662,13.92
2664,13.11
2665,13.48
2666,13.04
2667,13.91
2670,13.23
2671,13.09
2672,13.69
2673,13.96
2674,13.62
2675,13.46
2676,13.11
2677,13.14
2678,12.68
2680,13.57
2681,13.36
2682,12.98
2683,13.52
2684,13.56
2685,13.05
2686,13.04
2687,13.19
2688,13.18
2689,13.21
2690,13.03
2691,13.33
2692,13.41
2693,13.28
2694,13.41
2695,13.43
2696,13.65
2697,13.98
2698,13.18
2699,13.92
2700,13.09
2701,13.03
2703,13.57
2704,13.14
2705,13.34
2706,12.25
2707,13.09
2708,12.94
2709,13.82
2710,13.74
2711,13.46
2712,13.65
2713,13.07
2714,13.39
2715,13.5
2716,13.06
2717,13.02
2718,13.57
2719,13.07
2720,13.8
2722,13.6
2723,13.08
2724,13.17
2726,13.35
2727,13.72
2728,13.64
2729,13.87
2730,13.17
2732,13.56
2733,13.13
2734,13.96
2735,13.73
2736,13.14
2737,13
2738,13.67
2739,13.4
2740,13.24
2741,13.41
2742,13.43
2743,13.49
2744,13.77
2745,13.64
2746,13.85
2747,13.9
2748,13.49
2749,13.35
2750,13.78
2751,13.36
2752,13.43
2753,13.42
2754,13.96
2755,13.16
2756,13.77
2757,13.86
2758,13.93
2759,13.29
2760,13.53
2761,12.78
2763,13.6
2765,13.27
2766,13.62
2769,13.89
2770,13.93
2772,13.22
2773,13.93
2775,13.86
2776,13.5
2777,13.92
2778,13.34
2779,13.96
2780,13.76
2781,14.01
2782,13.94
2783,13.91
2784,14.05
2785,13.83
2786,13.98
2787,13.62
2788,14.03
2789,13.68
2790,14.02
2791,13.92
2792,13.93
2793,13.28
2794,13.89
2795,13.88
2796,13.59
2797,13.93
2798,13.26
2799,13.95
2800,13.89
2803,13.96
2804,13.78
2806,13.92
2807,13.46
2808,13.51
2809,13.87
2810,14.11
2811,13.86
2812,13.88
2813,13.88
2814,13.82
2815,13.54
2816,13.8
2817,13.68
2818,13.23
2819,13.16
2820,13.56
2821,12.95
2822,13.85
2823,12.89
2824,13.9
2825,13.99
2826,13.8
2827,13.89
2828,13.79
2829,13.87
2830,13.64
2832,14.07
2833,13.02
2834,14.36
2836,13.27
2837,13.52
2838,12.75
2839,13.68
2841,13.09
2842,13.14
2843,12.97
2844,13.89
2845,13.99
2846,12.66
2847,13.95
2848,13.82
2849,13.84
2850,13.95
2853,13.99
2855,13.77
2856,13.59
2858,13.25
2859,13.05
2860,13.13
2861,13.21
2862,13.47
2863,13.57
2864,13.54
2865,13.71
2866,13.84
2868,13.7
2869,13.96
2870,13.66
2871,13.45
2872,13.67
2873,13.19
2874,13.5
2875,12.54
2876,13.55
2877,13.25
2878,13.33
2880,13.88
2881,13.1
2884,13.64
2885,13.71
2887,13.15
2888,13.74
2889,13.7
2890,13.47
2892,13.26
2893,13.04
2894,13.26
2895,13.03
2896,13.24
2897,12.66
2899,14.02
2900,12.58
2901,13.99
2902,14
2903,13.81
2904,13.95
2905,13.54
2908,13.17
2909,13.45
2911,13.29
2912,13.59
2913,13.27
2914,13.76
2915,13.47
2916,13.58
2918,13.41
2919,13.24
2920,13.23
2922,12.81
2923,13.75
2924,13.64
2925,13.96
2927,13.02
2928,13.65
2929,13.45
2931,13.51
2932,13.83
2936,12.89
2937,13.93
2938,13.25
2939,13.42
2941,13.51
2943,13.89
2946,13.5
2947,13.6
2948,13.62
2949,13.24
2950,13.52
2951,13.19
2953,13.94
2954,13.3
2955,13.47
2956,13.67
2957,13.51
2959,12.92
2960,12.16
2961,12.98
2963,13.91
2964,13.26
2967,13.79
2968,13.37
2969,13.53
2971,13.33
2973,13.6
2974,13.38
2975,13.29
2976,13.4
2977,13.71
2978,13.41
2980,13.41
2981,13.61
2982,13.25
2983,13.67
2984,13.07
2985,13.48
2986,13.58
2987,13.75
2988,13.36
2989,13.9
2990,13.46
2991,13.47
2993,13.99
2994,13.65
2995,13.78
2996,13.58
2997,13.55
2998,12.99
3000,13.52
3001,13.88
3002,13.92
3003,13.96
3004,14
3005,13.99
3006,13.87
3007,13.5
3008,13.54
3009,13.13
3010,13.51
3011,13.5
3013,12.73
3014,13.51
3015,13.42
3016,12.53
3017,12.47
3018,13.39
3019,12.63
3020,13.49
3021,13.07
3022,13.34
3023,13.51
3024,12.82
3025,13.12
3026,12.72
3027,13.47
3029,13.54
3030,13.4
3031,14.08
3032,13.7
3033,13.08
3034,13.28
3036,13.15
3037,14.37
3038,15.2
3039,14.61
3040,14.59
3041,14.65
3042,15.02
3043,14.68
3044,14.92
3045,14.75
3046,14.91
3047,14.56
3048,14.5
3050,14.27
3052,14.59
3053,14.26
3054,14.08
3055,14.65
3056,14.25
3059,14.66
3061,0
3062,14.34
3063,13.94
3064,14.38
3065,14.3
3066,14.64
3067,14.48
3069,14.66
3070,14.64
3071,0
3072,14.27
3073,15.02
3074,14.49
3075,14.57
3077,14.79
3078,14.39
3079,14.56
3080,14.84
3081,14.35
3082,14.47
3083,14.46
3084,14.55
3085,14.85
3086,14.29
3088,14.77
3090,14.7
3091,14.6
3092,14.08
3093,0
3095,14.49
3097,14.61
3098,14.32
3099,14.18
3101,13.95
3103,14.07
3105,14.32
3106,14.85
3107,14.98
3108,14.05
3109,14.19
3112,14.23
3113,14.67
3114,14.26
3115,14.27
3116,14.25
3117,14.12
3118,14.39
3120,14.46
3122,14.26
3123,14.15
3124,14.52
3125,14.1
3126,14.8
3129,14.43
3132,14.38
3133,14.46
3134,14.7
3135,14.52
3136,14.9
3138,15.07
3139,14.71
3141,14.54
3142,14.49
3143,14.3
3144,13.79
3146,15.52
3147,15.55
3148,14.06
3150,14.52
3151,14.48
3152,14.52
3153,14.6
3155,14.78
3156,14.07
3157,14.5
3159,14.7
3161,13.57
3162,14.14
3163,14.6
3165,14.23
3166,14.47
3169,15.37
3170,14.31
3171,14.25
3172,14.03
3173,14.55
3175,14.23
3176,13.92
3177,14.61
3180,14.28
3181,14.19
3182,14.37
3183,13.94
3184,14.74
3185,13.6
3186,14.84
3187,14.1
3188,15.13
3189,14.43
3190,14.12
3191,14.22
3192,14.22
3193,13.99
3194,14.3
3195,14.16
3197,14.58
3198,14.6
3199,13.28
3200,14.6
3201,13.53
3202,14.74
3206,14.74
3207,14.56
3208,14.2
3209,14.58
3210,14.59
3212,14.07
3213,14.27
3214,14.35
3215,14.05
3217,14
3220,14.46
3221,14.68
3222,13.32
3223,14.3
3224,14.66
3225,15
3227,13.93
3228,14.24
3229,14.06
3230,14.6
3231,14.32
3232,14.05
3233,14.29
3234,14.07
3235,14.41
3236,14.11
3237,14.15
3238,14.05
3240,14.8
3241,14.45
3243,14.19
3245,14.36
3247,14.12
3248,14.13
3249,14.59
3250,14.2
3251,14.3
3254,13.8
3255,13.95
3256,14.37
3257,14.32
3258,14.08
3259,14.07
3260,14.35
3261,14.21
3262,14.63
3263,14.28
3264,14.08
3265,14.08
3266,14.17
3267,14.08
3268,13.99
3269,14.24
3270,14.46
3271,14.84
3272,14.27
3273,14.41
3274,14.82
3276,14.56
3277,14.1
3278,14.5
3279,14.37
3280,14.4
3281,14.18
3282,14.48
3283,14.11
3284,14.4
3285,14.13
3286,13.93
3287,14.3
3288,14.55
3290,14.72
3291,14.08
3292,14.57
3293,14.02
3294,14.18
3295,14.75
3296,14.05
3298,14.33
3299,14.02
3300,14.1
3301,14.74
3302,14.39
3303,14.23
3304,14.76
3305,14.98
3306,14.12
3307,14.95
3308,14.69
3309,14.17
3310,14.37
3311,14.03
3312,14.35
3314,14.02
3315,14.37
3316,14.91
3317,14.33
3318,14.81
3319,14.06
3320,14.85
3321,14.25
3322,14.12
3323,14.46
3324,14.58
3325,14.61
3327,14.6
3328,14.6
3329,14.14
3330,14.06
3331,14.81
3333,14.07
3334,14.22
3335,14.8
3336,14.7
3337,14.31
3338,14.25
3339,14.46
3341,13.97
3342,13.9
3343,14.09
3344,14.81
3345,14.14
3346,14.46
3347,14.97
3348,14.96
3349,14.79
3351,14.53
3352,14.85
3354,14.96
3355,14.7
3356,14.83
3357,14.38
3359,12.54
3360,14.7
3362,14.3
3363,13.98
3364,14.33
3365,14.09
3369,14.08
3370,14.15
3371,14.01
3372,14.61
3373,13.89
3374,14.09
3378,14.55
3380,14.98
3381,13.88
3382,13.9
3383,14.76
3384,14.94
3385,14.75
3387,14.19
3390,14.49
3391,14.4
3392,14.15
3394,15.04
3395,14.39
3397,15
3398,14.12
3399,14.1
3400,14.14
3401,14.21
3403,14.85
3404,14.04
3405,14.27
3406,14.17
3407,13.82
3408,14.51
3410,14.8
3411,14.5
3412,14.77
3413,14.24
3414,14.18
3415,15.21
3416,14.97
3417,14.41
3418,14.44
3419,14.68
3420,14.09
3422,14.23
3423,14.62
3424,14.41
3425,14.36
3427,14.94
3429,13.94
3430,14.42
3431,14.07
3432,14.06
3434,14.37
3435,14.64
3436,14.07
3438,13.88
3439,14.88
3440,13.87
3441,14.33
3442,14.19
3443,14.02
3444,14.44
3446,14.22
3447,14.52
3448,14.93
3449,14.51
3450,14.39
3451,14.47
3452,14.71
3453,14.37
3454,14.05
3456,14.83
3457,14.72
3458,14.27
3459,14.26
3460,13.96
3461,14.21
3462,14.84
3463,14.03
3464,14.31
3465,14.3
3466,14.31
3467,14.81
3468,13.92
3469,14.03
3471,14.28
3472,14.42
3473,14.57
3474,14.11
3475,14.09
3476,14.43
3477,14.13
3479,14.42
3480,14.08
3481,14.03
3482,14.49
3484,14.79
3485,14.35
3487,14.36
3489,13.86
3491,14.6
3492,14.66
3495,14.19
3496,14.44
3497,14.36
3499,14.71
3500,14.13
3501,14.06
3502,14.89
3503,14.31
3504,14.34
3505,14.27
3506,14.83
3507,14.79
3508,14.32
3509,14.11
3510,14.89
3511,14.3
3513,14.82
3514,14.86
3515,14.42
3516,14.23
3517,14.36
3518,14.21
3519,14.78
3520,14.9
3521,14.08
3522,13.79
3523,14.23
3524,14.46
3525,14.21
3526,14.67
3527,14.29
3529,14.54
3530,13.31
3531,14.37
3532,14.19
3533,14.67
3534,14.21
3535,14.6
3536,14.69
3537,14.37
3538,14.01
3539,14.89
3540,14
3541,14.27
3542,14.28
3543,14.41
3544,14.58
3546,14.79
3547,14.86
3548,14.88
3550,14.09
3551,14.28
3553,14.44
3555,14.32
3556,14.88
3557,14.36
3559,14.22
3560,14.47
3561,14.84
3562,14.96
3563,14.85
3564,14.15
3566,14.58
3567,14.14
3569,14.84
3571,13.75
3573,14.04
3574,14.28
3575,14.31
3577,14.13
3580,13.98
3581,14.42
3582,14.65
3583,14.58
3584,14.65
3585,14.09
3588,14.67
3589,14.93
3590,14.84
3591,14.35
3592,14.4
3593,13.05
3594,14.47
3595,14.52
3596,14.58
3597,14.85
3599,14.15
3600,14.1
3601,14.03
3602,14.04
3603,14.45
3604,14.22
3605,14.96
3606,14.85
3607,14.02
3608,14.82
3610,12.84
3612,14.72
3613,14.98
3614,14.78
3615,14.35
3616,14.12
3617,14.01
3618,14.31
3619,12.55
3620,14.42
3621,14.04
3622,14.43
3623,14.07
3624,14.07
3625,14.04
3626,14.52
3627,14.94
3628,14.01
3629,14.66
3630,14.1
3631,14.52
3632,14.29
3633,14.56
3634,14.5
3635,14.34
3636,13.41
3637,14.56
3638,14.26
3639,14.59
3640,14.38
3641,14.67
3642,13.43
3643,14.56
3644,14.6
3645,14.56
3647,14.57
3648,14.25
3649,14.41
3650,14.62
3651,14.11
3653,14.59
3654,14.64
3656,14.41
3657,14.27
3658,14.33
3660,14.51
3662,14.96
3663,14.67
3664,14.97
3665,13.79
3667,13.93
3668,14.63
3670,14.94
3672,14.73
3673,13.98
3677,14.48
3678,13.83
3679,14.28
3680,13.73
3681,14.51
3682,14.39
3683,14.71
3684,14.88
3685,14.38
3686,14.81
3687,13.98
3688,13.7
3690,13.32
3691,14.52
3692,13.73
3693,14.22
3694,13.7
3695,13.79
3696,14.05
3697,14.66
3698,13.85
3699,14.44
3700,14.84
3701,14.35
3702,14.03
3705,14.33
3706,13.74
3707,1.1
3708,1.16
3709,0.74
3710,1.95
3712,1.36
3713,1.15
3715,1.56
3716,2
3717,1.71
3718,1.79
3719,1.28
3720,1.41
3721,1.42
3723,0.85
3725,1.38
3727,1.6
3728,0.98
3729,1.44
3731,1.25
3732,1.58
3733,1.02
3734,1.51
3735,1.87
3736,1.04
3737,1.48
3739,1.85
3740,1.7
3742,0.64
3743,1.67
3744,1.4
3745,1.82
3746,1.01
3748,1.27
3749,0.73
3751,1.56
3752,1.2
3753,1.83
3754,1.78
3756,1.48
3757,1.16
3758,1.01
3759,1.84
3761,1.94
3762,1.91
3764,1.4
3766,1.57
3767,1.56
3768,1.43
3769,1.16
3771,1.47
3772,0.91
3774,-0.45
3775,0.91
3776,1.47
3778,1.47
3779,1.54
3780,1.11
3781,1.64
3782,1.34
3784,1.43
3785,1.37
3786,1.28
3787,1.51
3788,1.76
3789,1.25
3790,1.25
3791,1.6
3792,0.22
3793,1.54
3794,1.26
3795,1.36
3796,1.37
3797,1.1
3798,1.05
3799,1.13
3800,1.01
3801,1.39
3802,1.24
3803,0.45
3804,0.99
3805,1.07
3806,1.16
3808,0.77
3809,1.3
3810,0.93
3811,0.75
3812,1.12
3813,1.13
3814,1.45
3815,1.27
3816,1.54
3817,1.47
3820,1.86
3823,1.49
3824,0.82
3825,0.87
3827,1.92
3828,1.29
3829,2.54
3831,1.46
3832,1.83
3833,1.42
3834,1.5
3835,1.62
3836,1.38
3837,1.19
3838,1.14
3839,0.87
3840,1.82
3841,1.32
3844,1.35
3845,1.63
3846,2.52
3847,1.42
3848,1.19
3849,1.09
3850,1.42
3851,1.07
3852,1.74
3853,1.2
3854,1.42
3855,1.14
3856,1.05
3857,1.51
3858,1.44
3859,0.91
3860,1.4
3861,1.45
3862,1.53
3863,2.19
3864,1.49
3865,1.42
3866,1.25
3867,1.42
3868,1.32
3869,1.77
3870,1.39
3871,1.28
3872,0.51
3873,0.64
3874,1.52
3875,1.94
3876,1.3
3877,1.08
3879,-0.93
3881,0.66
3882,1.4
3883,1.03
3884,1.3
3885,-0.44
3886,1.74
3887,1.38
3889,1.06
3890,1.3
3891,1.84
3892,1.45
3893,1.33
3894,1.52
3895,0.84
3896,1.49
3897,1.27
3899,1.38
3900,1.37
3901,-0.12
3902,0.7
3903,1.09
3904,1.47
3905,0.63
3906,1.45
3907,0.58
3908,1.02
3909,0.99
3910,15.98
3911,15.52
3912,15.66
3913,15.74
3915,15.62
3916,15.59
3917,16.01
3918,15.54
3919,16.14
3920,15.61
3921,15.59
3922,15.98
3923,15.55
3924,15.61
3925,15.91
3926,15.41
3927,15.23
3929,15.58
3930,15.09
3931,15.73
3932,15.4
3933,15.56
3934,15.16
3935,15.65
3936,15.98
3937,15.26
3938,15.51
3939,15.93
3940,15.07
3941,15.93
3942,15.56
3943,15.65
3944,15.94
3945,15.24
3946,15.1
3947,15.7
3948,15.4
3950,15.37
3951,15.49
3952,15.58
3954,15.61
3955,15.59
3957,15.53
3960,15.69
3961,15.58
3963,15.63
3964,15.98
3966,15.81
3967,15.62
3968,14.16
3969,15.5
3970,15.59
3972,15.56
3975,15.17
3976,15.59
3977,15.79
3978,15.37
3979,15.59
3980,15.72
3981,15.54
3982,15.34
3983,15.4
3984,15.45
3985,15.43
3986,15.71
3987,15.34
3988,14.31
3990,14.88
3991,15.16
3992,15.76
3994,15.64
3996,15.31
3997,15.64
3998,16
3999,15.53
4000,15.31
4003,0
4004,15.69
4005,15.13
4007,15.27
4008,14.83
4010,15.35
4011,16.44
4012,15.66
4013,15.28
4014,16.06
4016,15.14
4017,15.89
4018,15.09
4019,15.34
4020,14.87
4021,15.46
4022,0
4023,15.15
4024,15.25
4025,0
4028,15.38
4029,14.93
4030,15.26
4031,16
4032,15.68
4033,15.69
4034,15.9
4035,15.65
4036,15.65
4037,14.46
4038,15.45
4041,15.88
4042,15.19
4043,15.86
4044,15.39
4045,15.32
4046,15.64
4047,15.57
4048,15.72
4049,15.5
4050,15.54
4051,15.73
4052,15.32
4053,15.22
4054,15.56
4055,15.14
4056,15.63
4057,0
4058,15.43
4059,15.45
4060,15.69
4061,15.27
4062,15.14
4063,15.26
4064,15.14
4065,15.59
4067,15.55
4068,15.8
4069,15.37
4070,15.2
4071,14.63
4072,15.27
4073,15.53
4074,15.43
4075,15.58
4076,15.13
4077,15.07
4078,15.21
4079,15.16
4080,15.15
4081,15.51
4082,15.82
4083,15.03
4085,15.54
4086,15.41
4087,15.08
4088,15.18
4089,15.08
4090,15.16
4091,15.03
4092,15.44
4093,15.1
4094,15.58
4096,14.94
4097,14.74
4098,15.02
4099,15.09
4101,15.94
4102,15.59
4103,15.22
4104,15.46
4106,15.11
4107,15.95
4108,14.83
4110,14.64
4111,15.05
4112,15.24
4113,15.24
4115,15.06
4116,14.95
4117,15.32
4118,15.25
4119,15.41
4120,15.96
4121,15.32
4122,15.36
4123,15.42
4124,15.13
4125,15.3
4126,15.49
4128,15.45
4129,15.27
4130,15.9
4132,15.13
4133,15.9
4134,15.75
4135,15
4136,15.64
4137,15.27
4138,15.72
4139,15.54
4140,15.53
4141,15.41
4142,15.55
4143,15.48
4144,15.57
4145,15.33
4146,15.39
4147,15.52
4148,15.09
4150,15.19
4151,15.07
4152,15.3
4153,15.31
4154,15.3
4155,15.32
4156,15.67
4157,15.11
4158,15.09
4159,15.3
4161,15.04
4162,15.52
4163,15.57
4164,15.06
4165,15.33
4166,15.53
4167,15.83
4169,15.92
4170,15.79
4172,15.16
4173,15.67
4175,15.7
4176,15.95
4177,15.46
4178,15.77
4179,15.06
4180,15.87
4182,15.53
4183,15.82
4184,15.73
4185,15.73
4186,15.42
4187,15.78
4188,15.87
4190,15.23
4191,15.17
4192,15.57
4193,15.92
4196,15.92
4197,15.12
4198,15.97
4199,15.34
4202,15.02
4203,15
4204,15.06
4205,15.75
4206,15.54
4207,15.42
4208,15.54
4209,15.05
4210,15.77
4211,15.06
4212,15.17
4213,15.68
4214,15.64
4215,15.13
4216,15.72
4217,15.52
4218,15.93
4219,15.32
4220,15.48
4221,15.51
4222,15.35
4223,15.03
4224,15.26
4225,15.14
4226,15.91
4227,15.28
4228,15.83
4229,16.03
4230,15.06
4231,15.01
4233,15.89
4234,15.99
4235,15.72
4236,15.95
4237,15.09
4238,15.97
4239,15.91
4240,15.87
4241,15.61
4242,15.81
4243,15.6
4244,15.27
4245,15.73
4247,15.05
4248,15.04
4249,15.71
4250,15.62
4251,15.75
4253,14.69
4254,15.58
4255,15.06
4256,15.62
4258,15.31
4259,15.46
4260,15.18
4261,15.8
4262,15.99
4264,15.53
4265,15.17
4266,15.73
4267,15.21
4268,15.58
4269,15.62
4271,15.98
4272,16
4274,15.63
4275,15.64
4276,15.38
4277,15.99
4278,15.88
4279,15.74
4280,15.75
4282,15.31
4283,15.38
4284,15.47
4285,15.23
4286,15.88
4287,15.92
4288,15.93
4289,15.62
4290,15.66
4292,15.6
4293,15.45
4294,15.1
4295,15.34
4297,14.97
4299,15.47
4301,14.47
4302,15.34
4303,15.94
4304,15.75
4305,15.66
4306,14.99
4307,15.98
4308,15.18
4309,15.73
4310,15.3
4311,15.97
4312,15.96
4313,15.19
4314,15.4
4315,14.91
4316,15.44
4317,14.94
4318,15.56
4319,15.59
4320,15.31
4321,15.17
4322,15.52
4323,15.11
4325,15.99
4326,15.72
4328,15.55
4329,15.7
4330,14.49
4332,15.89
4333,15.5
4334,15.84
4335,15.64
4336,15.13
4337,15.39
4338,15.55
4339,16
4340,15.25
4341,15.95
4342,15.3
4343,15.4
4344,14.87
4345,15.74
4346,15.78
4347,15.86
4348,14.86
4349,15.9
4350,15.68
4352,15.79
4353,15.53
4354,15.18
4355,15.24
4356,15.91
4357,16
4358,15.45
4359,15.41
4360,15.83
4361,15.9
4362,15.23
4363,15.97
4364,15.95
4365,14.6
4366,15.16
4367,15.27
4368,15.92
4369,15.01
4370,15.25
4371,15.59
4372,15.24
4373,15.87
4375,15.06
4378,15.91
4379,15.09
4380,15.08
4381,15.6
4382,15.11
4384,14.83
4385,15.18
4387,15.27
4388,15.89
4389,15.16
4390,15.92
4391,15.82
4392,15.81
4393,15.93
4394,15.86
4395,15.49
4396,15.53
4397,15.14
4398,15.83
4399,14.9
4400,15.46
4401,15.48
4402,15.21
4404,15.03
4405,15.29
4407,15.52
4408,15.68
4409,15.16
4410,15.08
4411,15.52
4412,15.38
4413,15.11
4414,15.57
4415,15.77
4416,15.38
4417,14.81
4418,15.53
4419,15.43
4420,15.91
4421,15.3
4422,15.48
4423,15.96
4425,15.75
4426,15.95
4427,15.55
4428,15.37
4429,15.75
4431,15.85
4432,15.96
4433,15.93
4434,15.73
4435,15.64
4436,15.71
4437,15.65
4438,15.56
4439,15.48
4440,15.21
4441,15.65
4442,15.54
4444,15.61
4445,15.96
4446,15.88
4447,15.35
4448,15.31
4449,15.94
4450,15.02
4451,15.86
4452,15.4
4453,15.93
4454,15.62
4455,15.33
4457,15.2
4458,15.93
4459,15.53
4461,15.02
4462,15.09
4463,15.75
4464,15.9
4465,15.91
4466,15.7
4467,15.44
4468,15.16
4469,15.54
4470,15.63
4471,15.64
4472,15.97
4473,15.26
4475,15.94
4476,15.58
4477,15.55
4478,15.18
4479,15.89
4481,15.67
4482,15.16
4483,15.45
4484,15.44
4485,15.65
4486,15.28
4487,15.84
4488,15.68
4489,15.39
4490,15.42
4491,15.6
4493,15.02
4494,15.65
4495,15.79
4497,15.46
4498,15.26
4499,15.81
4500,15.3
4501,15.54
4502,15.2
4503,15.01
4504,15.56
4505,15.15
4507,15.84
4508,15.63
4510,15.82
4512,15.53
4513,15.78
4515,15.38
4516,15.99
4517,15.47
4518,15.67
4520,15.58
4522,15.48
4523,15.59
4524,15.3
4525,14.94
4527,15.66
4528,15.61
4529,15.58
4531,15.6
4532,14.76
4534,15.94
4535,14.42
4536,15.53
4537,15.06
4538,14.64
4539,15.46
4541,14.78
4542,14.49
4543,15.73
4546,16.36
4547,16.72
4548,16.54
4549,16.5
4551,16.46
4553,17.22
4555,16.39
4556,16.39
4557,16.56
4558,16.11
4559,16.42
4561,16.07
4564,16.31
4565,16.27
4566,16.03
4567,16.29
4568,16.49
4569,16.35
4570,16.4
4571,16.17
4572,16.15
4574,16.13
4575,16.07
4576,16.04
4577,16.14
4578,16.05
4579,16.27
4580,16.18
4581,16.27
4583,16.52
4584,16.32
4585,16.15
4586,16.52
4587,16.05
4588,16.68
4589,16.53
4591,16.8
4592,16.45
4593,16.68
4594,16.44
4596,17.32
4597,16.45
4600,16.44
4601,19
4603,16.64
4604,16.48
4606,16.68
4607,16.62
4608,17.6
4609,15.93
4610,16.02
4611,16.62
4612,16.3
4613,16.64
4614,16.65
4615,16.66
4616,16.94
4617,16.36
4619,16.48
4620,16.78
4622,15.77
4623,16.7
4624,15.93
4625,16.41
4626,16.06
4627,16.34
4628,16.01
4629,0
4630,16.87
4632,15.97
4633,16.76
4635,16.36
4636,16.23
4637,16.37
4638,16.41
4639,16.3
4641,15.9
4642,16.43
4643,16.69
4644,16.46
4646,16.28
4647,16.53
4649,15.01
4652,16.57
4653,16.41
4654,16.31
4655,15.7
4656,16.47
4657,17.65
4659,16.81
4661,16.33
4662,16.84
4663,16.92
4664,15.89
4665,16.62
4666,16.35
4667,16.12
4668,16.48
4669,16.1
4670,16.31
4671,16.64
4672,16.3
4673,0
4674,0
4675,16.41
4676,16.45
4677,16.63
4678,16.39
4679,16.18
4680,16.91
4681,16.6
4682,16.25
4684,16.67
4685,16.6
4686,16.58
4687,16.8
4688,16.19
4690,16.78
4692,16.73
4693,16.24
4694,16.41
4697,15.44
4698,15.88
4699,15.95
4700,16.52
4701,16.22
4702,16.85
4703,16.96
4704,15.4
4707,16.37
4708,16.6
4709,16.2
4710,16.94
4711,16.25
4712,16.79
4713,16.11
4714,15.79
4715,16.41
4716,16.05
4721,16.81
4722,16.1
4723,16.54
4725,16.09
4726,16.28
4727,16.99
4728,16.57
4730,16.51
4731,16.95
4732,16.86
4733,16.56
4734,16.95
4735,16.39
4737,16.32
4738,16.09
4739,15.98
4740,16.42
4741,16.67
4742,16.12
4743,17.58
4744,16.4
4746,16.55
4747,16.69
4748,16.5
4749,16.46
4754,16.56
4755,16.41
4756,16.56
4757,16.03
4758,16.12
4759,16.98
4760,16.41
4761,16.84
4762,15.71
4763,16.09
4764,16.16
4765,16.1
4766,16.08
4768,16.11
4769,16.9
4770,16.6
4771,16.72
4772,16.48
4773,17.63
4774,16.48
4775,16.28
4776,17
4777,16.7
4778,16.09
4779,16.53
4781,16.45
4782,16.36
4783,16.12
4784,16.33
4785,16.1
4786,16.17
4787,16.06
4788,16.41
4789,16.62
4790,16.06
4791,16.08
4792,16.23
4793,16.28
4794,16.91
4795,16.88
4796,15.88
4797,16
4798,16.01
4799,16.45
4800,16.05
4801,16.66
4803,16.24
4804,16.04
4805,16.73
4806,16.11
4807,16.07
4808,16.2
4809,16.5
4810,16.14
4811,16.12
4814,16.13
4815,16.07
4816,16.17
4817,16.29
4818,16.05
4819,16.12
4820,16.01
4821,16.1
4822,17.01
4824,16.06
4825,16.26
4826,15.91
4827,16.11
4828,16.07
4829,16.17
4831,16.15
4832,16.2
4833,16.18
4834,16.12
4835,16.47
4836,16.59
4837,16.22
4839,16.07
4840,16.19
4841,16.29
4842,16.06
4843,16.15
4844,16.65
4845,16.7
4847,15.98
4848,16.18
4849,16.21
4850,16.28
4851,16.18
4852,16.09
4853,16.05
4854,16.13
4855,16.37
4856,16.23
4857,16.5
4858,16.26
4859,16.46
4860,16.57
4861,16.18
4862,16.12
4863,16.14
4864,16.21
4865,16.53
4866,16.56
4867,16.42
4868,16.19
4869,16.21
4870,16.11
4872,16.38
4873,16.56
4874,16.56
4875,16.19
4876,16.21
4877,16.61
4878,16.05
4879,16.83
4880,16.46
