Cores,Mean
4881,16.32
4882,16.15
4883,16.53
4884,16.48
4886,16.29
4887,16.19
4888,16.08
4889,16.2
4890,16.07
4891,16.61
4892,16.2
4893,16.32
4894,16.33
4895,15.95
4896,16.1
4897,16
4898,16.14
4899,16.23
4900,16.27
4901,16.3
4902,16.94
4903,15.98
4904,16.67
4905,16.62
4906,16.36
4907,16.4
4908,15.03
4909,16.09
4910,15.95
4911,16.63
4912,16.7
4913,16.25
4914,16.9
4915,16.06
4916,16.23
4917,16.49
4918,16.06
4919,16.46
4920,16.66
4921,16.27
4922,16.81
4923,16.91
4924,16.93
4925,16.77
4926,16.7
4927,16.76
4928,16.56
4929,16.11
4930,16.53
4931,16.95
4932,16.54
4933,16.6
4934,16.34
4935,16.47
4936,16.63
4937,16.6
4938,15.83
4939,16.68
4940,16.83
4941,16.44
4942,16.82
4943,16.5
4945,16.48
4946,16.5
4947,16.5
4948,16.12
4949,16.65
4950,16.06
4951,16.83
4952,16.77
4953,16.67
4955,16.6
4956,16.94
4957,16.04
4958,16.63
4959,16.16
4960,16.89
4961,16.95
4962,16.66
4963,16.2
4964,16.94
4965,16.41
4966,16.86
4967,16.26
4968,16.72
4969,16.33
4970,16.78
4971,16.69
4972,16.43
4973,16.29
4974,16.7
4975,16.33
4976,16.58
4977,16.9
4978,16.79
4979,16.61
4980,16.9
4981,16.11
4982,16.15
4984,16.89
4985,16.08
4987,16.02
4988,16.32
4989,16.38
4990,16.39
4991,16.23
4992,16.25
4994,16.22
4995,16.11
4996,16.65
4997,17
4998,16.51
5000,16.13
5001,16.99
5002,16.98
5003,16.86
5004,16.23
5005,16.96
5006,16.68
5007,16.51
5008,16.98
5009,16.42
5010,16.52
5011,16.45
5012,16.42
5013,16.98
5014,16.06
5015,16.76
5016,16.89
5017,16.12
5018,16.03
5019,16.59
5020,16.55
5021,16.72
5022,16.42
5023,16.45
5024,16.61
5025,16.7
5026,16.61
5027,16.98
5030,16.79
5031,16.78
5032,16.97
5033,16.9
5034,16.39
5035,16.4
5036,16.57
5037,16.18
5038,17
5039,16.27
5040,16.73
5041,16.76
5042,16.66
5043,16.84
5044,16.8
5045,16.4
5046,16.29
5047,16.45
5048,16
5049,16.21
5051,16.13
5052,16.78
5053,16.75
5054,16.19
5055,16.84
5056,16.2
5057,16.36
5058,16.28
5059,16.44
5060,16.68
5061,16.15
5063,16.87
5064,16.49
5065,16.6
5066,16.38
5067,16.95
5069,16.7
5070,16.9
5071,16.55
5072,16.37
5073,16.2
5074,16.58
5075,16.43
5078,16.78
5079,16.64
5080,16.71
5081,16.92
5082,16.57
5083,16.53
5084,16.99
5085,16.63
5086,16.61
5087,16.73
5088,16.37
5089,16.58
5090,16.62
5091,16.25
5092,16.67
5094,16.53
5095,16.27
5096,16.95
5097,16.68
5098,16.85
5099,16.73
5100,16.86
5101,16.64
5102,16.72
5103,16.9
5104,16.02
5105,16.58
5106,16.58
5107,16.73
5108,16.94
5110,16.7
5111,15.9
5112,16.51
5113,16.09
5114,16.36
5115,16.65
5116,16.16
5117,16.85
5118,16
5120,16.9
5121,16.72
5122,16.78
5124,16.97
5125,16.86
5126,16.79
5127,16.78
5128,16.58
5130,16.49
5131,16.44
5132,16.75
5133,16.49
5134,16.93
5135,16.86
5136,16.85
5137,16.97
5138,16.76
5139,16.78
5140,16.81
5141,16.94
5143,16.76
5144,16.91
5145,16.79
5146,16.92
5147,16.65
5148,16.8
5149,16.86
5150,16.95
5151,16.91
5152,16.67
5153,16.82
5154,16.83
5155,15.6
5156,16.98
5157,17.01
5158,16.89
5160,16.88
5161,16.77
5162,16.87
5163,17.02
5165,16.9
5166,16.99
5168,16.19
5169,16.94
5170,16.25
5171,16.39
5172,16.46
5173,16.24
5174,16.87
5175,16.96
5176,16.77
5177,16.7
5178,16.79
5180,16.91
5181,16.49
5182,16.41
5183,16.56
5184,16.92
5185,16.3
5186,16.94
5187,16.56
5188,16.34
5189,16.92
5190,16.99
5191,16.86
5192,16.84
5193,16.88
5197,16.12
5198,16.44
5199,16.96
5200,16
5201,16.62
5202,16.45
5203,16.58
5204,16.46
5206,16.55
5207,16.06
5208,16.21
5209,16.65
5210,16.43
5212,16.54
5216,16.56
5217,16.67
5218,16.83
5221,16.83
5222,15.83
5223,16.52
5225,16.23
5226,16.01
5227,16.92
5229,16.57
5230,16.58
5234,16.01
5235,16.22
5236,16.24
5237,15.38
5238,16.81
5239,15.99
5240,16.82
5241,16.21
5242,16.36
5243,16.23
5244,15.61
5245,15.27
5246,16.47
5247,16.02
5248,16.68
5249,15.93
5250,16.48
5252,16.84
5253,16.1
5254,14.93
5255,16.4
5256,15.41
5257,16.35
5259,15.6
5260,16.67
5261,16.05
5265,14.82
5266,16.02
5268,16.63
5269,16.61
5270,16.95
5271,16.64
5272,16.01
5274,18.62
5277,17.24
5278,19.09
5280,18.26
5281,17.49
5282,17.86
5284,17.64
5285,16.97
5287,17.47
5288,17.8
5289,17.58
5290,17.73
5291,17.17
5292,17.15
5293,17.03
5295,0
5296,17.14
5297,17.21
5298,17.7
5299,16.79
5300,17.26
5301,17.99
5302,16.67
5303,17.5
5305,17.94
5306,17.92
5307,17.43
5308,17.19
5309,17.59
5310,17.55
5312,17.37
5313,17.54
5314,17.44
5316,17.98
5317,16.79
5319,17.81
5320,17.37
5321,17.62
5322,16.78
5323,17.44
5326,17.48
5327,17.35
5328,17.43
5329,17.45
5330,17.09
5332,17.15
5333,17.03
5334,17
5335,17.18
5336,17.65
5338,17.07
5339,17
5340,17.6
5341,17.04
5342,17.21
5344,17.4
5345,18.11
5346,17.12
5347,17.48
5348,17.52
5349,17.16
5350,17.38
5352,17
5354,16.88
5356,17.58
5358,17.22
5360,17.2
5362,17.74
5363,17.15
5364,16.67
5365,17.79
5366,17.21
5367,17.56
5368,17.22
5369,17.15
5370,17.16
5371,17.57
5372,17.32
5373,17.18
5374,17.55
5375,17.82
5376,17.4
5377,17.57
5378,17.57
5379,17.83
5381,16.9
5382,17
5384,17.81
5385,17.45
5386,17.51
5387,17.51
5388,17.65
5389,17.7
5390,17.54
5391,17.57
5392,17.62
5393,17.86
5394,17.88
5395,17.59
5396,17.88
5398,17.63
5400,17.44
5401,17.61
5402,17.65
5403,17.65
5404,17.83
5405,17.84
5407,17.95
5409,17.2
5410,17.38
5411,17.19
5412,17.08
5414,17.28
5415,17.21
5416,17.42
5417,17.08
5418,17.29
5419,17.12
5420,17.63
5421,17.86
5422,17.07
5423,17.12
5424,17.08
5425,17.33
5426,17.26
5427,17.03
5428,17.21
5429,17.29
5430,17.16
5431,17.13
5432,17.07
5433,17.02
5434,17.4
5435,17.31
5436,17.25
5437,17.38
5438,17.08
5439,17.18
5440,17.34
5441,17.31
5442,17.68
5443,17.58
5444,17.5
5445,17.74
5446,17.44
5447,17.5
5448,17.33
5449,17.08
5450,17.15
5451,17.35
5452,17.32
5453,17.61
5454,17.21
5455,17.37
5456,17.19
5457,17.09
5458,17.41
5459,17.59
5460,17.48
5461,17.4
5462,17.62
5463,17.38
5464,17.15
5465,17.58
5466,17.53
5467,17.37
5468,17.31
5469,17.05
5470,17.04
5471,17.1
5472,17.23
5473,17.01
5474,17.18
5475,17.57
5476,17.86
5477,17.47
5478,17.05
5479,17.27
5480,17.11
5481,17.72
5482,17.3
5483,17.45
5484,17.63
5485,17.1
5486,17.46
5487,17.63
5488,17.21
5489,17.01
5490,17.29
5491,17.72
5492,17.24
5493,17.19
5494,17.71
5495,17.73
5496,17.31
5497,17.26
5498,17.61
5499,17.83
5500,17.26
5501,17.08
5502,17.06
5503,17.49
5504,17.1
5505,17.03
5506,17.42
5507,17.56
5508,17.41
5509,17.18
5510,17.55
5511,17.29
5512,17.03
5513,17.02
5514,17.47
5515,17.18
5516,17.4
5517,17.09
5518,17.1
5519,17.57
5520,17.04
5521,17.81
5522,17.15
5523,17.1
5524,17.34
5525,17.64
5526,17.68
5527,17.79
5528,17.69
5529,17.67
5530,17.42
5531,17.63
5532,17.78
5533,17.2
5534,17.2
5535,17.15
5536,17.1
5537,17.84
5538,17.74
5539,17.64
5540,17.72
5541,17.55
5542,17.69
5543,17.29
5544,17.24
5545,17.39
5546,17.82
5547,17.23
5548,17.46
5549,17.6
5550,17.59
5551,17.65
5552,17.06
5553,17.6
5554,17.31
5555,17.67
5556,17.94
5557,17.45
5558,17.18
5559,17.15
5560,17.91
5561,17.17
5562,17.31
5563,17.36
5564,17.52
5565,17.95
5566,17.84
5567,17.11
5568,17.5
5569,17.08
5572,17.62
5573,17.16
5574,17.45
5575,17.27
5576,17.12
5577,17.36
5578,17.36
5579,17.28
5580,17.1
5581,17.61
5582,17.08
5584,17.89
5585,17.75
5586,17.27
5587,17.1
5588,17.28
5589,17.52
5590,17.72
5591,17.21
5592,17.32
5593,17.91
5594,17.97
5596,17.68
5597,17.76
5598,17.6
5599,17.01
5600,17.45
5601,17.37
5602,17.4
5603,17.47
5604,17.6
5605,17.75
5606,17.55
5607,17.6
5608,17.63
5609,17.21
5610,17.79
5611,17.7
5612,17.7
5613,17.59
5614,17.65
5616,16.73
5617,17.31
5618,17.65
5619,17.21
5620,17.21
5622,17.41
5623,17.35
5625,17.15
5626,17.89
5627,17.36
5629,18.04
5630,17.85
5631,17.42
5633,17.16
5634,17.35
5635,17.12
5636,17.1
5637,17.14
5638,17.88
5639,17.26
5640,17.56
5641,17.75
5642,17.92
5643,17.97
5644,17.47
5645,17.88
5646,17.16
5647,17.89
5648,17.87
5649,17.72
5650,17.38
5651,17.79
5652,17.78
5653,18
5654,17.81
5655,17.69
5656,17.59
5657,17.89
5658,17.81
5659,17.95
5661,17.71
5662,17.64
5663,17.91
5664,17.54
5665,17.94
5666,17.75
5667,17.9
5668,17.69
5669,17.98
5670,17.73
5671,17.96
5672,17.78
5673,17.26
5674,17.62
5675,17.98
5676,17.15
5677,17.42
5678,17.35
5679,17.43
5680,17.22
5681,17.06
5682,17.34
5683,17.53
5684,17.08
5685,17.75
5687,17.41
5688,17.72
5689,17.69
5691,17.33
5692,17.67
5693,17.51
5694,17.44
5695,17.77
5696,17.25
5697,17.33
5698,17.13
5699,17.29
5700,17.07
5701,17.98
5702,17.89
5703,17.11
5706,18.02
5707,17.65
5708,17.58
5709,17.96
5710,17.83
5711,17.63
5712,17.9
5713,17.08
5714,17.47
5715,17.29
5716,17.36
5717,17.82
5718,18
5719,17.9
5720,17.84
5721,17.51
5722,17.3
5723,17.45
5724,17.91
5725,17.62
5726,17.44
5727,17.57
5728,17.53
5729,17.6
5730,17.38
5731,17.15
5732,17.12
5733,17.61
5734,17.95
5735,17.6
5736,17.34
5737,17.84
5738,17.47
5739,17.63
5740,17.78
5741,17.82
5742,17.86
5743,17.98
5744,17.96
5745,17.99
5746,17.21
5747,17.86
5748,17.87
5749,17.5
5750,17.63
5751,17.88
5752,17.67
5753,17.78
5754,17.89
5755,17.01
5756,17.08
5757,17.09
5758,17.02
5759,17.79
5760,17.82
5761,17.91
5762,17.63
5763,17.82
5765,17.93
5766,17.25
5768,17.46
5770,17.95
5771,17.94
5772,17.77
5773,17.48
5774,17.45
5775,17.93
5776,17.91
5777,17.94
5778,17.93
5780,17.94
5781,17.91
5782,17.97
5783,17.88
5784,17.8
5786,17.64
5787,17.95
5788,17.9
5789,17.96
5790,17.11
5791,17.42
5792,17.85
5793,17.96
5794,17.09
5795,17.55
5796,17.78
5797,17.62
5798,17.69
5799,17.89
5801,17.48
5802,17.9
5803,17.8
5804,18.05
5805,17.92
5807,17.78
5808,17.82
5809,18.03
5810,17.93
5811,17.98
5812,17.91
5813,17.73
5814,17.35
5815,17.6
5816,17.89
5817,17.98
5818,17.86
5819,17.24
5820,17.84
5823,17.9
5826,17.79
5828,17.97
5829,17.98
5830,17.03
5831,17.84
5832,17.27
5834,17.88
5835,17.71
5836,17.95
5837,17.86
5839,17.58
5840,17.53
5841,17.84
5843,18.03
5846,17.91
5847,17.98
5848,17.45
5849,17.32
5852,17.81
5853,17.18
5854,17.91
5855,17.9
5857,17.83
5858,17.96
5859,17.88
5860,17.87
5861,16.8
5862,17.81
5863,17.49
5864,17.87
5865,17.85
5866,17.98
5868,17.8
5869,17.06
5870,17.84
5871,17.78
5872,17.95
5873,17.91
5874,17.57
5875,17.32
5876,17.32
5877,17.93
5878,17.76
5879,17.38
5880,17.93
5881,18.22
5882,17.8
5884,17.73
5885,17.69
5886,17.33
5887,17.67
5889,17.69
5890,17.29
5891,16.98
5892,17.29
5893,17.22
5894,17
5895,17.25
5896,17.49
5897,17.37
5898,16.46
5900,17.36
5901,17.58
5903,17.26
5904,17.56
5905,17.14
5906,17.55
5907,17.43
5908,17.42
5909,15.81
5911,17.15
5912,17.71
5913,17.41
5914,17.65
5916,17.08
5917,17.33
5918,17.74
5919,17.81
5920,17.92
5921,17.66
5922,17.42
5923,17.59
5924,16.82
5925,17.55
5926,16.78
5927,17.13
5928,16.71
5929,17.11
5932,17.37
5933,18.1
5935,17.3
5937,17.41
5938,16.86
5939,17.31
5940,17.01
5941,17.13
5944,16.32
5945,16.28
5946,16.26
5947,16.36
5948,17.64
5949,15.2
5950,17.37
5951,16.68
5952,18.09
5953,18.49
5954,19.43
5955,19.65
5956,18.95
5957,17.31
5958,18.72
5959,18.83
5960,18.64
5961,18.46
5962,18.46
5963,18.18
5964,17.76
5965,18.65
5966,18.57
5967,18.31
5969,18.36
5971,18.41
5973,18.77
5974,18.52
5975,18.57
5976,18.07
5977,18.35
5980,18.18
5981,18.39
5982,18.3
5983,18.28
5984,18.61
5985,18.69
5986,18.58
5987,18.45
5988,18.62
5990,18.55
5991,18.16
5994,17.98
5995,17.83
5997,18.54
5998,18.27
5999,18.52
6001,18.88
6003,18.56
6004,18.51
6005,18.5
6006,18.15
6007,18.8
6008,18.65
6010,18.38
6012,18.97
6013,18.57
6014,18.53
6016,18.98
6019,18.15
6020,18.53
6021,18.15
6023,18.58
6024,18.05
6025,18.17
6026,18.06
6027,18.4
6028,18.26
6029,18.13
6030,18.43
6031,18.19
6032,18.43
6033,18.11
6034,18.53
6035,18.74
6036,18.1
6038,18.7
6039,18.15
6040,18.51
6041,18.24
6042,18.38
6043,18.4
6044,18.22
6045,18.66
6046,18.67
6047,18.44
6048,18.38
6049,18.74
6050,18.19
6051,18.58
6054,17.26
6056,18.65
6057,18.65
6058,18.86
6059,18.78
6060,18.78
6061,19.4
6063,18.23
6064,18.11
6065,18.29
6066,18.61
6067,18.03
6068,18.41
6069,18.04
6070,18.05
6071,18.06
6072,18.87
6074,18.62
6075,18.18
6076,18.09
6077,18.51
6078,18.15
6080,18.19
6081,18.09
6083,18.07
6084,18.08
6085,18.24
6086,18.33
6087,18.11
6088,18.18
6089,18.51
6090,18.73
6091,18.18
6093,18.09
6094,18.24
6095,18.11
6096,18.11
6097,18
6098,18.06
6099,17.99
6100,18.16
6101,18.08
6102,18.26
6103,18.18
6104,18.07
6105,18.92
6109,18.06
6110,18.08
6111,18.09
6112,18.04
6113,18.15
6114,18.13
6115,18.73
6118,17.99
6119,18.89
6120,18.09
6121,18.14
6122,18.11
6123,18.29
6124,18.53
6125,18.1
6126,18.05
6127,18.6
6128,18.01
6129,18.31
6130,18.09
6131,18.06
6132,17.98
6133,18.15
6134,18.03
6135,18.21
6136,18.06
6137,18.06
6138,18.06
6139,18.15
6140,18.29
6141,18.94
6142,18.49
6143,18.59
6144,18.28
6145,18.25
6146,18.64
6148,18.09
6149,18.26
6150,18.26
6151,18.09
6152,18.08
6154,18.71
6155,18.15
6156,18.3
6157,18.15
6159,18.01
6160,18.07
6161,18.69
6162,18.72
6163,18.39
6164,18.46
6165,18.06
6166,18.11
6167,18.29
6168,18.05
6169,18.08
6171,18.94
6172,18.5
6173,18.84
6174,18.67
6175,18.54
6176,18.13
6177,18.96
6178,18.2
6179,18.3
6181,18.09
6182,18.76
6183,18.17
6184,19.05
6185,18.36
6186,18.16
6187,18.21
6188,18.2
6190,18.21
6191,18.25
6192,18.43
6193,18.08
6194,18.07
6195,18.08
6196,18.06
6197,18.78
6198,18.88
6199,18.71
6200,18.54
6201,18.98
6202,18.71
6203,18.63
6205,18.08
6206,18.38
6207,18.96
6208,18.13
6209,18.07
6210,18.43
6211,18.44
6212,18.06
6213,18.02
6214,18.07
6215,18.29
6216,18.34
6217,18.47
6218,18.98
6219,18.02
6220,18.33
6221,18.64
6222,18.17
6223,18.76
6224,18.86
6225,18.58
6226,18.06
6227,18.36
6228,18.37
6229,18.47
6230,18.68
6231,18.17
6232,18.53
6233,18.02
6234,18.68
6235,18.24
6237,18.96
6238,18.97
6239,18.96
6240,18.45
6241,18.33
6242,18.01
6243,18.03
6244,18.07
6245,18.33
6246,18.47
6247,18.06
6248,18.58
6249,18.01
6250,18.72
6251,18.29
6252,18.83
6253,18.59
6254,18.16
6255,18.68
6256,18.35
6257,18.15
6258,18.65
6259,18.73
6260,18.95
6261,18.07
6262,18.36
6264,18.64
6265,18.13
6267,18.27
6268,18.53
6271,18.88
6272,18.09
6273,18.88
6274,18.82
6275,18.18
6276,18.17
6278,18.47
6279,18.28
6280,17.33
6281,18.76
6282,18.03
6283,18.34
6284,18.73
6285,18.15
6286,18.71
6287,18.19
6288,18.64
6289,18.71
6290,18.4
6291,18.58
6292,18.37
6293,18.4
6294,18.8
6295,18.71
6297,18.73
6298,18.2
6299,18.28
6300,18.17
6301,18.78
6302,18.98
6303,18.65
6304,18.66
6305,18.51
6306,18.64
6307,18.72
6308,18.22
6309,18.5
6310,18.82
6311,18.55
6312,18.58
6313,18.87
6314,18.23
6315,18.3
6317,18.88
6318,18.9
6319,18.88
6320,18.87
6322,18.93
6323,18.45
6324,18.68
6325,18.55
6326,18.36
6327,18.6
6328,18.72
6329,18.03
6330,18.22
6331,18.81
6332,18.86
6333,18.98
6334,18.92
6335,18.19
6336,18.17
6337,18.86
6338,18.28
6339,18.95
6340,18.41
6341,18.04
6342,18.49
6343,18.23
6344,18.89
6345,18.59
6346,18.9
6347,18.87
6348,18.95
6349,18.94
6350,19.1
6351,18.93
6352,18.99
6353,18.47
6354,18.87
6355,18.94
6356,18.89
6357,18.91
6358,18.96
6359,18.94
6360,18.18
6362,18.43
6363,18.46
6364,18.18
6367,18.73
6368,18.61
6369,18.52
6370,18.98
6372,18.97
6374,19.06
6375,18.65
6376,18.19
6377,18.07
6378,18.88
6379,18.73
6380,18.9
6381,18.06
6382,18.73
6383,18.7
6385,18.18
6386,18.64
6387,18.35
6390,18.47
6391,18.88
6392,18.68
6393,18.05
6394,18.96
6395,18.43
6396,18.92
6397,18.7
6398,18.96
6399,18.92
6400,18.79
6401,18.53
6405,18.88
6406,19
6407,18.95
6408,18.54
6409,18.62
6411,18.92
6412,18.32
6413,18.56
6414,18.54
6415,18.19
6416,18.05
6418,17.6
6419,18.75
6420,18.54
6421,18.49
6422,18.12
6423,18.07
6424,18.87
6425,18.4
6426,18.56
6427,18.67
6428,18.93
6429,18.5
6430,18.48
6431,18.81
6432,18.21
6433,18.62
6434,18.05
6435,18.53
6436,18.65
6437,18.58
6438,18.35
6439,17.95
6442,18.6
6443,18.13
6444,18.54
6445,18.55
6447,18.36
6448,18.42
6449,18.47
6450,17.73
6451,17.57
6452,18.3
6453,17.94
6454,18.42
6456,18.71
6457,18.45
6458,18.44
6459,17.68
6460,17.62
6462,17.32
6464,17.77
6465,18.61
6467,16.7
6468,17.85
6469,18.38
6472,18.8
6473,18.66
6474,17.99
6475,18.23
6476,18.46
6477,19.4
6478,18.46
6480,18.23
6481,18.15
6483,18.44
6484,18.02
6485,17.92
6486,17.73
6487,16.2
6488,16.41
6489,16.94
6490,17.82
6491,18.92
6492,16.86
6493,18.28
6497,19.48
6498,19.82
6499,20.37
6500,20.22
6502,19.5
6503,19.34
6504,19.6
6505,19.57
6506,19.01
6507,19.42
6508,19.08
6509,19.87
6510,20.36
6511,19.54
6513,19.44
6514,19.57
6515,19.49
6516,19.62
6517,19.51
6518,19.43
6519,19.46
6520,19.47
6521,19.64
6522,19.44
6523,19.42
6524,19.2
6525,19.58
6527,19.76
6528,20.38
6529,19.15
6530,19.34
6531,19.56
6532,19.62
6535,19.2
6536,19.94
6537,20.4
6538,19.76
6540,19.44
6541,19.52
6542,19.48
6543,19.64
6544,19.7
6545,19.27
6546,19.52
6547,19.62
6548,19.69
6549,19.03
6551,19.18
6552,19.13
6553,19.51
6554,19.42
6555,19.58
6556,19.31
6557,19.61
6558,19.12
6559,19.71
6560,19.57
6561,19.54
6562,18.99
6563,19.56
6564,19.52
6565,19.53
6566,19.05
6568,19.48
6569,19.61
6570,19.37
6571,19.11
6572,19.12
6573,19.04
6574,19.46
6575,19.11
6576,19.3
6577,19.2
6578,19.14
6579,19.29
6580,19.25
6581,19.09
6582,19.83
6583,19.21
6584,19.15
6585,19.58
6586,19.54
6587,19.42
6588,19.73
6589,19.78
6590,19.24
6591,19.06
6592,19.39
6593,19.04
6594,19.37
6595,19.75
6596,19.71
6598,19.43
6599,19.1
6600,19.11
6601,19.93
6602,19.07
6603,19.11
6604,19.07
6605,19.38
6606,18.99
6607,19.18
6608,19.47
6609,19.35
6610,19.06
6611,19.08
6613,19.28
6614,19.15
6615,19.15
6616,19.6
6617,19.04
6618,19.41
6619,19.51
6620,19.49
6621,19.38
6622,19.7
6623,19.8
6624,19.4
6625,19.54
6626,19.35
6627,19.42
6628,18.7
6630,19.31
6631,19.45
6632,19.34
6633,19.11
6634,18.83
6635,19.18
6636,19.02
6637,19.04
6638,19.24
6639,19.1
6641,19.49
6643,19.36
6644,19.55
6645,19.8
6646,19.14
6647,19.46
6648,19.63
6650,19.11
6653,19.3
6655,19.12
6656,19.2
6657,19.93
6658,19.91
6659,19.37
6660,19.62
6661,19.41
6662,19.22
6663,19.25
6664,19.28
6665,19.53
6666,19.22
6667,19.5
6668,19.07
6669,19.71
6670,19.05
6671,19.63
6672,19.73
6673,19.6
6674,19.09
6675,19.78
6676,19
6677,19.08
6678,19.13
6679,19.07
6680,19.18
6681,19.4
6682,19.58
6683,17.7
6684,19.08
6685,19.68
6686,19.1
6687,19.11
6688,19.14
6689,19.01
6690,19.43
6691,19.85
6693,19
6694,19.91
6695,19.29
6696,19.55
6697,19.2
6698,19.79
6699,19.15
6700,19.1
6701,19.29
6702,18.9
6703,19.22
6704,19.3
6706,19.11
6707,19.38
6708,19.15
6709,19.11
6710,19.95
6711,19.97
6712,19.29
6714,19.3
6715,19.11
6716,19.86
6717,19.84
6718,19.12
6719,19.58
6720,19.06
6721,19.3
6722,19.22
6723,19.14
6724,19.38
6725,19.12
6726,19.08
6727,19.41
6728,19.27
6729,19.07
6730,19.4
6731,19.24
6732,19.8
6733,19.77
6734,19.95
6736,19.92
6737,19.68
6738,19.67
6740,19.55
6741,19.67
6742,19.21
6743,19.87
6744,18.83
6745,19.32
6746,19.35
6747,19.28
6748,19.95
6749,19.86
6750,19.09
6751,19.12
6752,19.32
6753,19.41
6754,19.12
6755,19.76
6756,19.91
6757,19.9
6758,19.45
6759,19
6760,19.49
6761,19.49
6762,19.45
6763,19.1
6765,19.1
6766,19.16
6767,19.59
6768,19.3
6769,19.77
6771,19.48
6772,19.4
6773,19.65
6774,19.56
6776,19.28
6777,18.54
6778,19.35
6779,19.34
6780,19.61
6781,18.44
6782,18.44
6783,19.14
6784,19.66
6785,19.65
6786,19.65
6788,19.93
6789,19.14
6790,19.69
6792,19.24
6793,19.15
6794,19.35
6795,19.53
6796,19.77
6797,19.79
6798,19.8
6799,19.47
6800,19.4
6801,19.85
6803,19.71
6804,19.43
6805,19.6
6806,19.95
6807,19.77
6808,19.93
6810,19.56
6811,19.97
6812,19.96
6813,20
6814,19.17
6815,19.33
6816,18.45
6817,19.89
6818,19.86
6819,19.89
6821,18.39
6822,19.99
6823,19.87
6825,19.32
6827,19.89
6828,19.92
6829,19.68
6830,20.01
6831,19.91
6833,19.9
6834,19.87
6836,19.86
6837,20
6838,19.14
6839,20
6840,18.72
6841,18.83
6842,19.89
6843,19.8
6844,19.73
6845,19.43
6846,19.2
6847,19.3
6848,19.85
6849,19.9
6850,18.7
6852,19.62
6853,19.07
6855,19.52
6856,19.71
6857,19.98
6859,19.77
6860,19.39
6862,19.42
6863,19.05
6865,20.37
6866,18.85
6867,19.96
6869,17.54
6870,19.36
6871,19.24
6872,19.09
6873,18.76
6875,19.19
6876,18.68
6877,17.55
6878,19.25
6879,19.49
6880,16.96
6881,19.36
6882,18.89
6883,19.5
6884,17.57
6885,18.07
6886,19.91
6887,17.95
6888,19.59
6892,18.84
6893,18.04
6894,18.31
6895,19.33
6898,17.69
6899,19.43
6900,19.69
6901,19.87
6902,17.83
6905,18.6
6907,17.35
6908,19.88
6910,19.36
6911,20.92
6912,20.39
6913,19.58
6914,18.23
6915,19.68
6916,19.6
6917,19.56
6918,19.39
6919,19.27
6921,17.97
6923,21.4
6924,21.61
6925,20.84
6926,20.68
6927,20.66
6928,20.59
6930,20.66
6931,20.79
6932,20.05
6933,20.56
6934,20.71
6935,20.39
6936,20.61
6937,20.63
6939,20.64
6940,20.31
6941,20.52
6942,20.33
6943,20.52
6945,20.08
6946,21.12
6947,20.75
6948,20.02
6949,20.32
6950,21.22
6951,20.54
6952,20.5
6953,21.17
6954,20.7
6955,20.56
6956,20.29
6957,20.79
6959,20.7
6960,20.41
6961,20.07
6962,20.49
6964,20.49
6965,20.71
6967,20.27
6968,20.67
6969,20.84
6970,20.48
6971,20.58
6973,20.37
6974,20.59
6975,20.4
6976,20.09
6979,20.55
6980,19.93
6981,20.97
6982,20.18
6983,20.87
6984,20.7
6985,20.69
6986,20.74
6987,20.64
6988,19.94
6989,20.52
6991,20.44
6994,19.07
6995,20.67
6996,20.01
6997,19.49
6998,20.03
6999,19.83
7000,20.27
7002,19.15
7003,20.16
7004,19.51
7006,20.85
7008,20.01
7009,20.4
7010,20.02
7011,20.87
7013,20.1
7014,19.3
7016,20.11
7018,20.06
7019,20.01
7021,19.07
7022,19.51
7023,20.1
7024,19.95
7025,19.52
7027,20.64
7028,20.28
7029,20.94
7030,20.04
7031,19.04
7032,20.01
7033,20.06
7034,20.17
7038,20.2
7039,20
7041,20.58
7043,19.74
7044,19.32
7045,19.74
7046,20.21
7047,20.82
7048,20.8
7049,20.95
7050,20.5
7051,19.9
7052,20.06
7053,20.41
7054,19.89
7056,20.2
7057,19.97
7059,20
7060,20.11
7061,20.03
7062,20.67
7064,18.53
7065,20.08
7066,20.16
7067,20.04
7069,20.76
7071,20.32
7072,20.49
7073,18.71
7075,20.07
7076,20.77
7077,20.3
7079,20.51
7080,20.05
7081,20.07
7082,20.37
7083,20.21
7084,20.07
7085,20.05
7086,20.1
7087,18.43
7089,20.33
7090,20.42
7091,20.02
7092,20.04
7093,20.24
7094,20.04
7095,20.15
7096,19.97
7097,20.4
7098,20.24
7099,20.28
7101,20
7102,20.33
7103,20.18
7104,19.81
7105,20.79
7106,20.7
7107,20.17
7108,18.73
7109,20.24
7110,20.34
7111,20.29
7113,20.51
7114,20.78
7116,20.65
7117,20.44
7118,20.27
7119,20.34
7120,20.56
7121,20.6
7122,20.54
7125,20.64
7127,20.31
7128,20.47
7129,20.51
7130,20.33
7131,20.7
7132,20.31
7133,20.16
7134,20.77
7135,20.96
7136,20.74
7137,20.7
7138,20.75
7140,20.67
7141,20.62
7142,20.79
7144,20.86
7147,20.92
7148,20.79
7149,20.98
7150,20.79
7151,20.78
7154,20.91
7155,20.81
7156,20.81
7157,20.97
7159,20.34
7160,18.34
7162,20.56
7163,19.12
7164,20.25
7166,20.03
7167,20.09
7169,19.7
7170,19.44
7172,18.93
7173,19.2
7174,19.68
7175,18.74
7176,18.86
7177,20.75
7178,20.51
7179,20.31
7181,18.91
7182,20.26
7183,18.62
7184,18.51
