"","Core","Final_Temp","Final_Core","Final_Cost","EucDist","PathDist","CostToEuc","CostToPath"
"341",434,-3.14,14712,4722409,80208.23,89250,58.8768633842188,52.9121456582633
"342",436,10.24,415,394352.5,8000,8000,49.2940625,49.2940625
"343",439,10.93,439,0,0,0,0,0
"344",441,10.24,415,604795.69,9219.54,11656,65.5993346739642,51.8870701784489
"345",442,-0.72,14771,254853.67,3000,3000,84.9512233333333,84.9512233333333
"346",443,-0.72,14771,0,0,0,0,0
"347",445,8.78,13644,1580095,32253.12,37040,48.9904542568285,42.6591522678186
"348",446,-2.94,14721,11146831,187432.63,207714,59.4711337081489,53.6643220967292
"349",447,10.4,283,2733742.51,60476.4,64970,45.2034596966751,42.0769972294905
"350",448,10.24,415,694522.28,13000,13242,53.4247907692308,52.4484428334089
"351",449,8.89,14383,0,0,0,0,0
"352",450,7.17,12609,773144.78,8472.14,9070,91.2573186939781,85.2419823594267
"353",452,10.28,452,0,0,0,0,0
"354",453,7.17,12609,1606723.25,20543.21,21555,78.2118885023324,74.5406286244491
"355",454,7.17,12609,1216861.47,15543.21,16141,78.2889422455207,75.3894721516635
"356",455,7.59,12429,4897032.09,88396.77,93523,55.3983147800536,52.3617943179753
"357",456,-2.94,14721,9146915,151748.35,167331,60.2768662723516,54.663600886865
"358",457,10.4,283,2170381.57,44476.4,47727,48.7984992040723,45.4749213233599
"359",458,10.61,459,460843.53,9000,9414,51.2048366666667,48.9529987253027
"360",459,10.61,459,0,0,0,0,0
"361",460,7.17,12609,1394213.63,16320.33,18726,85.4280293351911,74.4533605681939
"362",461,7.17,12609,773144.78,8472.14,9070,91.2573186939781,85.2419823594267
"363",462,-0.72,14771,292409.88,4000,4414,73.10247,66.2460081558677
"364",463,10.09,414,419497,10000,10000,41.9497,41.9497
"365",465,10.4,283,2688589.26,53695.94,57212,50.0706247064489,46.9934499755296
"366",467,9.14,14145,7038396.76,131007.59,142850,53.7251067667148,49.2712408820441
"367",468,10.61,459,510534.13,9099.02,9828,56.1086941231034,51.9468996743997
"368",469,-2.94,14721,12134374,207457.61,229370,58.4908598918112,52.9030561974103
"369",470,-2.94,14721,10676523,179432.63,198472,59.5015689175375,53.793598089403
"370",471,7.59,12429,5334760.47,99240.86,107665,53.7556856117531,49.5496258765616
"371",472,1.49,3823,259559.75,3162.28,3414,82.0799391578228,76.0280462800234
"372",474,-2.94,14721,9293043,154576.78,170745,60.1192688837224,54.4264429412281
"373",475,10.61,459,191558.16,4000,4000,47.88954,47.88954
"374",476,-2.94,14721,9879519,164872.41,181816,59.9222089372018,54.3380065560787
